date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2021-09-11,2021-09,G1,Panetolikos,Asteras Tripolis,home,draw,2.82,"[2.8,3.5)",0.33031088082901555,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-11,2021-09,G1,Panetolikos,Asteras Tripolis,draw,draw,3.06,"[2.8,3.5)",0.30440414507772023,"[0.28,0.34)",market_non_favorite,AVG_OPEN,True,2.06
2021-09-11,2021-09,G1,Panetolikos,Asteras Tripolis,away,draw,2.55,"[2.2,2.8)",0.3652849740932643,"[0.34,0.42)",market_favorite,AVG_OPEN,False,-1.0
2021-09-11,2021-09,G1,Panathinaikos,Apollon,home,home,1.4,"[1.0,1.8)",0.6659233940757345,"[0.55,1.00]",market_favorite,AVG_OPEN,True,0.3999999999999999
2021-09-11,2021-09,G1,Panathinaikos,Apollon,draw,home,4.39,"[4.0,5.0)",0.2123673694091181,"[0.20,0.28)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-11,2021-09,G1,Panathinaikos,Apollon,away,home,7.66,"[7.0,inf)",0.12170923651514728,"[0.00,0.20)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,Volos NFC,Lamia,home,home,1.99,"[1.8,2.2)",0.468543997836449,"[0.42,0.55)",market_favorite,AVG_OPEN,True,0.99
2021-09-12,2021-09,G1,Volos NFC,Lamia,draw,home,3.15,"[2.8,3.5)",0.29600081133159795,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,Volos NFC,Lamia,away,home,3.96,"[3.5,4.0)",0.23545519083195296,"[0.20,0.28)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,PAOK,Giannina,home,away,1.19,"[1.0,1.8)",0.7870388747750607,"[0.55,1.00]",market_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,PAOK,Giannina,draw,away,6.14,"[5.0,7.0)",0.1525368503228538,"[0.00,0.20)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,PAOK,Giannina,away,away,15.5,"[7.0,inf)",0.06042427490208531,"[0.00,0.20)",market_non_favorite,AVG_OPEN,True,14.5
2021-09-12,2021-09,G1,AEK,Ionikos,home,home,1.18,"[1.0,1.8)",0.7943043196249346,"[0.55,1.00]",market_favorite,AVG_OPEN,True,0.17999999999999994
2021-09-12,2021-09,G1,AEK,Ionikos,draw,home,6.05,"[5.0,7.0)",0.15492216481940874,"[0.00,0.20)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,AEK,Ionikos,away,home,18.46,"[7.0,inf)",0.050773515555656706,"[0.00,0.20)",market_non_favorite,AVG_OPEN,False,-1.0
2021-09-12,2021-09,G1,Olympiakos,Atromitos,home,draw,1.15,"[1.0,1.8)",0.8135274289255207,"[0.55,1.00]",market_favorite,AVG_OPEN,False,-1.0
