candidate_id,odds_source,window_start,window_end,bets,total_staked,profit,roi_pct,max_drawdown,active_bet_days,positive_months,negative_months,walk_forward_active_months,passes_window,fail_reasons
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2013-04,2014-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2013-10,2014-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2014-04,2015-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2014-10,2015-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2015-04,2016-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2015-10,2016-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2016-04,2017-03,2,20.0,4.2,21.0,10.0,2,1,0,1,False,"['bets<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2016-10,2017-09,14,140.0,-36.1,-25.79,50.0,12,2,1,3,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2017-04,2018-03,12,120.0,-40.3,-33.58,50.0,10,1,1,2,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2017-10,2018-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2018-04,2019-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2018-10,2019-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2019-04,2020-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2019-10,2020-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2020-04,2021-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2020-10,2021-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2021-04,2022-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2021-10,2022-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2022-04,2023-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2022-10,2023-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2023-04,2024-03,13,130.0,-8.4,-6.46,50.0,11,1,1,2,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2023-10,2024-09,13,130.0,-8.4,-6.46,50.0,11,1,1,2,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2024-04,2025-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2024-10,2025-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,AVG_CLOSE,2025-04,2026-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2013-04,2014-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2013-10,2014-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2014-04,2015-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2014-10,2015-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2015-04,2016-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2015-10,2016-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2016-04,2017-03,2,20.0,4.7,23.5,10.0,2,1,0,1,False,"['bets<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2016-10,2017-09,22,220.0,-40.9,-18.59,59.7,20,2,2,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2017-04,2018-03,20,200.0,-45.6,-22.8,59.7,18,1,2,3,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2017-10,2018-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2018-04,2019-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2018-10,2019-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2019-04,2020-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2019-10,2020-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2020-04,2021-03,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-rus-home-2p2-2p8,PS_CLOSE,2020-10,2021-09,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
