date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2022-03-01,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-02,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-03,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-04,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-05,1,3.59,-3.59,-3.59,3.59,96.41,2022-03,-3.59,3.59
2022-03-06,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-07,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-08,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-09,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-10,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-11,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-12,0,0.0,0.0,-3.59,3.59,100.0,2022-03,-3.59,3.59
2022-03-13,1,1.42,-1.42,-5.01,5.01,98.58,2022-03,-5.01,5.01
2022-03-14,0,0.0,0.0,-5.01,5.01,100.0,2022-03,-5.01,5.01
2022-03-15,2,2.71,-0.39,-5.4,5.4,97.29,2022-03,-5.4,5.4
2022-03-16,0,0.0,0.0,-5.4,5.4,100.0,2022-03,-5.4,5.4
2022-03-17,0,0.0,0.0,-5.4,5.4,100.0,2022-03,-5.4,5.4
2022-03-18,0,0.0,0.0,-5.4,5.4,100.0,2022-03,-5.4,5.4
2022-03-19,1,1.68,-1.68,-7.08,7.08,98.32,2022-03,-7.08,7.08
2022-03-20,1,1.54,-1.54,-8.62,8.62,98.46,2022-03,-8.62,8.62
2022-03-21,0,0.0,0.0,-8.62,8.62,100.0,2022-03,-8.62,8.62
2022-03-22,0,0.0,0.0,-8.62,8.62,100.0,2022-03,-8.62,8.62
2022-03-23,0,0.0,0.0,-8.62,8.62,100.0,2022-03,-8.62,8.62
2022-03-24,0,0.0,0.0,-8.62,8.62,100.0,2022-03,-8.62,8.62
2022-03-25,0,0.0,0.0,-8.62,8.62,100.0,2022-03,-8.62,8.62
2022-03-26,2,3.82,0.39,-8.23,8.23,96.18,2022-03,-8.23,8.23
2022-03-27,1,1.34,2.04,-6.19,6.19,98.66,2022-03,-6.19,6.19
2022-03-28,0,0.0,0.0,-6.19,6.19,100.0,2022-03,-6.19,6.19
2022-03-29,0,0.0,0.0,-6.19,6.19,100.0,2022-03,-6.19,6.19
2022-03-30,0,0.0,0.0,-6.19,6.19,100.0,2022-03,-6.19,6.19
2022-03-31,0,0.0,0.0,-6.19,6.19,100.0,2022-03,-6.19,6.19
2022-04-01,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-02,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-03,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-04,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-05,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-06,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-07,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-08,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-09,0,0.0,0.0,-6.19,6.19,100.0,2022-04,0.0,0.0
2022-04-10,2,3.51,-3.51,-9.7,9.7,96.49,2022-04,-3.51,3.51
2022-04-11,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-12,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-13,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-14,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-15,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-16,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-17,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-18,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-19,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-20,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-21,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-22,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-23,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-24,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-25,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-26,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-27,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-28,0,0.0,0.0,-9.7,9.7,100.0,2022-04,-3.51,3.51
2022-04-29,1,5.93,4.94,-4.76,4.76,94.07,2022-04,1.43,0.0
2022-04-30,2,8.1,8.76,4.0,0.0,91.9,2022-04,10.19,0.0
2022-05-01,1,3.34,3.93,7.93,0.0,96.66,2022-05,3.93,0.0
