validation_start,validation_end,rule_key,odds_source,rule_label,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
2017-01,2017-12,"PS_CLOSE::league|outcome|market_prob_bucket=NOR|home|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=NOR|home|[0.42,0.55)",302,7.52,2.49,35,21,14,2016-12,0.85,16.515
2020-01,2020-12,"PS_CLOSE::league|outcome|odds_bucket=NOR|home|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=NOR|home|[2.8,3.5)",123,15.33,12.46,33,20,12,2019-10,0.51,28.588
2022-01,2022-12,"PS_CLOSE::league|outcome|market_prob_bucket=NOR|home|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=NOR|home|[0.28,0.34)",119,16.92,14.22,32,19,13,2021-12,0.98,26.3607
