validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,max_pairwise_monthly_profit_corr,train_bets,train_profit,train_roi_pct,train_positive_months,train_negative_months,train_window_count,train_active_window_count,train_active_passed_windows,train_active_pass_rate,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2017-01,2017-12,2013-01,2016-12,2,"['PS_CLOSE::league|outcome|market_prob_bucket=NOR|home|[0.42,0.55)']",0.0,302.0,7.52,2.49,21.0,14.0,6.0,6.0,4.0,0.6667,2017-01,2017-12,83,83.0,18.48,22.27,5.15,7,1,True
2018-01,2018-12,2014-01,2017-12,3,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2019-01,2019-12,2015-01,2018-12,2,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2020-01,2020-12,2016-01,2019-12,2,"['PS_CLOSE::league|outcome|odds_bucket=NOR|home|[2.8,3.5)']",0.0,123.0,15.33,12.46,20.0,12.0,6.0,6.0,3.0,0.5,2020-01,2020-12,32,32.0,-4.59,-14.34,7.0,3,4,False
2021-01,2021-12,2017-01,2020-12,1,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2022-01,2022-12,2018-01,2021-12,3,"['PS_CLOSE::league|outcome|market_prob_bucket=NOR|home|[0.28,0.34)']",0.0,119.0,16.92,14.22,19.0,13.0,6.0,6.0,3.0,0.5,2022-01,2022-12,24,24.0,3.87,16.13,6.58,4,4,False
2023-01,2023-12,2019-01,2022-12,1,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2024-01,2024-12,2020-01,2023-12,5,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2025-01,2025-12,2021-01,2024-12,3,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
