label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.8,3.3)",386,124,0.3212,0.2766,3.0838,0.3247,-0.0035,-0.0481,3414.98,-42.58,-1.25,NO_CALIBRATED_EDGE,"['hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[3.3,3.5)",79,30,0.3797,0.2807,3.3752,0.2963,0.0834,-0.0157,694.55,219.63,31.62,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
"[1.0,1.8)",54,38,0.7037,0.5717,1.472,0.6873,0.0164,-0.1155,540.0,18.0,3.33,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
