month,bets,staked,profit,roi_pct
2022-08,4,40.0,4.1,10.25
2022-09,5,50.0,13.4,26.8
2022-10,8,80.0,-1.3,-1.63
2022-11,2,20.0,-5.7,-28.5
2023-01,6,60.0,-31.5,-52.5
2023-02,4,40.0,7.1,17.75
2023-03,4,40.0,-9.6,-24.0
2023-04,6,60.0,21.7,36.17
2023-05,7,70.0,-10.2,-14.57
2023-06,1,10.0,5.8,58.0
2023-08,1,10.0,5.9,59.0
2023-09,6,60.0,14.0,23.33
2023-10,8,80.0,9.1,11.37
2023-11,7,70.0,37.4,53.43
2023-12,9,90.0,-12.9,-14.33
2024-01,7,70.0,9.2,13.14
2024-02,9,90.0,-2.5,-2.78
2024-03,4,40.0,19.3,48.25
2024-04,4,40.0,-10.0,-25.0
2024-05,11,110.0,-23.0,-20.91
2024-08,6,60.0,16.2,27.0
2024-09,7,70.0,16.4,23.43
2024-10,4,40.0,-11.6,-29.0
2024-11,4,40.0,23.7,59.25
2024-12,4,40.0,6.9,17.25
2025-01,3,30.0,-0.2,-0.67
2025-02,7,70.0,23.5,33.57
2025-03,6,60.0,-7.3,-12.17
2025-04,7,70.0,-6.3,-9.0
2025-05,5,50.0,12.6,25.2
2025-08,2,20.0,-8.4,-42.0
2025-09,1,10.0,-10.0,-100.0
2025-10,1,10.0,3.3,33.0
2025-11,5,50.0,15.6,31.2
2025-12,5,50.0,6.8,13.6
2026-01,4,40.0,13.8,34.5
2026-02,9,90.0,32.9,36.56
2026-03,6,60.0,12.0,20.0
2026-04,5,50.0,2.9,5.8
2026-05,7,70.0,3.4,4.86
