label,odds_source,train_months,min_train_rows,min_predicted_ev,max_bets_per_day,ridge,residual_cap,selected_rules,candidate_count,selected_candidates,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate
AVG_CLOSE_rulesi2_train30_n120_ev0p02_top1_ridge10_cap0.08,AVG_CLOSE,30,120,0.02,1,10.0,0.08,I2_draw_2p8_3p5,2044,335,335,439.9,13.13,115.8,21,19,6,3,6,3,0.5
