month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,INVEST,,401.0,27.0,7.0,0.1875
2022-09,INVEST,,434.0,24.0,8.0,0.115
2022-10,INVEST,,469.0,40.0,11.0,0.1428
2022-11,INVEST,,525.0,24.0,4.0,0.1285
2022-12,INVEST,,553.0,44.0,10.0,0.1669
2023-01,INVEST,,599.0,25.0,8.0,0.1591
2023-02,INVEST,,631.0,39.0,9.0,0.1358
2023-03,INVEST,,682.0,31.0,8.0,0.1516
2023-04,INVEST,,722.0,37.0,9.0,0.1509
2023-05,INVEST,,779.0,29.0,6.0,0.1898
2023-06,ABSTAIN,no_positive_feature_edge,823.0,0.0,0.0,0.0
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,825.0,22.0,8.0,0.1616
2023-09,INVEST,,852.0,40.0,10.0,0.1528
2023-10,INVEST,,907.0,32.0,12.0,0.1771
2023-11,INVEST,,950.0,28.0,10.0,0.1863
2023-12,INVEST,,988.0,42.0,9.0,0.1954
2024-01,INVEST,,1044.0,24.0,4.0,0.1986
2024-02,INVEST,,1079.0,41.0,10.0,0.1619
2024-03,INVEST,,1106.0,27.0,7.0,0.1323
2024-04,INVEST,,1092.0,37.0,6.0,0.1319
2024-05,INVEST,,1087.0,17.0,3.0,0.1747
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,1020.0,31.0,9.0,0.1452
2024-09,INVEST,,1001.0,34.0,10.0,0.1637
2024-10,INVEST,,1003.0,33.0,10.0,0.1567
2024-11,INVEST,,987.0,30.0,7.0,0.1736
2024-12,INVEST,,1011.0,43.0,11.0,0.1791
2025-01,INVEST,,1064.0,27.0,8.0,0.1523
2025-02,INVEST,,1096.0,27.0,12.0,0.1657
2025-03,INVEST,,1103.0,32.0,10.0,0.1839
2025-04,INVEST,,1112.0,25.0,8.0,0.1855
2025-05,INVEST,,1095.0,31.0,4.0,0.2037
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,1035.0,17.0,6.0,0.1576
2025-09,INVEST,,1008.0,33.0,9.0,0.1426
2025-10,INVEST,,1010.0,40.0,10.0,0.1747
2025-11,INVEST,,998.0,33.0,11.0,0.1659
2025-12,INVEST,,999.0,32.0,10.0,0.1522
2026-01,INVEST,,1036.0,28.0,9.0,0.1707
2026-02,INVEST,,1070.0,37.0,11.0,0.1822
2026-03,INVEST,,1093.0,40.0,10.0,0.1787
2026-04,INVEST,,1085.0,28.0,9.0,0.1484
2026-05,INVEST,,1075.0,9.0,2.0,0.1758
