test_month,candidate_id,match_key,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,consensus_home_probability,consensus_draw_probability,consensus_away_probability,consensus_entropy,consensus_favorite_probability,selected_vs_favorite_probability,home_away_probability_gap,consensus_max_dispersion,execution_quote_advantage_pct,execution_book_overround,execution_selected_probability_gap,execution_nonselected_mean_absolute_gap,execution_selection_specificity,consensus_favorite_outcome,direct_predicted_clv_pct,direct_lower_clv_pct,ranking_lower_closing_edge_pct,selection_ranking_score,direct_staking_probability,direct_unshrunk_market_staking_probability,direct_market_staking_probability,direct_market_calibration_weight,direct_market_logistic_staking_probability,direct_validated_market_residual_staking_probability,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,movement_market_staking_probability,movement_market_logistic_staking_probability,movement_validated_market_residual_staking_probability,movement_unshrunk_market_staking_probability,movement_market_calibration_weight,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2022-02,data\historical_csv\football-data\2122\SP2.csv:303:home,data\historical_csv\football-data\2122\SP2.csv:303,data\historical_csv\football-data\2122\SP2.csv,303,2022-02-19,SP2,Sociedad B,Malaga,home,0.4319217041276469,0.4234469909037365,2.764,2.8,17.040748285792784,0.0064747132239103,5,0.0,WH,2.0-3.0,sportsbook,0.361794500723589,1.193831590208816,0.0084747132239103,0.0149904789734689,1.016678905905423,0.1865563584965305,0.439125685589302,0.2,1.302460202604916,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.4319217041276469,0.2958729716348406,0.2722053242375124,1.0771177152137024,0.4319217041276469,0.0,0.1597163798901344,0.0113198122699518,24.99999999999998,0.072340813720124,0.0988719380706498,0.0494359690353249,0.0494359690353249,home,13.80387511513342,11.8646635646536,11.8646635646536,11.8646635646536,0.4047202010298611,0.4324434648179354,0.4241578213982568,0.7011303040285349,,,0.0,lower_clv,True,14.706481340379106,12.714703538182848,0.4077955989080422,0.4260070009719767,,,0.4324434648179354,0.7388632399458486,14.255178227756264,0.9026062252456857,11.8646635646536,0.4047202010298611,0.4047202010298611,1.0,3.36,model_agreement_0.5_kelly,home,19.841861166643305,True,0.4335812632657138,2.306372725767822,True,5.93
2022-02,data\historical_csv\football-data\2122\SP2.csv:300:home,data\historical_csv\football-data\2122\SP2.csv:300,data\historical_csv\football-data\2122\SP2.csv,300,2022-02-19,SP2,Zaragoza,Las Palmas,home,0.3794501867216367,0.3713135615228519,2.8326,2.87,5.178279436963051,0.0061366251987847,5,0.0,WH,2.0-3.0,sportsbook,0.3530325496010731,1.0748305989077085,0.0081366251987847,0.0161724131744506,1.041195017798159,0.1439824442030849,0.3950816439171493,0.2,1.3203417355080127,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.3794501867216367,0.3106979180874614,0.3098518951909018,1.093926101547956,0.3794501867216367,0.0,0.0695982915307348,0.0065944833564702,13.438735177865624,0.0739222518275601,0.055002066612215,0.0278102498222221,0.0271918167899928,home,5.998722633552223,4.059511083072405,4.059511083072405,4.059511083072405,0.3673639450789818,0.3781756146714248,0.3749443342673875,0.7011303040285349,,,0.0,lower_clv,True,6.538727705216396,4.568082394525574,0.3691593673463446,0.3758211410571064,,,0.3781756146714248,0.7388632399458486,6.268725169384309,0.5400050716641731,4.059511083072405,0.3673639450789818,0.3673639450789818,1.0,1.11,model_agreement_0.5_kelly,home,11.184385336083324,True,0.3925170703102567,2.5476598997581723,True,2.03
2022-02,data\historical_csv\football-data\2122\I2.csv:256:home,data\historical_csv\football-data\2122\I2.csv:256,data\historical_csv\football-data\2122\I2.csv,256,2022-02-26,I2,Vicenza,Pordenone,home,0.4843215734089643,0.4764615677530101,2.274,2.3,8.347360507034484,0.0058600056559543,5,0.0,WH,2.0-3.0,sportsbook,0.4397537379067722,1.101347257931985,0.0078600056559542,0.0120994107586573,0.8215403953283443,0.2345673864693348,0.3978897368844463,0.2,1.1433597185575906,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.4843215734089643,0.2875659342115726,0.2281124923794629,1.046661643908015,0.4843215734089643,0.0,0.2562090810295014,0.0058600056559543,14.999999999999991,0.0737278419613722,0.0793934419921265,0.0396967209960633,0.0396967209960632,home,7.961681453417029,6.02246990293721,6.02246990293721,6.02246990293721,0.4662377744192489,0.4866797733747716,0.4805702793618855,0.7011303040285349,,,0.0,lower_clv,True,8.781593305434177,7.094134984663691,0.4709504616739828,0.4825722718793458,,,0.4866797733747716,0.7388632399458486,8.371637379425604,0.8199118520171478,6.02246990293721,0.4662377744192489,0.4662377744192489,1.0,2.36,model_agreement_0.5_kelly,home,2.665668745951111,True,0.4514761158573048,2.2149565943286,True,3.01
2022-02,data\historical_csv\football-data\2122\I2.csv:254:home,data\historical_csv\football-data\2122\I2.csv:254,data\historical_csv\football-data\2122\I2.csv,254,2022-02-26,I2,Parma,Spal,home,0.4780212498990455,0.4681725610155291,2.176,2.2,1.874349276979137,0.0078486888835163,5,0.0,WH,2.0-3.0,sportsbook,0.4595588235294117,1.040174239780323,0.0098486888835163,0.0164191212946578,0.7774883289936962,0.2285043153550457,0.371655942807487,0.2,1.1029411764705843,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.4780212498990455,0.2816195493445994,0.2403592007563551,1.0523564013433733,0.4780212498990455,0.0,0.2376620491426903,0.0144310608452936,7.317073170731736,0.0700757575757575,0.0532424888370985,0.0266212444185493,0.0266212444185492,home,3.9371324356492288,1.9979208851694104,1.9979208851694104,1.9979208851694104,0.4687404452443447,0.4801592583193097,0.47674652112724,0.7011303040285349,,,0.0,lower_clv,True,4.304108774974691,2.689061660709724,0.4719166436613498,0.4780068086331552,,,0.4801592583193097,0.7388632399458486,4.120620605311959,0.36697633932546214,1.9979208851694104,0.4687404452443447,0.4687404452443447,1.0,0.85,model_agreement_0.5_kelly,home,16.752477619601013,True,0.5365463125900781,1.863772010980161,True,1.0
2022-03,data\historical_csv\football-data\2122\G1.csv:176:home,data\historical_csv\football-data\2122\G1.csv:176,data\historical_csv\football-data\2122\G1.csv,176,2022-03-03,G1,Atromitos,Volos NFC,home,0.5304011189346198,0.5153269120728419,2.176,2.2,12.13513606705039,0.0130742068617779,5,0.0,WH,2.0-3.0,sportsbook,0.4595588235294117,1.154152834801733,0.0150742068617779,0.0246496592768114,0.7774883289936962,0.2813253469670967,0.4123806796568643,0.2,1.1029411764705843,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.5304011189346198,0.2622106204701582,0.2073882605952219,1.0135913533887568,0.5304011189346198,0.0,0.3230128583393979,0.0130742068617779,2.3255813953488413,0.1003787878787878,0.1173202239260139,0.058660111963007,0.0586601119630069,home,11.519010955150964,9.56227971964444,9.56227971964444,9.56227971964444,0.5035031237116013,0.5395004586438668,0.5391914155898466,0.9914148351648352,,,0.0,lower_clv,True,13.073812414537954,11.440972316325748,0.5121368213066441,0.5310374869731702,,,0.5395004586438668,0.6907219765266949,12.29641168484446,1.55480145938699,9.56227971964444,0.5035031237116013,0.5035031237116013,1.0,4.07,model_agreement_0.5_kelly,home,-1.7962079269033482,False,0.4513041915123926,2.215800382107775,True,4.79
2022-03,data\historical_csv\football-data\2122\I2.csv:274:home,data\historical_csv\football-data\2122\I2.csv:274,data\historical_csv\football-data\2122\I2.csv,274,2022-03-05,I2,Parma,Reggina,home,0.5693915641277388,0.5562253432573707,1.882,1.9,4.681609601037162,0.0111662208703681,5,0.0,WH,1.5-2.0,sportsbook,0.5313496280552604,1.0715949236884044,0.0131662208703681,0.0196107943528701,0.6323350411631878,0.3242067532998329,0.3600462381406856,0.2,0.9564293304994642,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5693915641277388,0.2626246952321117,0.1679837406401495,0.97147498190717,0.5693915641277388,0.0,0.4014078234875893,0.0138325015653934,11.764705882352944,0.0721033352612299,0.0784726646492277,0.0392363323246138,0.0392363323246138,home,5.407691863340396,3.450960627833873,3.450960627833873,3.450960627833873,0.5496862945155891,0.5806572579865673,0.5803913671600651,0.9914148351648352,,,0.0,lower_clv,True,6.583649155089044,5.192180092860732,0.5589382576666352,0.5739400484958026,,,0.5806572579865673,0.6907219765266949,5.995670509214721,1.1759572917486478,3.450960627833873,0.5496862945155891,0.5496862945155891,1.0,1.96,model_agreement_0.5_kelly,draw,17.666299931581374,True,0.6252194470328447,1.599438412777757,False,-1.96
2022-03,data\historical_csv\football-data\2122\SP2.csv:333:home,data\historical_csv\football-data\2122\SP2.csv:333,data\historical_csv\football-data\2122\SP2.csv,333,2022-03-12,SP2,Ibiza,Leganes,home,0.439010889282371,0.4235636528070371,2.372,2.4,0.4692984458291915,0.0134472364753338,5,0.0,WH,2.0-3.0,sportsbook,0.4215851602023609,1.0413338293777838,0.0154472364753338,0.0306307583789444,0.863733481135479,0.1927305609084982,0.3791884036562446,0.2,1.180438448566612,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.439010889282371,0.2981878098586641,0.2628013008589648,1.0734204888827412,0.439010889282371,0.0,0.1762095884234061,0.0134472364753338,9.090909090909085,0.0725806451612902,0.0505397113375087,0.0252698556687544,0.0252698556687543,home,3.801640892571833,1.8449096570653096,1.8449096570653096,1.8449096570653096,0.4293630255356885,0.4425605708124865,0.4424472677108657,0.9914148351648352,,,0.0,lower_clv,True,4.513449267774661,2.760096639736509,0.433221318042734,0.4396721451751399,,,0.4425605708124865,0.6907219765266949,4.1575450801732465,0.7118083752028279,1.8449096570653096,0.4293630255356885,0.4293630255356885,1.0,0.67,model_agreement_0.5_kelly,draw,-2.1893330698674607,False,0.4123552568723969,2.425093371149745,False,-0.67
2022-03,data\historical_csv\football-data\2122\SP2.csv:342:away,data\historical_csv\football-data\2122\SP2.csv:342,data\historical_csv\football-data\2122\SP2.csv,342,2022-03-13,SP2,Oviedo,Valladolid,away,0.3898485744784831,0.3784821604571512,2.8424,2.88,7.579769288340654,0.0093664140213319,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.1081055880976405,0.0113664140213319,0.0240257747097364,1.04464876572468,0.1519819110229054,0.4072548321484734,0.2,1.3228257810301347,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,0.3134928521372194,0.2966585733842974,0.3898485744784831,1.0913727833670623,0.3898485744784831,0.0,0.0763557223412637,0.0093664140213319,20.0,0.0698028673835124,0.065282027866539,0.0326410139332695,0.0326410139332695,away,6.099378643829018,4.142647408322495,4.142647408322495,4.142647408322495,0.3663898374905801,0.3903591139064274,0.3901533337174177,0.9914148351648352,,,0.0,lower_clv,True,6.671550801244486,4.676912939947475,0.3682694657329985,0.3835272711801286,,,0.3903591139064274,0.6907219765266949,6.385464722536752,0.5721721574154675,4.142647408322495,0.3663898374905801,0.3663898374905801,1.0,1.12,model_agreement_0.5_kelly,home,12.73410782980051,True,0.3966159155284285,2.521330992649795,False,-1.12
2022-03,data\historical_csv\football-data\2122\SP2.csv:340:home,data\historical_csv\football-data\2122\SP2.csv:340,data\historical_csv\football-data\2122\SP2.csv,340,2022-03-13,SP2,Sp Gijon,Tenerife,home,0.3700701946201881,0.3583544469822608,2.8424,2.88,1.858668010237796,0.0097157476379272,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.0518875211884224,0.0117157476379272,0.0262537966557905,1.04464876572468,0.1369519489462239,0.3865933720414716,0.2,1.3228257810301347,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.3700701946201881,0.3190260298449897,0.3109037755348222,1.0955747321872091,0.3700701946201881,0.0,0.0591664190853658,0.0108789009390908,9.505703422053235,0.0698028673835124,0.045503648008244,0.0402450621580153,0.0052585858502287,home,4.42268260028615,2.4659513647796265,2.4659513647796265,2.4659513647796265,0.360490963146565,0.3693876730260033,0.3693112933051976,0.9914148351648352,,,0.0,lower_clv,True,5.1678584843803055,3.184998986419152,0.3630206831776638,0.3674185029902342,,,0.3693876730260033,0.6907219765266949,4.795270542333228,0.7451758840941558,2.4659513647796265,0.360490963146565,0.360490963146565,1.0,0.67,model_agreement_0.5_kelly,away,6.998798969320008,True,0.3764382175954124,2.656478416000732,False,-0.67
2022-03,data\historical_csv\football-data\2122\I2.csv:295:home,data\historical_csv\football-data\2122\I2.csv:295,data\historical_csv\football-data\2122\I2.csv,295,2022-03-15,I2,Crotone,Frosinone,home,0.2980209107857554,0.2764918053676389,3.744,3.8,3.5185319296439976,0.0195291054181164,5,0.0,WH,3.0-4.0,sportsbook,0.2670940170940171,1.115790289981868,0.0215291054181164,0.0655293125795316,1.3201545586153456,0.0888164632655711,0.3934336639365122,0.2,1.4957264957264904,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,0.2980209107857554,0.2951197677105399,0.4068593215037048,1.0868217381338268,0.4068593215037048,-0.1088384107179494,0.1088384107179494,0.0195291054181164,13.772455089820369,0.0708502024291497,0.0522742189142998,0.0339222835949109,0.0183519353193888,away,7.504514210031202,5.547782974524679,5.547782974524679,5.547782974524679,0.281911813500333,0.2933227854125695,0.2932248203377736,0.9914148351648352,,,0.0,lower_clv,True,7.689896482252667,5.399685526865272,0.2815162540781658,0.2896712847373895,,,0.2933227854125695,0.6907219765266949,7.597205346141934,0.18538227222146553,5.399685526865272,0.2815162540781658,0.2815162540781658,1.0,0.98,model_agreement_0.5_kelly,home,17.183185744017226,True,0.3129892781624392,3.194997623787634,True,2.69
