test_month,candidate_id,match_key,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,consensus_home_probability,consensus_draw_probability,consensus_away_probability,consensus_entropy,consensus_favorite_probability,selected_vs_favorite_probability,home_away_probability_gap,consensus_max_dispersion,execution_quote_advantage_pct,execution_book_overround,execution_selected_probability_gap,execution_nonselected_mean_absolute_gap,execution_selection_specificity,consensus_favorite_outcome,direct_predicted_clv_pct,direct_lower_clv_pct,ranking_lower_closing_edge_pct,selection_ranking_score,direct_staking_probability,direct_unshrunk_market_staking_probability,direct_market_staking_probability,direct_market_calibration_weight,direct_market_logistic_staking_probability,direct_validated_market_residual_staking_probability,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,movement_market_staking_probability,movement_market_logistic_staking_probability,movement_validated_market_residual_staking_probability,movement_unshrunk_market_staking_probability,movement_market_calibration_weight,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2021-12,data\historical_csv\football-data\2122\B1.csv:146:home,data\historical_csv\football-data\2122\B1.csv:146,data\historical_csv\football-data\2122\B1.csv,146,2021-12-03,B1,St Truiden,St. Gilloise,home,0.2491322587215617,0.2396076089949381,4.43,4.5,6.146170784757588,0.0075246497266235,5,0.0,WH,4.0-5.0,sportsbook,0.2257336343115124,1.1036559061365183,0.0095246497266235,0.0302034339721269,1.4883995840570443,0.0620668823357071,0.3708083502563644,0.2,1.5801354401805856,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,0.2491322587215617,0.2780991634364587,0.4727685778419797,1.0563161756054789,0.4727685778419797,-0.2236363191204179,0.2236363191204179,0.0075246497266235,12.5,0.0771241830065359,0.0428215791099112,0.0519371374574337,-0.0091155583475225,away,10.913649336049984,7.299839171058389,7.299839171058389,7.299839171058389,0.2422118265712379,0.2467032900087183,0.2443172289237778,0.468756426907699,,,0.0,lower_clv,True,9.447561685287289,7.173105410078273,0.2419257458466778,0.2420937194640391,,,0.2467032900087183,0.0351589878950638,10.180605510668636,1.4660876507626952,7.173105410078273,0.2419257458466778,0.2419257458466778,1.0,1.05,model_agreement_0.5_kelly,away,-6.604669092081794,False,0.210824674735707,4.743277803006764,False,-1.05
2021-12,data\historical_csv\football-data\2122\D2.csv:139:home,data\historical_csv\football-data\2122\D2.csv:139,data\historical_csv\football-data\2122\D2.csv,139,2021-12-04,D2,Hansa Rostock,Ingolstadt,home,0.6345145420320519,0.6093168669209921,1.8134,1.83,10.493520647452703,0.0231976751110598,5,0.0,B365,1.5-2.0,sportsbook,0.5514503143266791,1.150628670520923,0.0251976751110598,0.03655972176267,0.5952035362298188,0.4026087040501446,0.3776652992067213,0.2,0.9154075217822744,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.6345145420320519,0.2292089706251252,0.1362764873428228,0.897898628119901,0.6345145420320519,0.0,0.4982380546892291,0.0231976751110598,21.19205298013245,0.0510920502799912,0.1146284984775122,0.0573142492387561,0.0573142492387561,home,11.04353129242094,7.429721127429344,7.429721127429344,7.429721127429344,0.5924215348374839,0.6355457857721719,0.6126363046186993,0.468756426907699,,,0.0,lower_clv,True,12.5939546400883,11.403577358521066,0.6143353775147296,0.6150811140019024,,,0.6355457857721719,0.0351589878950638,11.818742966254622,1.5504233476673601,7.429721127429344,0.5924215348374839,0.5924215348374839,1.0,4.57,model_agreement_0.5_kelly,draw,9.98131770374988,True,0.6064923221779523,1.6488254895114527,False,-4.57
2021-12,data\historical_csv\football-data\2122\D2.csv:147:away,data\historical_csv\football-data\2122\D2.csv:147,data\historical_csv\football-data\2122\D2.csv,147,2021-12-10,D2,Schalke 04,Nurnberg,away,0.3021902208825318,0.2878940552661994,3.842,3.9,10.60889603327382,0.0122961656163324,5,0.0,BW,3.0-4.0,sportsbook,0.2602811035918792,1.1610148286306874,0.0142961656163324,0.0406901506621295,1.345993064346365,0.0913189295970333,0.4067459414211839,0.2,1.5096304008328951,away:3.0-4.0,away:sportsbook,sportsbook:3.0-4.0,0.4185547662062009,0.2792550129112671,0.3021902208825318,1.0823958941160785,0.4185547662062009,-0.1163645453236691,0.1163645453236691,0.0151502020682816,17.469879518072283,0.0594405594405595,0.0601660184622898,0.0300830092311448,0.0300830092311449,home,8.162033693865906,4.548223528874312,4.548223528874312,4.548223528874312,0.2721192699866588,0.3000406779946549,0.285207609438719,0.468756426907699,,,0.0,lower_clv,True,8.236236912102711,6.088435485246979,0.2761281506643596,0.2769688909233059,,,0.3000406779946549,0.0351589878950638,8.19913530298431,0.07420321823680531,4.548223528874312,0.2721192699866588,0.2721192699866588,1.0,0.8,model_agreement_0.5_kelly,home,4.67176791284869,True,0.2724408326726931,3.670521742977445,False,-0.8
2021-12,data\historical_csv\football-data\2122\I2.csv:162:home,data\historical_csv\football-data\2122\I2.csv:162,data\historical_csv\football-data\2122\I2.csv,162,2021-12-10,I2,Cremonese,Crotone,home,0.5471061763299465,0.5330356378786342,1.9604,1.98,4.49630644972745,0.0120705384513122,5,0.0,BW,1.5-2.0,sportsbook,0.5100999795960008,1.0725469480772272,0.0140705384513123,0.0220625154193705,0.6731485340532554,0.2993251681783745,0.3682837205679853,0.2,0.9997959600081652,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5471061763299465,0.2570874026677567,0.1958064210022966,0.9984659810958167,0.5471061763299465,0.0,0.3512997553276499,0.0120705384513122,13.142857142857146,0.0694384223795987,0.0748484993271684,0.0374242496635843,0.0374242496635841,home,6.073015199958185,2.4592050349665904,2.4592050349665904,2.4592050349665904,0.5226443839775893,0.5472597124394177,0.5341829773945154,0.468756426907699,,,0.0,lower_clv,True,6.608232426145588,5.254849728261246,0.536904966987662,0.5372690293576567,,,0.5472597124394177,0.0351589878950638,6.340623813051886,0.5352172261874033,2.4592050349665904,0.5226443839775893,0.5226443839775893,1.0,1.28,model_agreement_0.5_kelly,home,7.271962503132157,True,0.5471942588407068,1.8275045540839805,True,1.23
2021-12,data\historical_csv\football-data\2122\B1.csv:162:home,data\historical_csv\football-data\2122\B1.csv:162,data\historical_csv\football-data\2122\B1.csv,162,2021-12-12,B1,Gent,Genk,home,0.5207001905742764,0.5087468653108813,2.029,2.05,3.224738971577823,0.009953325263395,5,0.0,WH,2.0-3.0,sportsbook,0.4928536224741252,1.0565006866752067,0.011953325263395,0.0191152710207722,0.7075430608436777,0.2711286884640878,0.3684178066208098,0.2,1.0349926071956617,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.5207001905742764,0.2503038849392368,0.2289959244864867,1.0240414572357663,0.5207001905742764,0.0,0.2917042660877896,0.0218093576436652,2.499999999999991,0.0676368108218898,0.063798673968402,0.0318993369842009,0.031899336984201,home,6.373449071912402,2.759638906920808,2.759638906920808,2.759638906920808,0.5064546027940898,0.5205750989025622,0.5130736760960615,0.468756426907699,,,0.0,lower_clv,True,5.88712933238178,4.479111473882957,0.5149290856278116,0.5151275937401939,,,0.5205750989025622,0.0351589878950638,6.130289202147091,0.48631973953062246,2.759638906920808,0.5064546027940898,0.5064546027940898,1.0,1.34,model_agreement_0.5_kelly,home,20.93255773125138,True,0.5960204915290852,1.6777946634594878,True,1.38
2022-02,data\historical_csv\football-data\2122\B1.csv:235:away,data\historical_csv\football-data\2122\B1.csv:235,data\historical_csv\football-data\2122\B1.csv,235,2022-02-12,B1,Eupen,Gent,away,0.5487808885282728,0.5413274488873124,1.98,2.0,7.182834879687872,0.0054534396409603,5,0.0,WH,1.5-2.0,sportsbook,0.5050505050505051,1.08658615928598,0.0074534396409603,0.0099373716449663,0.6830968447064438,0.3011604636138805,0.3748704933888618,0.2,1.0101010101010166,away:1.5-2.0,away:sportsbook,sportsbook:1.5-2.0,0.2061899695591947,0.2450291419125324,0.5487808885282728,0.9994680744697002,0.5487808885282728,0.0,0.3425909189690781,0.0146667463706659,14.28571428571428,0.1166982922201138,0.1010323753591988,0.0505161876795994,0.0505161876795993,away,5.416521227882464,3.477309677402646,3.477309677402646,3.477309677402646,0.5226126751383973,0.5533302770082951,0.5441497166764662,0.7011303040285349,,,0.0,lower_clv,True,6.435640074802063,4.969317939947815,0.5301480704037769,0.5472765506846853,,,0.5533302770082951,0.7388632399458486,5.9260806513422635,1.0191188469195982,3.477309677402646,0.5226126751383973,0.5226126751383973,1.0,1.77,model_agreement_0.5_kelly,away,22.04882216367352,True,0.6164081927458258,1.6223016043077598,True,1.73
2022-02,data\historical_csv\football-data\2122\B1.csv:240:home,data\historical_csv\football-data\2122\B1.csv:240,data\historical_csv\football-data\2122\B1.csv,240,2022-02-13,B1,St. Gilloise,St Truiden,home,0.6812181510308626,0.6642446755720056,1.6076,1.62,6.783974044955632,0.0149734754588569,5,0.0,WH,1.5-2.0,sportsbook,0.6220452848967404,1.0951262995972149,0.0169734754588569,0.0219804411203637,0.4747423835929091,0.4640581692939071,0.323403128767146,0.2,0.771336153271962,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.6812181510308626,0.2014036272612985,0.1173782217078388,0.8357048231648554,0.6812181510308626,0.0,0.5638399293230237,0.0149734754588569,10.95890410958904,0.0709180358303165,0.1048118062271874,0.0524059031135937,0.0524059031135937,home,7.010515061554969,5.071303511075151,5.071303511075151,5.071303511075151,0.6535910892701862,0.6893919240879278,0.6786921394704247,0.7011303040285349,,,0.0,lower_clv,True,8.575148843508341,7.520847230313743,0.6688283604771942,0.6840220217114534,,,0.6893919240879278,0.7388632399458486,7.792831952531655,1.564633781953372,5.071303511075151,0.6535910892701862,0.6535910892701862,1.0,4.17,model_agreement_0.5_kelly,away,4.335118732199472,True,0.6490116865650626,1.5408043039911443,False,-4.17
2022-02,data\historical_csv\football-data\2122\B1.csv:241:home,data\historical_csv\football-data\2122\B1.csv:241,data\historical_csv\football-data\2122\B1.csv,241,2022-02-13,B1,Club Brugge,Charleroi,home,0.5642321228515467,0.5563133223968574,1.8624,1.88,3.607793163190709,0.0059188004546893,5,0.0,WH,1.5-2.0,sportsbook,0.5369415807560138,1.0508259055987204,0.0079188004546892,0.0104900097229072,0.6218659785549815,0.3183578884575628,0.3508767612092316,0.2,0.9450171821305808,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5642321228515467,0.2280180752520976,0.2077498018963556,0.9864525523991612,0.5642321228515467,0.0,0.356482320955191,0.0153695572261163,9.941520467836252,0.0728505661316412,0.0684362399869482,0.0342181199934741,0.0342181199934741,home,3.949339669423489,2.010128118943671,2.010128118943671,2.010128118943671,0.5477347944530911,0.5692797162545468,0.5628405920260167,0.7011303040285349,,,0.0,lower_clv,True,4.6556150056353385,3.2888518197248477,0.5546007937055674,0.5654465099790205,,,0.5692797162545468,0.7388632399458486,4.302477337529414,0.7062753362118497,2.010128118943671,0.5477347944530911,0.5477347944530911,1.0,1.17,model_agreement_0.5_kelly,home,20.62235760609168,True,0.6476715936753205,1.54399237169772,True,1.01
2022-02,data\historical_csv\football-data\2122\B1.csv:239:home,data\historical_csv\football-data\2122\B1.csv:239,data\historical_csv\football-data\2122\B1.csv,239,2022-02-13,B1,Genk,Standard,home,0.5631690651038209,0.5510857689691911,1.8624,1.88,2.634213612822145,0.0100832961346298,5,0.0,WH,1.5-2.0,sportsbook,0.5369415807560138,1.048846066849356,0.0120832961346297,0.0179045632287543,0.6218659785549815,0.3171593958899117,0.3502156817626817,0.2,0.9450171821305808,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5631690651038209,0.2336537558747004,0.2031771790214786,0.9868692823022986,0.5631690651038209,0.0,0.3599918860823423,0.0182963846460398,9.302325581395344,0.0728505661316412,0.0673731822392225,0.0336865911196112,0.0336865911196112,home,3.869262397269937,1.9300508467901187,1.9300508467901187,1.9300508467901187,0.5473048262821635,0.5681828345342632,0.5619430305554685,0.7011303040285349,,,0.0,lower_clv,True,4.56368604050017,3.196604819205517,0.5541054812027788,0.5645067200951419,,,0.5681828345342632,0.7388632399458486,4.216474218885054,0.6944236432302331,1.9300508467901187,0.5473048262821635,0.5473048262821635,1.0,1.12,model_agreement_0.5_kelly,home,5.818652169932315,True,0.5681843436959425,1.7599921770022209,True,0.97
2022-02,data\historical_csv\football-data\2122\SP2.csv:299:away,data\historical_csv\football-data\2122\SP2.csv:299,data\historical_csv\football-data\2122\SP2.csv,299,2022-02-18,SP2,Cartagena,Valladolid,away,0.471618301895688,0.4550706829437315,2.4210000000000003,2.45,10.17261234067741,0.0145476189519564,5,0.0,WH,2.0-3.0,sportsbook,0.413052457662123,1.1417879088894607,0.0165476189519565,0.0308461713497584,0.8841806779559216,0.2224238226829722,0.4169957899065499,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,0.2574500703204264,0.2709316277838856,0.471618301895688,1.057609548677693,0.471618301895688,0.0,0.2141682315752615,0.0145476189519564,20.09803921568629,0.0640772438007459,0.0880340577216314,0.0440170288608157,0.0440170288608157,away,8.221300710900179,6.282089160420361,6.282089160420361,6.282089160420361,0.4390007813317652,0.4735320433762118,0.463211695587477,0.7011303040285349,,,0.0,lower_clv,True,9.329945180897536,7.548326556726881,0.4442310060170461,0.4658804654140136,,,0.4735320433762118,0.7388632399458486,8.775622945898856,1.1086444699973566,6.282089160420361,0.4390007813317652,0.4390007813317652,1.0,2.21,model_agreement_0.5_kelly,away,4.103390313713096,True,0.4300016122003845,2.325572676071715,True,3.14
