rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",MAX_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",B365_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=P1|[2.8,3.5)|[0.20,0.28)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",AVG_CLOSE,86,-0.29,-0.34,86,860.0,-2.9,-0.34,133.3,2,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",MAX_CLOSE,68,-0.36,-0.53,68,680.0,-3.6,-0.53,77.9,2,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",MAX_OPEN,50,-4.35,-8.7,50,500.0,-43.5,-8.7,114.0,2,1,1,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=P1|draw|[2.8,3.5)",B365_CLOSE,20,-5.1,-25.5,20,200.0,-51.0,-25.5,79.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
