date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2021-12-01,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-02,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-03,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-04,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-05,1,9.32,-9.32,-9.32,9.32,90.68,2021-12,-9.32,9.32
2021-12-06,0,0.0,0.0,-9.32,9.32,100.0,2021-12,-9.32,9.32
2021-12-07,0,0.0,0.0,-9.32,9.32,100.0,2021-12,-9.32,9.32
2021-12-08,0,0.0,0.0,-9.32,9.32,100.0,2021-12,-9.32,9.32
2021-12-09,0,0.0,0.0,-9.32,9.32,100.0,2021-12,-9.32,9.32
2021-12-10,1,15.0,14.41,5.09,0.0,85.0,2021-12,5.09,0.0
2021-12-11,2,15.76,0.73,5.82,0.0,84.24,2021-12,5.82,0.0
2021-12-12,1,15.0,15.43,21.25,0.0,85.0,2021-12,21.25,0.0
2021-12-13,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-14,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-15,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-16,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-17,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-18,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-19,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-20,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-21,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-22,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-23,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
2021-12-24,0,0.0,0.0,21.25,0.0,100.0,2021-12,21.25,0.0
