rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)",AVG_CLOSE,339,21.14,6.24,339,3390.0,211.4,6.24,165.8,27,20,7,3,True,[]
"league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)",PS_CLOSE,402,19.24,4.79,402,4020.0,192.4,4.79,182.4,29,28,7,4,True,[]
"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",PS_CLOSE,9,3.59,39.89,9,90.0,35.9,39.89,10.0,2,0,2,0,False,['bets<100']
"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,18,5.36,29.78,18,180.0,53.6,29.78,42.4,2,1,1,1,False,"['bets<100', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",AVG_CLOSE,60,12.19,20.32,60,600.0,121.9,20.32,61.0,10,3,1,2,False,"['bets<100', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",AVG_CLOSE,42,6.28,14.95,42,420.0,62.8,14.95,71.9,6,2,1,0,False,"['bets<100', 'drawdown>profit']"
"league|outcome|odds_bucket=NOR|home|[1.8,2.2)",AVG_CLOSE,206,12.46,6.05,206,2060.0,124.6,6.05,169.9,16,14,3,5,False,"['positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=RUS|home|[2.2,2.8)",AVG_CLOSE,122,4.82,3.95,122,1220.0,48.2,3.95,96.5,13,8,3,1,False,['drawdown>profit']
"league|outcome|odds_bucket=RUS|home|[2.2,2.8)",PS_CLOSE,164,1.9,1.16,164,1640.0,19.0,1.16,123.4,16,13,4,3,False,"['roi<3%', 'drawdown>profit']"
"league|outcome|odds_bucket=NOR|home|[1.8,2.2)",PS_CLOSE,161,-9.59,-5.96,161,1610.0,-95.9,-5.96,140.2,9,15,3,6,False,"['profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
