label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[1.8,2.2)",151,75,0.4967,0.418,1.977,0.5075,-0.0109,-0.0895,151.0,-3.62,-2.4,NO_CALIBRATED_EDGE,"['hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[2.2,2.8)",16,6,0.375,0.1848,2.2263,0.4492,-0.0742,-0.2644,16.0,-2.69,-16.81,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[1.0,1.8)",15,9,0.6,0.3575,1.744,0.5735,0.0265,-0.216,15.0,0.68,4.53,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
