bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2026-01-17,2026-01-18,I2,Reggiana,Cesena,draw,away,3.08,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-17,2026-01-18,I2,Monza,Frosinone,draw,draw,3.45,10.0,True,24.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-18,2026-01-19,T1,Alanyaspor,Fenerbahce,away,away,1.5,10.0,True,5.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-19,2026-01-20,T1,Besiktas,Kayserispor,home,home,1.39,10.0,True,3.9,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-19,2026-01-20,T1,Konyaspor,Eyupspor,home,draw,1.56,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-23,2026-01-24,T1,Trabzonspor,Kasimpasa,home,home,1.5,10.0,True,5.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-23,2026-01-24,I2,Carrarese,Empoli,draw,home,3.01,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-24,2026-01-25,T1,Karagumruk,Galatasaray,away,away,1.3,10.0,True,3.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-24,2026-01-25,I2,Juve Stabia,Virtus Entella,draw,home,3.0,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-24,2026-01-25,I2,Modena,Palermo,draw,draw,3.01,10.0,True,20.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-24,2026-01-25,I2,Spezia,Avellino,draw,home,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-24,2026-01-25,I2,Cesena,Bari,draw,away,3.38,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-25,2026-01-26,T1,Fenerbahce,Goztep,home,draw,1.4,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-25,2026-01-26,I2,Catanzaro,Sampdoria,draw,draw,3.02,10.0,True,20.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-25,2026-01-26,I2,Sudtirol,Padova,draw,home,3.11,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-26,2026-01-27,T1,Eyupspor,Besiktas,away,draw,1.4,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-30,2026-01-31,I2,Bari,Palermo,draw,away,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,T1,Goztep,Karagumruk,home,home,1.43,10.0,True,4.3,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-31,2026-02-01,T1,Alanyaspor,Eyupspor,home,away,1.44,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-31,2026-02-01,T1,Besiktas,Konyaspor,home,home,1.51,10.0,True,5.1,"league|market_prob_bucket=T1|[0.55,1.00]",2026-01,2025-26
2026-01-31,2026-02-01,I2,Sudtirol,Catanzaro,draw,home,2.92,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,I2,Sampdoria,Spezia,draw,home,3.02,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,I2,Avellino,Cesena,draw,home,3.08,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,I2,Virtus Entella,Frosinone,draw,draw,3.14,10.0,True,21.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,I2,Empoli,Modena,draw,draw,3.14,10.0,True,21.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-01-31,2026-02-01,I2,Pescara,Mantova,draw,draw,3.29,10.0,True,22.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-01,2025-26
2026-02-01,2026-02-02,I2,Reggiana,Juve Stabia,draw,draw,2.96,10.0,True,19.6,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-01,2026-02-02,I2,Padova,Monza,draw,away,3.28,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Spezia,Virtus Entella,draw,draw,2.81,10.0,True,18.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Carrarese,Sudtirol,draw,draw,2.9,10.0,True,19.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Mantova,Bari,draw,home,2.98,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Modena,Sampdoria,draw,away,3.11,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Frosinone,Venezia,draw,away,3.19,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Juve Stabia,Padova,draw,draw,3.33,10.0,True,23.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Catanzaro,Reggiana,draw,home,3.42,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Virtus Entella,Cesena,draw,home,2.83,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Padova,Carrarese,draw,home,2.96,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Reggiana,Mantova,draw,home,2.99,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Sampdoria,Palermo,draw,draw,3.02,10.0,True,20.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Pescara,Catanzaro,draw,away,3.33,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-11,2026-02-12,I2,Bari,Spezia,draw,draw,2.84,10.0,True,18.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-11,2026-02-12,I2,Empoli,Juve Stabia,draw,away,2.94,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-11,2026-02-12,I2,Sudtirol,Monza,draw,draw,3.04,10.0,True,20.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-11,2026-02-12,I2,Avellino,Frosinone,draw,away,3.2,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-14,2026-02-15,I2,Sampdoria,Padova,draw,home,3.15,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-14,2026-02-15,I2,Cesena,Venezia,draw,away,3.21,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-14,2026-02-15,I2,Catanzaro,Mantova,draw,home,3.39,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-15,2026-02-16,I2,Bari,Sudtirol,draw,away,3.0,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-15,2026-02-16,I2,Empoli,Reggiana,draw,draw,3.19,10.0,True,21.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-15,2026-02-16,I2,Spezia,Frosinone,draw,away,3.26,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-15,2026-02-16,I2,Avellino,Pescara,draw,away,3.32,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-15,2026-02-16,I2,Monza,Juve Stabia,draw,home,3.48,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Mantova,Sampdoria,draw,home,2.93,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Padova,Bari,draw,draw,3.0,10.0,True,20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Virtus Entella,Catanzaro,draw,away,3.02,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Cesena,Spezia,draw,away,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Carrarese,Monza,draw,away,3.26,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-21,2026-02-22,I2,Palermo,Sudtirol,draw,home,3.49,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-22,2026-02-23,I2,Reggiana,Avellino,draw,draw,2.84,10.0,True,18.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-22,2026-02-23,I2,Juve Stabia,Modena,draw,away,3.0,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-27,2026-02-28,I2,Sampdoria,Bari,draw,away,3.36,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-28,2026-03-01,I2,Sudtirol,Venezia,draw,draw,3.13,10.0,True,21.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-28,2026-03-01,I2,Empoli,Cesena,draw,draw,3.13,10.0,True,21.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-28,2026-03-01,I2,Spezia,Reggiana,draw,away,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-03-01,2026-03-02,I2,Mantova,Carrarese,draw,draw,3.1,10.0,True,21.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-01,2026-03-02,I2,Catanzaro,Frosinone,draw,draw,3.15,10.0,True,21.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-03,2026-03-04,I2,Reggiana,Sudtirol,draw,away,2.82,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-03,2026-03-04,I2,Padova,Spezia,draw,draw,2.89,10.0,True,18.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-03,2026-03-04,I2,Virtus Entella,Modena,draw,home,3.16,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-03,2026-03-04,I2,Cesena,Monza,draw,away,3.2,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-04,2026-03-05,I2,Juve Stabia,Sampdoria,draw,draw,3.0,10.0,True,20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-04,2026-03-05,I2,Carrarese,Catanzaro,draw,draw,3.02,10.0,True,20.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-04,2026-03-05,I2,Bari,Empoli,draw,home,3.19,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-07,2026-03-08,I2,Avellino,Padova,draw,home,2.92,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-07,2026-03-08,I2,Sudtirol,Virtus Entella,draw,away,2.96,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-07,2026-03-08,I2,Spezia,Monza,draw,home,3.2,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-07,2026-03-08,I2,Modena,Cesena,draw,draw,3.3,10.0,True,23.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-08,2026-03-09,I2,Pescara,Bari,draw,home,3.15,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-08,2026-03-09,I2,Catanzaro,Empoli,draw,home,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-08,2026-03-09,I2,Mantova,Juve Stabia,draw,home,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-08,2026-03-09,I2,Carrarese,Palermo,draw,away,3.24,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-13,2026-03-14,I2,Modena,Spezia,draw,home,3.48,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Padova,Catanzaro,draw,away,3.06,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Bari,Reggiana,draw,home,3.07,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Juve Stabia,Carrarese,draw,draw,3.08,10.0,True,20.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Sampdoria,Venezia,draw,draw,3.13,10.0,True,21.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Monza,Palermo,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Empoli,Mantova,draw,draw,3.3,10.0,True,23.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-14,2026-03-15,I2,Cesena,Frosinone,draw,draw,3.48,10.0,True,24.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-15,2026-03-16,I2,Virtus Entella,Avellino,draw,away,2.9,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-15,2026-03-16,I2,Sudtirol,Pescara,draw,draw,3.47,10.0,True,24.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-17,2026-03-18,I2,Mantova,Cesena,draw,home,3.27,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-17,2026-03-18,I2,Reggiana,Monza,draw,draw,3.39,10.0,True,23.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-17,2026-03-18,I2,Palermo,Juve Stabia,draw,draw,3.48,10.0,True,24.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-18,2026-03-19,I2,Avellino,Sudtirol,draw,home,2.9,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-18,2026-03-19,I2,Pescara,Virtus Entella,draw,home,3.31,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-21,2026-03-22,I2,Monza,Venezia,draw,draw,3.0,10.0,True,20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-21,2026-03-22,I2,Juve Stabia,Spezia,draw,home,3.04,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-21,2026-03-22,I2,Cesena,Catanzaro,draw,home,3.31,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-21,2026-03-22,I2,Padova,Palermo,draw,away,3.43,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-22,2026-03-23,I2,Bari,Carrarese,draw,away,2.95,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-22,2026-03-23,I2,Sampdoria,Avellino,draw,home,3.0,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-22,2026-03-23,I2,Virtus Entella,Reggiana,draw,home,3.12,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-03-22,2026-03-23,I2,Sudtirol,Frosinone,draw,away,3.3,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-03,2025-26
2026-04-06,2026-04-07,I2,Carrarese,Spezia,draw,home,3.11,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Sampdoria,Empoli,draw,home,3.13,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Cesena,Sudtirol,draw,draw,3.17,10.0,True,21.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Reggiana,Pescara,draw,away,3.27,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Catanzaro,Monza,draw,draw,3.28,10.0,True,22.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Mantova,Virtus Entella,draw,home,3.28,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-06,2026-04-07,I2,Bari,Modena,draw,home,3.31,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-10,2026-04-11,I2,Frosinone,Palermo,draw,draw,3.31,10.0,True,23.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-11,2026-04-12,I2,Sudtirol,Modena,draw,draw,3.06,10.0,True,20.6,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-11,2026-04-12,I2,Avellino,Catanzaro,draw,draw,3.16,10.0,True,21.6,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-11,2026-04-12,I2,Juve Stabia,Cesena,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-11,2026-04-12,I2,Pescara,Sampdoria,draw,away,3.21,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-12,2026-04-13,I2,Padova,Empoli,draw,home,3.13,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-12,2026-04-13,I2,Reggiana,Carrarese,draw,home,3.14,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-12,2026-04-13,I2,Spezia,Mantova,draw,away,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-14,2026-04-15,I2,Catanzaro,Modena,draw,draw,3.21,10.0,True,22.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-17,2026-04-18,I2,Sampdoria,Monza,draw,away,3.09,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-18,2026-04-19,I2,Mantova,Avellino,draw,away,3.16,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-18,2026-04-19,I2,Juve Stabia,Catanzaro,draw,draw,3.16,10.0,True,21.6,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-18,2026-04-19,I2,Spezia,Sudtirol,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-18,2026-04-19,I2,Modena,Frosinone,draw,away,3.4,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-19,2026-04-20,I2,Empoli,Virtus Entella,draw,draw,3.2,10.0,True,22.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-19,2026-04-20,I2,Padova,Reggiana,draw,home,3.26,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-19,2026-04-20,I2,Carrarese,Pescara,draw,draw,3.39,10.0,True,23.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-24,2026-04-25,I2,Avellino,Bari,draw,home,3.31,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-25,2026-04-26,I2,Sudtirol,Mantova,draw,away,2.9,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-25,2026-04-26,I2,Cesena,Sampdoria,draw,draw,3.09,10.0,True,20.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-25,2026-04-26,I2,Virtus Entella,Padova,draw,home,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-25,2026-04-26,I2,Pescara,Juve Stabia,draw,draw,3.33,10.0,True,23.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-04-25,2026-04-26,I2,Catanzaro,Spezia,draw,home,3.34,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-04,2025-26
2026-05-01,2026-05-02,I2,Bari,Virtus Entella,draw,home,3.06,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-01,2026-05-02,I2,Sampdoria,Sudtirol,draw,home,3.08,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-01,2026-05-02,I2,Empoli,Avellino,draw,home,3.15,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-01,2026-05-02,I2,Carrarese,Cesena,draw,draw,3.31,10.0,True,23.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-01,2026-05-02,I2,Padova,Pescara,draw,home,3.4,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-01,2026-05-02,I2,Juve Stabia,Frosinone,draw,away,3.48,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-08,2026-05-09,I2,Catanzaro,Bari,draw,away,3.16,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
2026-05-08,2026-05-09,I2,Reggiana,Sampdoria,draw,home,3.19,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-05,2025-26
