month,bets,staked,profit,roi_pct
2021-09,0,0.0,0.0,0.0
2021-10,0,0.0,0.0,0.0
2021-11,0,0.0,0.0,0.0
2021-12,7,27.58,12.12,43.94
2022-01,1,2.7,6.62,245.19
2022-02,18,70.38,38.5,54.7
2022-03,11,86.18,-23.09,-26.79
2022-04,9,62.5,39.64,63.42
2022-05,5,33.98,7.27,21.39
2022-08,2,5.16,8.4,162.79
2022-09,3,3.66,-3.66,-100.0
2022-10,5,20.64,12.26,59.4
2022-11,3,3.4,-0.6,-17.65
2022-12,1,1.14,-1.14,-100.0
2023-01,1,1.04,-1.04,-100.0
2023-02,10,13.68,-1.1,-8.04
2023-03,7,32.64,-3.68,-11.27
2023-04,14,60.4,23.19,38.39
2023-05,3,25.3,8.81,34.82
2023-08,1,0.72,1.76,244.44
2023-09,0,0.0,0.0,0.0
2023-10,1,3.1,2.01,64.84
2023-11,0,0.0,0.0,0.0
2023-12,1,2.34,-2.34,-100.0
2024-01,0,0.0,0.0,0.0
2024-02,2,1.04,3.17,304.81
2024-03,1,0.36,1.13,313.89
2024-04,2,0.88,0.23,26.14
2024-05,2,1.6,1.95,121.88
2024-08,28,42.76,7.88,18.43
2024-09,5,4.46,0.82,18.39
2024-10,4,5.32,-0.54,-10.15
2024-11,0,0.0,0.0,0.0
2024-12,1,1.96,5.8,295.92
2025-01,2,1.76,0.73,41.48
2025-02,18,42.06,23.38,55.59
2025-03,7,9.36,0.16,1.71
2025-04,7,6.84,-1.95,-28.51
2025-05,8,5.4,0.16,2.96
2025-08,0,0.0,0.0,0.0
2025-09,5,4.92,4.9,99.59
2025-10,9,15.52,4.16,26.8
2025-11,4,4.14,4.74,114.49
2025-12,4,6.84,4.41,64.47
2026-01,7,21.9,18.85,86.07
2026-02,0,0.0,0.0,0.0
2026-03,3,1.98,0.46,23.23
2026-04,3,8.34,9.06,108.63
