month,train_window,status,training_candidates,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,bets,active_days,staked,profit,roi_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts,available_capacity
2026-05,2025-08-01..2026-04-30,FROZEN_MODEL_EVALUATED,4421,307,10.0,0.0,5.0,0.0216,6,4,0.85,0.52,61.18,-0.8917,0.3333,"{'away': 4, 'home': 2}",3100.0
