month,decision,reason,prior_candidates,candidate_count,probability_validation,selected,mean_predicted_ev
2017-01,ABSTAIN,no_candidates,,,,,
2017-02,ABSTAIN,no_candidates,,,,,
2017-03,ABSTAIN,selected_tail_did_not_show_prior_edge,6966.0,105.0,"{'passed': False, 'reason': 'selected_tail_did_not_show_prior_edge', 'fit_rows': 6006, 'validation_rows': 960, 'market': {'matches': 320, 'log_loss': 0.989787, 'brier': 0.591756}, 'model': {'matches': 320, 'log_loss': 0.985281, 'brier': 0.589579}, 'log_loss_improvement': 0.004506, 'brier_improvement': 0.002177, 'selected_tail': {'bets': 22, 'profit_units': 10.52, 'hit_rate': 0.454545, 'average_market_probability': 0.303639, 'edge_vs_market_probability': 0.150907, 'passed': False}}",,
2017-04,ABSTAIN,selected_tail_did_not_show_prior_edge,6657.0,306.0,"{'passed': False, 'reason': 'selected_tail_did_not_show_prior_edge', 'fit_rows': 5949, 'validation_rows': 708, 'market': {'matches': 236, 'log_loss': 0.969597, 'brier': 0.579609}, 'model': {'matches': 236, 'log_loss': 0.964002, 'brier': 0.577139}, 'log_loss_improvement': 0.005595, 'brier_improvement': 0.00247, 'selected_tail': {'bets': 13, 'profit_units': 7.78, 'hit_rate': 0.461538, 'average_market_probability': 0.29021, 'edge_vs_market_probability': 0.171329, 'passed': False}}",,
2017-05,ABSTAIN,selected_tail_did_not_show_prior_edge,6585.0,369.0,"{'passed': False, 'reason': 'selected_tail_did_not_show_prior_edge', 'fit_rows': 5970, 'validation_rows': 615, 'market': {'matches': 205, 'log_loss': 0.971147, 'brier': 0.579355}, 'model': {'matches': 205, 'log_loss': 0.962216, 'brier': 0.573801}, 'log_loss_improvement': 0.008931, 'brier_improvement': 0.005554, 'selected_tail': {'bets': 5, 'profit_units': 9.16, 'hit_rate': 0.8, 'average_market_probability': 0.260364, 'edge_vs_market_probability': 0.539636, 'passed': False}}",,
2017-06,ABSTAIN,selected_tail_did_not_show_prior_edge,6687.0,417.0,"{'passed': False, 'reason': 'selected_tail_did_not_show_prior_edge', 'fit_rows': 5871, 'validation_rows': 816, 'market': {'matches': 272, 'log_loss': 0.998491, 'brier': 0.597415}, 'model': {'matches': 272, 'log_loss': 0.994139, 'brier': 0.594032}, 'log_loss_improvement': 0.004352, 'brier_improvement': 0.003383, 'selected_tail': {'bets': 16, 'profit_units': 7.08, 'hit_rate': 0.4375, 'average_market_probability': 0.284625, 'edge_vs_market_probability': 0.152875, 'passed': False}}",,
2017-07,ABSTAIN,selected_tail_did_not_show_prior_edge,7068.0,420.0,"{'passed': False, 'reason': 'selected_tail_did_not_show_prior_edge', 'fit_rows': 5871, 'validation_rows': 1197, 'market': {'matches': 399, 'log_loss': 0.993639, 'brier': 0.592244}, 'model': {'matches': 399, 'log_loss': 0.989752, 'brier': 0.588841}, 'log_loss_improvement': 0.003887, 'brier_improvement': 0.003403, 'selected_tail': {'bets': 19, 'profit_units': 14.16, 'hit_rate': 0.526316, 'average_market_probability': 0.283606, 'edge_vs_market_probability': 0.24271, 'passed': False}}",,
2017-08,ABSTAIN,model_did_not_beat_market_on_prior_validation,7488.0,372.0,"{'passed': False, 'reason': 'model_did_not_beat_market_on_prior_validation', 'fit_rows': 5871, 'validation_rows': 1617, 'market': {'matches': 539, 'log_loss': 1.012116, 'brier': 0.605324}, 'model': {'matches': 539, 'log_loss': 1.013404, 'brier': 0.605423}, 'log_loss_improvement': -0.001288, 'brier_improvement': -9.9e-05, 'selected_tail': {'bets': 29, 'profit_units': 13.71, 'hit_rate': 0.448276, 'average_market_probability': 0.284762, 'edge_vs_market_probability': 0.163514, 'passed': False}}",,
2017-09,ABSTAIN,model_did_not_beat_market_on_prior_validation,7860.0,336.0,"{'passed': False, 'reason': 'model_did_not_beat_market_on_prior_validation', 'fit_rows': 5871, 'validation_rows': 1989, 'market': {'matches': 663, 'log_loss': 1.018075, 'brier': 0.608654}, 'model': {'matches': 663, 'log_loss': 1.02104, 'brier': 0.609227}, 'log_loss_improvement': -0.002965, 'brier_improvement': -0.000573, 'selected_tail': {'bets': 37, 'profit_units': 8.68, 'hit_rate': 0.378378, 'average_market_probability': 0.284597, 'edge_vs_market_probability': 0.093782, 'passed': True}}",,
2017-10,ABSTAIN,model_did_not_beat_market_on_prior_validation,8088.0,396.0,"{'passed': False, 'reason': 'model_did_not_beat_market_on_prior_validation', 'fit_rows': 5868, 'validation_rows': 2220, 'market': {'matches': 740, 'log_loss': 1.021195, 'brier': 0.610396}, 'model': {'matches': 740, 'log_loss': 1.025224, 'brier': 0.611537}, 'log_loss_improvement': -0.004029, 'brier_improvement': -0.001141, 'selected_tail': {'bets': 29, 'profit_units': 6.9, 'hit_rate': 0.37931, 'average_market_probability': 0.285164, 'edge_vs_market_probability': 0.094146, 'passed': False}}",,
