columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|odds_bucket,"home|[1.8,2.2)",1360,10.78,0.79,122,65,57,2026-06,-1.0,16.0872
league|outcome|odds_bucket,"BRA|home|[1.8,2.2)",1360,10.78,0.79,122,65,57,2026-06,-1.0,16.0872
outcome|odds_bucket|market_prob_bucket,"home|[1.8,2.2)|[0.42,0.55)",1360,10.78,0.79,122,65,57,2026-06,-1.0,16.0872
outcome|odds_bucket|favorite_relation,"home|[1.8,2.2)|market_favorite",1360,10.78,0.79,122,65,57,2026-06,-1.0,16.0872
odds_bucket,"[1.8,2.2)",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
league|odds_bucket,"BRA|[1.8,2.2)",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
odds_bucket|market_prob_bucket,"[1.8,2.2)|[0.42,0.55)",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
odds_bucket|favorite_relation,"[1.8,2.2)|market_favorite",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
league|odds_bucket|market_prob_bucket,"BRA|[1.8,2.2)|[0.42,0.55)",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
league|odds_bucket|favorite_relation,"BRA|[1.8,2.2)|market_favorite",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
odds_bucket|market_prob_bucket|favorite_relation,"[1.8,2.2)|[0.42,0.55)|market_favorite",1675,10.53,0.63,123,64,59,2026-06,-1.0,10.0692
outcome|odds_bucket|market_prob_bucket,"home|[2.8,3.5)|[0.28,0.34)",499,21.63,4.33,116,59,57,2026-06,1.95,4.4768
