validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window,max_pairwise_monthly_profit_corr,train_bets,train_profit,train_roi_pct,train_positive_months,train_negative_months,train_window_count,train_active_window_count,train_active_passed_windows,train_active_pass_rate,window_start,window_end
2017-01,2017-12,2013-01,2016-12,3,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2018-01,2018-12,2014-01,2017-12,5,"['PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)']",98,98.0,13.36,13.63,5.13,5,4,True,0.0,383.0,36.49,9.53,22.0,11.0,6.0,6.0,5.0,0.8333,2018-01,2018-12
2019-01,2019-12,2015-01,2018-12,5,"['PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)']",65,65.0,-7.76,-11.94,12.76,3,6,False,0.0,380.0,31.28,8.23,20.0,13.0,6.0,6.0,4.0,0.6667,2019-01,2019-12
2020-01,2020-12,2016-01,2019-12,3,"['PS_CLOSE::league|outcome|odds_bucket=BRA|draw|[3.5,4.0)']",49,49.0,-0.25,-0.51,13.87,2,3,False,0.0,377.0,12.27,3.25,19.0,15.0,6.0,6.0,3.0,0.5,2020-01,2020-12
2021-01,2021-12,2017-01,2020-12,1,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2022-01,2022-12,2018-01,2021-12,4,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2023-01,2023-12,2019-01,2022-12,2,"['PS_CLOSE::league|outcome|odds_bucket=BRA|home|[2.2,2.8)']",84,84.0,-0.52,-0.62,9.91,3,6,False,0.0,331.0,23.8,7.19,18.0,14.0,6.0,6.0,3.0,0.5,2023-01,2023-12
2024-01,2024-12,2020-01,2023-12,0,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2025-01,2025-12,2021-01,2024-12,3,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
