date,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_prob_bucket,favorite_relation,stake,won,profit,rule_label,month,candidate_id,odds_source,rule_key,combo_rules,validation_start,validation_end,train_start,train_end
2018-04-14,BRA,Cruzeiro,Gremio,home,away,1.96,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-15,BRA,Athletico-PR,Chapecoense-SC,home,home,2.14,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,1.14,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-15,BRA,America MG,Sport Recife,home,home,1.98,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,0.98,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-22,BRA,Chapecoense-SC,Vasco,home,draw,1.91,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-29,BRA,Atletico-MG,Corinthians,home,home,1.99,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,0.99,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-29,BRA,Bahia,Athletico-PR,home,draw,2.03,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-04-29,BRA,Internacional,Cruzeiro,home,draw,1.93,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-04,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-01,BRA,America MG,Vitoria,home,home,2.06,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,1.06,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-05,BRA,Sao Paulo,Atletico-MG,home,draw,2.09,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-05,BRA,Vasco,America MG,home,home,2.11,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,1.11,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-06,BRA,Vitoria,Fluminense,home,away,2.07,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-12,BRA,Gremio,Internacional,home,draw,1.9,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-13,BRA,Vasco,Vitoria,home,away,1.88,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-15,BRA,Ceara,America MG,home,draw,1.98,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-19,BRA,Atletico-MG,Cruzeiro,home,home,2.01,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,1.0099999999999998,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-20,BRA,Sao Paulo,Santos,home,home,2.08,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,1.08,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
2018-05-20,BRA,Vitoria,Ceara,home,home,1.96,"[1.8,2.2)","[0.42,0.55)",market_favorite,1.0,True,0.96,"league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-05,rolling-low-correlation-selector,PS_CLOSE,"PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)","PS_CLOSE::league|outcome|odds_bucket=BRA|home|[1.8,2.2)",2018-01,2018-12,2014-01,2017-12
