candidate_id,odds_source,window_start,window_end,bets,total_staked,profit,roi_pct,max_drawdown,active_bet_days,positive_months,negative_months,walk_forward_active_months,passes_window,fail_reasons
diagnostic-league-outcome-odds-bucket-t1-away-1p0-1p8,AVG_CLOSE,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-t1-away-1p0-1p8,AVG_CLOSE,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2022-08,2023-07,5,50.0,-3.7,-7.4,15.3,3,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2023-02,2024-01,39,390.0,-31.4,-8.05,43.2,30,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2023-08,2024-07,64,640.0,-13.6,-2.12,44.0,50,3,3,6,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2024-02,2025-01,39,390.0,21.4,5.49,22.3,32,3,1,4,True,[]
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2024-08,2025-07,47,470.0,19.0,4.04,43.2,35,2,2,4,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_OPEN,2025-02,2026-01,38,380.0,11.7,3.08,43.2,26,1,2,3,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2022-08,2023-07,5,50.0,-22.9,-45.8,22.9,2,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2023-02,2024-01,43,430.0,-62.4,-14.51,67.9,33,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2023-08,2024-07,38,380.0,-39.5,-10.39,64.3,31,1,2,3,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2024-08,2025-07,61,610.0,15.6,2.56,38.3,41,2,2,4,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-t1-0p55-1p00,AVG_CLOSE,2025-02,2026-01,91,910.0,53.4,5.87,38.3,66,4,3,7,True,[]
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2022-08,2023-07,5,50.0,-3.7,-7.4,15.3,3,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2023-02,2024-01,39,390.0,-31.4,-8.05,43.2,30,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2023-08,2024-07,64,640.0,-13.6,-2.12,44.0,50,3,3,6,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2024-02,2025-01,39,390.0,21.4,5.49,22.3,32,3,1,4,True,[]
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2024-08,2025-07,47,470.0,19.0,4.04,43.2,35,2,2,4,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_OPEN,2025-02,2026-01,38,380.0,11.7,3.08,43.2,26,1,2,3,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2022-08,2023-07,5,50.0,-22.9,-45.8,22.9,2,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2023-02,2024-01,43,430.0,-62.4,-14.51,67.9,33,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2023-08,2024-07,38,380.0,-39.5,-10.39,64.3,31,1,2,3,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2024-08,2025-07,61,610.0,15.6,2.56,38.3,41,2,2,4,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-market-prob-bucket-favorite-relation-t1-0p55-1p00-market-favorite,AVG_CLOSE,2025-02,2026-01,91,910.0,53.4,5.87,38.3,66,4,3,7,True,[]
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2022-08,2023-07,5,50.0,-3.7,-7.4,15.3,3,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2023-02,2024-01,39,390.0,-31.4,-8.05,43.2,30,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2023-08,2024-07,64,640.0,-13.6,-2.12,44.0,50,3,3,6,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2024-02,2025-01,39,390.0,21.4,5.49,22.3,32,3,1,4,True,[]
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2024-08,2025-07,47,470.0,19.0,4.04,43.2,35,2,2,4,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_OPEN,2025-02,2026-01,38,380.0,11.7,3.08,43.2,26,1,2,3,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2022-08,2023-07,5,50.0,-22.9,-45.8,22.9,2,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2023-02,2024-01,43,430.0,-62.4,-14.51,67.9,33,1,3,4,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2023-08,2024-07,38,380.0,-39.5,-10.39,64.3,31,1,2,3,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2024-08,2025-07,61,610.0,15.6,2.56,38.3,41,2,2,4,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-odds-bucket-market-prob-bucket-t1-1p0-1p8-0p55-1p00,AVG_CLOSE,2025-02,2026-01,91,910.0,53.4,5.87,38.3,66,4,3,7,True,[]
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_OPEN,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-sp1-away-1p8-2p2,AVG_CLOSE,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_OPEN,2025-02,2026-01,5,50.0,13.5,27.0,10.0,5,1,1,2,False,"['bets<minimum', 'positive_month_edge<minimum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-i1-away-1p0-1p8,AVG_CLOSE,2025-02,2026-01,6,60.0,-12.6,-21.0,20.0,5,0,2,2,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_OPEN,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2023-08,2024-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-i2-home-0p55-1p00,AVG_CLOSE,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2022-08,2023-07,28,280.0,31.0,11.07,49.7,16,1,1,2,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2023-02,2024-01,43,430.0,42.7,9.93,49.7,27,3,1,4,True,[]
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2023-08,2024-07,15,150.0,11.7,7.8,27.1,11,2,0,2,False,"['bets<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_OPEN,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2022-08,2023-07,26,260.0,47.9,18.42,50.1,17,1,1,2,False,['positive_month_edge<minimum']
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2023-02,2024-01,33,330.0,41.4,12.55,50.1,21,1,2,3,False,['positive_month_edge<minimum']
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2023-08,2024-07,7,70.0,-6.5,-9.29,18.7,4,0,1,1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2024-02,2025-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2024-08,2025-07,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-market-prob-bucket-g1-draw-0p28-0p34,AVG_CLOSE,2025-02,2026-01,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
