columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|odds_bucket,"home|[1.0,1.8)",317,15.63,4.93,52,34,18,2026-05,-0.32,32.5424
league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",317,15.63,4.93,52,34,18,2026-05,-0.32,32.5424
outcome|odds_bucket|favorite_relation,"home|[1.0,1.8)|market_favorite",317,15.63,4.93,52,34,18,2026-05,-0.32,32.5424
outcome|market_prob_bucket,"home|[0.55,1.00]",283,15.0,5.3,52,33,19,2026-05,-1.03,28.583
league|outcome|market_prob_bucket,"SC0|home|[0.55,1.00]",283,15.0,5.3,52,33,19,2026-05,-1.03,28.583
outcome|odds_bucket|market_prob_bucket,"home|[1.0,1.8)|[0.55,1.00]",283,15.0,5.3,52,33,19,2026-05,-1.03,28.583
outcome|market_prob_bucket|favorite_relation,"home|[0.55,1.00]|market_favorite",283,15.0,5.3,52,33,19,2026-05,-1.03,28.583
outcome|market_prob_bucket,"home|[0.34,0.42)",226,2.93,1.3,50,26,23,2026-05,2.35,6.1426
league|outcome|market_prob_bucket,"SC0|home|[0.34,0.42)",226,2.93,1.3,50,26,23,2026-05,2.35,6.1426
outcome|odds_bucket|market_prob_bucket,"home|[2.2,2.8)|[0.34,0.42)",223,0.33,0.15,50,26,23,2026-05,2.35,6.0163
