date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2021-07-31,2021-07,SC0,Ross County,St Johnstone,home,draw,3.8,"[3.5,4.0)",0.24682124158563945,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Ross County,St Johnstone,draw,draw,3.3,"[2.8,3.5)",0.28421839940164545,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.3
2021-07-31,2021-07,SC0,Ross County,St Johnstone,away,draw,2.0,"[1.8,2.2)",0.468960359012715,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Rangers,Livingston,home,home,1.18,"[1.0,1.8)",0.7993923171525718,"[0.55,1.00]",market_favorite,B365_OPEN,True,0.17999999999999994
2021-07-31,2021-07,SC0,Rangers,Livingston,draw,home,6.5,"[5.0,7.0)",0.1451204514215438,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Rangers,Livingston,away,home,17.0,"[7.0,inf)",0.05548723142588439,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Hearts,Celtic,home,home,4.5,"[4.0,5.0)",0.20955315870570107,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.5
2021-07-31,2021-07,SC0,Hearts,Celtic,draw,home,4.0,"[4.0,5.0)",0.2357473035439137,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Hearts,Celtic,away,home,1.7,"[1.0,1.8)",0.5546995377503853,"[0.55,1.00]",market_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Dundee,St Mirren,home,draw,2.55,"[2.2,2.8)",0.3670872875169465,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-07-31,2021-07,SC0,Dundee,St Mirren,draw,draw,3.2,"[2.8,3.5)",0.2925226822400667,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.2
2021-07-31,2021-07,SC0,Dundee,St Mirren,away,draw,2.75,"[2.2,2.8)",0.34039003024298675,"[0.34,0.42)",market_non_favorite,B365_OPEN,False,-1.0
