month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-08,2024-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,4,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2024-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,337,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-04-01..2024-09-30,ABSTAIN_INNER_VALIDATION,759,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-05-01..2024-10-31,FROZEN_MODEL_EVALUATED,1162,7,6,1.28,1.02,79.69,3000.0,394.0,100.0,0.0,5.0,0.0232,1.4597,0.5714,"{'draw': 6, 'home': 1}"
2025-01,2024-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,2007,14,10,1.94,0.23,11.86,3100.0,432.0,100.0,0.0,5.0,0.0201,3.6827,0.8571,"{'home': 1, 'draw': 10, 'away': 3}"
2025-02,2024-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,2435,17,11,2.81,1.21,43.06,2800.0,463.0,100.0,0.0,5.0,0.0201,4.0183,0.8824,"{'away': 1, 'draw': 14, 'home': 2}"
2025-03,2024-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,2565,13,8,1.63,-0.34,-20.86,3100.0,438.0,100.0,0.0,5.0,0.0199,4.5283,0.8462,"{'draw': 11, 'away': 2}"
2025-04,2024-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,2581,14,9,2.17,-0.76,-35.02,3000.0,443.0,1.0,0.0,5.0,0.0193,1.5948,0.5714,{'draw': 14}
2025-05,2024-11-01..2025-04-30,FROZEN_MODEL_EVALUATED,2621,21,9,4.34,1.88,43.32,3100.0,314.0,100.0,0.0,5.0,0.0192,1.4178,0.4762,"{'away': 7, 'draw': 10, 'home': 4}"
2025-08,2025-02-01..2025-07-31,ABSTAIN_INNER_VALIDATION,1666,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2025-03-01..2025-08-31,ABSTAIN_INNER_VALIDATION,1617,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-10,2025-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,1593,14,8,2.7,-0.5,-18.52,3100.0,416.0,1.0,0.0,5.0,0.0228,2.7284,0.5714,"{'away': 9, 'draw': 2, 'home': 3}"
2025-11,2025-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,1566,22,11,4.78,1.4,29.29,3000.0,441.0,1.0,0.0,5.0,0.0221,6.6471,0.7273,"{'away': 19, 'home': 2, 'draw': 1}"
2026-01,2025-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,2093,6,5,1.02,0.2,19.61,3100.0,431.0,100.0,0.25,5.0,0.0212,5.8798,0.8333,{'away': 6}
2026-02,2025-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,2520,1,1,0.1,0.35,350.0,2800.0,391.0,10.0,0.25,5.0,0.0214,4.5603,1.0,{'home': 1}
2026-03,2025-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,2497,9,6,1.37,0.05,3.65,3100.0,350.0,1.0,0.0,5.0,0.0205,4.3863,0.7778,"{'away': 8, 'home': 1}"
