month,bets,staked,profit,roi_pct
2022-04,2,2.0,4.08,204.0
2022-05,6,6.0,-0.14,-2.33
2022-06,2,2.0,1.32,66.0
2022-07,6,6.0,-2.74,-45.67
2022-08,3,3.0,2.66,88.67
2022-09,1,1.0,2.15,215.0
2022-10,5,5.0,-2.08,-41.6
2022-11,1,1.0,-1.0,-100.0
2023-04,12,12.0,4.65,38.75
2023-05,11,11.0,2.38,21.64
2023-06,7,7.0,-3.83,-54.71
2023-07,10,10.0,-6.74,-67.4
2023-08,4,4.0,-4.0,-100.0
2023-09,2,2.0,-2.0,-100.0
2023-10,9,9.0,-9.0,-100.0
2023-12,2,2.0,1.45,72.5
2025-03,1,1.0,-1.0,-100.0
2025-04,1,1.0,1.33,133.0
2025-05,6,6.0,1.23,20.5
2025-06,5,5.0,1.95,39.0
2025-07,6,6.0,-6.0,-100.0
2025-08,7,7.0,0.56,8.0
2025-09,3,3.0,-3.0,-100.0
2025-10,4,4.0,-1.47,-36.75
2025-11,3,3.0,-0.73,-24.33
