date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2022-08-13,SP2,Eibar,Tenerife,draw,home,0.317392,0.015225,-0.033065,3.2,1.0,False,-1.0,2022-08
2022-08-14,SP2,Burgos,Malaga,draw,home,0.335783,0.015225,-0.006272,3.1,1.0,False,-1.0,2022-08
2022-08-21,SP2,Oviedo,Leganes,draw,home,0.330032,0.015225,-0.024099,3.1,1.0,False,-1.0,2022-08
2022-08-22,SP2,Malaga,Las Palmas,draw,away,0.330141,0.015225,-0.023759,3.1,1.0,False,-1.0,2022-08
2022-08-26,SP2,Cartagena,Zaragoza,draw,home,0.334819,0.015225,-0.00926,3.1,1.0,False,-1.0,2022-08
2022-08-26,SP2,Albacete,Huesca,draw,home,0.330086,0.015225,-0.023932,3.1,1.0,False,-1.0,2022-08
2022-08-27,SP2,Lugo,Leganes,draw,home,0.366749,0.015225,0.019418,2.9,1.0,False,-1.0,2022-08
2022-08-27,SP2,Mirandes,Malaga,draw,away,0.334494,0.015225,-0.010267,3.1,1.0,False,-1.0,2022-08
2022-08-27,SP2,Sp Gijon,Burgos,draw,draw,0.296202,0.015225,-0.044678,3.4,1.0,True,2.4,2022-08
2022-09-02,SP2,Leganes,Eibar,draw,home,0.335279,0.014703,-0.038273,3.0,1.0,False,-1.0,2022-09
2022-09-04,SP2,Zaragoza,Lugo,draw,away,0.287929,0.014703,-0.043709,3.5,1.0,False,-1.0,2022-09
2022-09-11,SP2,Ponferradina,Zaragoza,draw,away,0.326899,0.014703,-0.032193,3.1,1.0,False,-1.0,2022-09
2022-09-17,SP2,Oviedo,Ibiza,draw,away,0.300793,0.014703,-0.027296,3.4,1.0,False,-1.0,2022-09
2022-09-24,SP2,Huesca,Leganes,draw,home,0.318786,0.014703,-0.026934,3.2,1.0,False,-1.0,2022-09
2022-10-01,SP2,Santander,Malaga,draw,draw,0.315995,0.014047,-0.033767,3.2,1.0,True,2.2,2022-10
2022-10-09,SP2,Malaga,Andorra,draw,draw,0.287772,0.014047,-0.041962,3.5,1.0,True,2.5,2022-10
2022-10-12,SP2,Oviedo,Huesca,draw,away,0.332572,0.014047,-0.044425,3.0,1.0,False,-1.0,2022-10
2022-10-15,SP2,Huesca,Santander,draw,draw,0.321134,0.014047,-0.048031,3.1,1.0,True,2.1,2022-10
2022-10-21,SP2,Granada,Zaragoza,draw,home,0.32995,0.014047,-0.0207,3.1,1.0,False,-1.0,2022-10
2022-10-22,SP2,Mirandes,Huesca,draw,draw,0.312046,0.014047,-0.046404,3.2,1.0,True,2.2,2022-10
2022-10-23,SP2,Leganes,Tenerife,draw,home,0.335287,0.014047,-0.004158,3.1,1.0,False,-1.0,2022-10
