date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2014-06-12,2014-06,WORLD_CUP,Brazil,Croatia,home,home,1.31,"[1.0,1.8)",0.732415561186466,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.31000000000000005
2014-06-12,2014-06,WORLD_CUP,Brazil,Croatia,draw,home,5.11,"[5.0,7.0)",0.1877621105977046,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-12,2014-06,WORLD_CUP,Brazil,Croatia,away,home,12.02,"[7.0,inf)",0.0798223282158295,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Chile,Australia,home,home,1.42,"[1.0,1.8)",0.672373066830044,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.41999999999999993
2014-06-13,2014-06,WORLD_CUP,Chile,Australia,draw,home,4.4,"[4.0,5.0)",0.21699312611333238,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Chile,Australia,away,home,8.63,"[7.0,inf)",0.11063380705662368,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Mexico,Cameroon,home,home,2.18,"[1.8,2.2)",0.43914441702191304,"[0.42,0.55)",market_favorite,AVG_CLOSE,True,1.1800000000000002
2014-06-13,2014-06,WORLD_CUP,Mexico,Cameroon,draw,home,3.14,"[2.8,3.5)",0.30488370353750655,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Mexico,Cameroon,away,home,3.74,"[3.5,4.0)",0.2559718794405803,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Spain,Netherlands,home,away,1.84,"[1.8,2.2)",0.5200331479226047,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Spain,Netherlands,draw,away,3.32,"[2.8,3.5)",0.2882111422221665,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-13,2014-06,WORLD_CUP,Spain,Netherlands,away,away,4.99,"[4.0,5.0)",0.19175570985522894,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,True,3.99
2014-06-14,2014-06,WORLD_CUP,Colombia,Greece,home,home,1.84,"[1.8,2.2)",0.5198066669988539,"[0.42,0.55)",market_favorite,AVG_CLOSE,True,0.8400000000000001
2014-06-14,2014-06,WORLD_CUP,Colombia,Greece,draw,home,3.26,"[2.8,3.5)",0.2933878120484329,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,Colombia,Greece,away,home,5.12,"[5.0,7.0)",0.18680552095271313,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,England,Italy,home,away,2.51,"[2.2,2.8)",0.38218196352181844,"[0.34,0.42)",market_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,England,Italy,draw,away,2.99,"[2.8,3.5)",0.32082833727082416,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,England,Italy,away,away,3.23,"[2.8,3.5)",0.29698969920735735,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.23
2014-06-14,2014-06,WORLD_CUP,Uruguay,Costa Rica,home,away,1.44,"[1.0,1.8)",0.665556351983809,"[0.55,1.00]",market_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,Uruguay,Costa Rica,draw,away,4.2,"[4.0,5.0)",0.22819074925159166,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-14,2014-06,WORLD_CUP,Uruguay,Costa Rica,away,away,9.02,"[7.0,inf)",0.10625289876459924,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,True,8.02
2014-06-15,2014-06,WORLD_CUP,Argentina,Bosnia & Herzegovina,home,home,1.31,"[1.0,1.8)",0.7333845147129291,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.31000000000000005
2014-06-15,2014-06,WORLD_CUP,Argentina,Bosnia & Herzegovina,draw,home,5.56,"[5.0,7.0)",0.1727938335025067,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-15,2014-06,WORLD_CUP,Argentina,Bosnia & Herzegovina,away,home,10.24,"[7.0,inf)",0.09382165178456418,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-15,2014-06,WORLD_CUP,France,Honduras,home,home,1.26,"[1.0,1.8)",0.7601471252500483,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.26
2014-06-15,2014-06,WORLD_CUP,France,Honduras,draw,home,5.89,"[5.0,7.0)",0.16261211847454346,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2014-06-15,2014-06,WORLD_CUP,France,Honduras,away,home,12.4,"[7.0,inf)",0.07724075627540813,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
