test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,predicted_closing_edge_pct,lower_closing_edge_pct,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2025-01,data\historical_csv\football-data\2425\E0.csv:196,data\historical_csv\football-data\2425\E0.csv,196,2025-01-04,E0,Southampton,Brentford,home,0.346951425215404,0.33671444260618855,2.96,3.0,-0.3325249885681947,0.008236982609215432,6,0.0,B365,2.0-3.0,sportsbook,2.323041258740105,2.323041258740105,0.12,0.3456859501984463,True,0.28800707915207446,3.472136875746643,-14.749904570985962,False,away,False,-0.12
2025-01,data\historical_csv\football-data\2425\T1.csv:162,data\historical_csv\football-data\2425\T1.csv,162,2025-01-05,T1,Bodrumspor,Kayserispor,draw,0.2847443584901064,0.27374807856045563,3.5676,3.62,-2.33763549277185,0.00899627992965075,6,0.0,1XB,3.0-4.0,sportsbook,2.6267015850060473,2.6267015850060473,0.1,0.28766313932337156,True,0.28923725325782423,3.457369300588007,3.1882824722613723,True,draw,True,0.26
2025-01,data\historical_csv\football-data\2425\I1.csv:197,data\historical_csv\football-data\2425\I1.csv,197,2025-01-14,I1,Como,Milan,draw,0.27126827059292086,0.26753954159879645,3.7734,3.83,0.953370626889849,0.0017287289941243975,6,0.0,1XB,3.0-4.0,sportsbook,2.742785857728536,2.742785857728536,0.1,0.27228172432747266,True,0.26881922893769244,3.719971982479655,1.4362478473488594,True,away,False,-0.1
2025-01,data\historical_csv\football-data\2425\F1.csv:156,data\historical_csv\football-data\2425\F1.csv,156,2025-01-17,F1,Lille,Nice,draw,0.27965272143303155,0.27590703619675955,3.6754,3.73,1.4068720837570048,0.0017456852362720187,6,0.0,1XB,3.0-4.0,sportsbook,2.9959585458654208,2.9959585458654208,0.11,0.28023061039850206,True,0.2804354943235666,3.565882423022385,3.071261583683671,True,home,False,-0.11
2025-01,data\historical_csv\football-data\2425\T1.csv:175,data\historical_csv\football-data\2425\T1.csv,175,2025-01-18,T1,Gaziantep,Bodrumspor,draw,0.28725199868146534,0.2787524712021582,3.6557999999999997,3.71,1.9063284220849797,0.006499527479307134,6,0.0,1XB,3.0-4.0,sportsbook,5.899747569968995,5.899747569968995,0.22,0.2896759876633542,True,0.29354093896939765,3.4066798434008296,7.312696468432378,True,draw,True,0.58
2025-01,data\historical_csv\football-data\2425\SP1.csv:199,data\historical_csv\football-data\2425\SP1.csv,199,2025-01-19,SP1,Osasuna,Vallecano,draw,0.31226699904380556,0.30298815563498555,3.2931999999999997,3.34,-0.2199405862865711,0.007278843408820014,6,0.0,1XB,3.0-4.0,sportsbook,3.494251138283243,3.494251138283243,0.15,0.3142665223438699,True,0.3106766210306046,3.2187809841716106,2.3120248377987096,True,draw,True,0.34
2025-01,data\historical_csv\football-data\2425\D1.csv:172,data\historical_csv\football-data\2425\D1.csv,172,2025-01-26,D1,St Pauli,Union Berlin,draw,0.3065613292368431,0.30179392103679864,3.3324,3.38,0.569806246302762,0.002767408200044478,6,0.0,1XB,3.0-4.0,sportsbook,2.90487710395954,2.90487710395954,0.12,0.3088010956186519,True,0.30564173810212786,3.27180445383365,1.8520528051530816,True,home,False,-0.12
2025-01,data\historical_csv\football-data\2425\T1.csv:191,data\historical_csv\football-data\2425\T1.csv,191,2025-01-31,T1,Eyupspor,Sivasspor,draw,0.2701295256295146,0.25968915890855615,3.842,3.9,-0.22742514733272712,0.008440366720958442,6,0.0,1XB,3.0-4.0,sportsbook,4.541907853877747,4.541907853877747,0.16,0.2721028314780785,True,0.25785424358406756,3.878159948428278,-0.9323996150012448,False,home,False,-0.16
2025-02,data\historical_csv\football-data\2425\B1.csv:188,data\historical_csv\football-data\2425\B1.csv,188,2025-02-01,B1,Cercle Brugge,Standard,away,0.21167049283329759,0.20568833772341652,5.0964,5.4,4.8270044373619925,0.003982155109881052,6,0.05,BFE,5.0+,exchange,6.07769424981798,6.07769424981798,0.15,0.2081424029703673,True,0.1999459513269083,5.001351582083384,1.900454634245552,True,draw,False,-0.15
2025-02,data\historical_csv\football-data\2425\P1.csv:175,data\historical_csv\football-data\2425\P1.csv,175,2025-02-01,P1,Santa Clara,Casa Pia,away,0.24656547367959247,0.2422690597690615,4.2585,4.5,3.1702791026548383,0.0022964139105309677,6,0.05,BFE,4.0-5.0,exchange,3.239722089630334,3.239722089630334,0.1,0.2424321288942828,True,0.2342654956429889,4.268661064470029,-0.23803868043318355,False,home,False,-0.1
2025-02,data\historical_csv\football-data\2425\E0.csv:237,data\historical_csv\football-data\2425\E0.csv,237,2025-02-02,E0,Brentford,Tottenham,draw,0.24297231796310126,0.23753859510877923,4.2634,4.33,1.2722046386769215,0.0034337228543220417,6,0.0,1XB,4.0-5.0,sportsbook,4.412334250708008,4.412334250708008,0.14,0.24490391295845573,True,0.235792255706017,4.241021389806747,0.5276702977032866,True,away,False,-0.14
2025-02,data\historical_csv\football-data\2425\SP1.csv:218,data\historical_csv\football-data\2425\SP1.csv,218,2025-02-02,SP1,Valencia,Celta,draw,0.3058379980076529,0.2991060465859152,3.3324,3.38,-0.32590103570961926,0.004731951421737681,6,0.0,1XB,3.0-4.0,sportsbook,2.7884862163940243,2.7884862163940243,0.12,0.30845182516022696,True,0.3121006216567876,3.204094867518992,4.004411160907884,True,home,False,-0.12
2025-02,data\historical_csv\football-data\2425\I1.csv:230,data\historical_csv\football-data\2425\I1.csv,230,2025-02-06,I1,Fiorentina,Inter,draw,0.2718794036819876,0.2684945257528818,3.7538,3.81,0.7874750771167616,0.0013848779291057974,6,0.0,1XB,3.0-4.0,sportsbook,2.945721071496648,2.945721071496648,0.11,0.27424402224811295,True,0.2754741472560756,3.6301047120418843,3.4074853969856544,True,home,False,-0.11
2025-02,data\historical_csv\football-data\2425\D2.csv:184,data\historical_csv\football-data\2425\D2.csv,184,2025-02-08,D2,Darmstadt,Elversberg,draw,0.27688209971282457,0.25869852317646574,3.7636,3.82,-2.636223817305361,0.016183576536358844,6,0.0,1XB,3.0-4.0,sportsbook,4.299797632304654,4.299797632304654,0.16,0.27712774373553156,True,0.2748628553871536,3.6381780236964585,3.4473842535091226,True,away,False,-0.16
2025-02,data\historical_csv\football-data\2425\D1.csv:183,data\historical_csv\football-data\2425\D1.csv,183,2025-02-08,D1,Dortmund,Stuttgart,draw,0.24453731092689904,0.23964014785124416,4.204599999999999,4.27,0.7590965655341009,0.0028971630756548915,6,0.0,1XB,4.0-5.0,sportsbook,3.3509382779248194,3.3509382779248194,0.1,0.24580444817087196,True,0.24936685434233835,4.010156051562369,4.848787576779556,True,away,False,-0.1
2025-02,data\historical_csv\football-data\2425\SP2.csv:281,data\historical_csv\football-data\2425\SP2.csv,281,2025-02-09,SP2,Elche,Tenerife,away,0.16915665517386547,0.1609487049340701,6.585999999999999,7.0,6.000817069578557,0.0062079502397953705,5,0.05,BFE,5.0+,exchange,6.385977724464871,6.385977724464871,0.11,0.16153352220538245,True,0.16141543306742215,6.195194480457805,6.308204218204216,True,home,False,-0.11
2025-02,data\historical_csv\football-data\2425\P1.csv:195,data\historical_csv\football-data\2425\P1.csv,195,2025-02-15,P1,Sp Lisbon,Arouca,draw,0.16662807553327455,0.15740931260885543,6.7722,7.2,6.600734684969067,0.0072187629244191255,5,0.05,BFE,5.0+,exchange,9.173573533130124,9.173573533130124,0.16,0.1612084308395058,True,0.15643211729977083,6.392549159733613,5.938958477750789,True,draw,True,0.92
2025-02,data\historical_csv\football-data\2425\I1.csv:243,data\historical_csv\football-data\2425\I1.csv,243,2025-02-15,I1,Lazio,Napoli,draw,0.30641595809262584,0.300542570234997,3.3912,3.44,1.9199964180921736,0.0038733878576288666,5,0.0,1XB,3.0-4.0,sportsbook,3.3679322582442195,3.3679322582442195,0.14,0.30481225601039225,True,0.3111227037507471,3.2141659478542595,5.50793129595335,True,draw,True,0.33
2025-02,data\historical_csv\football-data\2425\I2.csv:260,data\historical_csv\football-data\2425\I2.csv,260,2025-02-16,I2,Palermo,Mantova,draw,0.282069854104253,0.2708768253663367,3.7636,3.82,1.9472019948744812,0.009193028737916269,5,0.0,1XB,3.0-4.0,sportsbook,5.446108346195091,5.446108346195091,0.2,0.28017352626792197,True,0.27231904847883737,3.6721632422922945,2.4899970854952214,True,draw,True,0.55
2025-02,data\historical_csv\football-data\2425\I2.csv:259,data\historical_csv\football-data\2425\I2.csv,259,2025-02-16,I2,Juve Stabia,Cosenza,home,0.4811431133547002,0.46592543512402534,2.176,2.2,1.3853746829879166,0.013217678230674896,5,0.0,WH,2.0-3.0,sportsbook,4.2903817363586585,4.2903817363586585,0.36,0.4792756513619423,True,0.4481010114668499,2.2316396848257933,-2.4932199048134596,False,home,True,0.42
2025-02,data\historical_csv\football-data\2425\I1.csv:250,data\historical_csv\football-data\2425\I1.csv,250,2025-02-17,I1,Genoa,Venezia,draw,0.28075177030152293,0.2685027202164663,3.695,3.75,-0.7882448800156983,0.010249050085056631,5,0.0,1XB,3.0-4.0,sportsbook,2.899098571609991,2.899098571609991,0.11,0.27848199884062247,True,0.2842278487972035,3.518304079743783,5.022190130566684,True,home,False,-0.11
2025-02,data\historical_csv\football-data\2425\B1.csv:210,data\historical_csv\football-data\2425\B1.csv,210,2025-02-21,B1,Mechelen,St Truiden,home,0.5298674055938342,0.5263690888220407,1.98,2.0,4.221079586764054,0.0014983167717934713,5,0.0,WH,1.5-2.0,sportsbook,2.7267527540207515,2.7267527540207515,0.28,0.5188219836061654,True,0.5187408727349371,1.9277447615179026,2.7106928015175447,True,draw,False,-0.28
2025-02,data\historical_csv\football-data\2425\I1.csv:255,data\historical_csv\football-data\2425\I1.csv,255,2025-02-22,I1,Inter,Genoa,draw,0.16956552082788753,0.16721841804311077,6.2332,6.34,4.230584334631815,0.00034710278477675607,5,0.0,1XB,5.0+,sportsbook,5.408339732016857,5.408339732016857,0.1,0.16910790562153769,True,0.18538375654240705,5.394215861470297,15.553403128013166,True,home,False,-0.1
2025-02,data\historical_csv\football-data\2425\T1.csv:220,data\historical_csv\football-data\2425\T1.csv,220,2025-02-22,T1,Sivasspor,Konyaspor,draw,0.3030887971165121,0.287428058447005,3.3912,3.44,-2.527396819451677,0.013660738669507113,5,0.0,1XB,3.0-4.0,sportsbook,2.6522600301443298,2.6522600301443298,0.11,0.3027018755312112,True,0.3047571140346444,3.281301580662433,3.3492325114286015,True,draw,True,0.26
2025-02,data\historical_csv\football-data\2425\I1.csv:257,data\historical_csv\football-data\2425\I1.csv,257,2025-02-23,I1,Verona,Fiorentina,draw,0.2778006020365483,0.2718290027116946,3.7146,3.77,0.9736013472860572,0.003971599324853724,5,0.0,1XB,3.0-4.0,sportsbook,2.6190705128484355,2.6190705128484355,0.1,0.2762587371799075,True,0.290300412638772,3.444707470134825,7.834991278798231,True,home,False,-0.1
2025-02,data\historical_csv\football-data\2425\T1.csv:226,data\historical_csv\football-data\2425\T1.csv,226,2025-02-24,T1,Galatasaray,Fenerbahce,draw,0.2640733738454227,0.2565133064787879,4.0576,4.12,4.082839236832969,0.005560067366634759,5,0.0,1XB,4.0-5.0,sportsbook,6.843458873993308,6.843458873993308,0.22,0.2633168840545971,True,0.27445951938038105,3.6435245615003513,11.364694583783418,True,draw,True,0.67
2025-02,data\historical_csv\football-data\2425\P1.csv:208,data\historical_csv\football-data\2425\P1.csv,208,2025-02-24,P1,Porto,Guimaraes,draw,0.25531077881714165,0.249296068445147,4.1654,4.4,3.8417843501415305,0.004014710371994622,5,0.05,BFE,4.0-5.0,exchange,4.902801341961367,4.902801341961367,0.15,0.2518432835789153,True,0.2714056399740427,3.6845218105844824,13.051305274787751,True,draw,True,0.47
2025-02,data\historical_csv\football-data\2425\E2.csv:386,data\historical_csv\football-data\2425\E2.csv,386,2025-02-25,E2,Birmingham,Leyton Orient,away,0.16917503111309318,0.1658694266432352,6.3998,6.8,6.153115663137654,0.0013056044698579715,5,0.05,BFE,5.0+,exchange,5.206788312382686,5.206788312382686,0.1,0.16439074394884634,True,0.15396663380648595,6.4949137048541115,-1.4644336965251248,False,home,False,-0.1
2025-03,data\historical_csv\football-data\2425\T1.csv:243,data\historical_csv\football-data\2425\T1.csv,243,2025-03-09,T1,Alanyaspor,Galatasaray,draw,0.22996493482764602,0.22289223955077064,4.724,5.0,5.294293963784047,0.005072695276875378,5,0.05,BFE,4.0-5.0,exchange,9.397278238545214,7.488037743458397,0.2,0.22753606634940385,True,0.21902814891584355,4.565623208477311,3.468897547844496,True,away,False,-0.2
2025-03,data\historical_csv\football-data\2425\D2.csv:224,data\historical_csv\football-data\2425\D2.csv,224,2025-03-09,D2,Hannover,Braunschweig,away,0.1949334217428224,0.1872963279172806,5.655,6.0,5.91607343722218,0.0056370938255418095,5,0.05,BFE,5.0+,exchange,6.5833000994666335,4.674059604379817,0.1,0.18510001698387232,True,0.20884415793889868,4.788259388575136,18.1013713144472,True,draw,False,-0.1
2025-03,data\historical_csv\football-data\2425\P1.csv:229,data\historical_csv\football-data\2425\P1.csv,229,2025-03-15,P1,Sp Lisbon,Famalicao,draw,0.18650263387957497,0.17718384967973794,5.8412,6.2,3.496630274928525,0.007318784199837017,5,0.05,BFE,5.0+,exchange,6.769779317528544,4.860538822441727,0.1,0.17951882973094865,True,0.1753442556981412,5.70306678150621,2.4220866383982242,True,home,False,-0.1
