window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,31,310.0,-15.7,-5.06,47.2,3,4,False
2023-02,2024-01,64,640.0,70.3,10.98,28.6,6,5,True
2023-08,2024-07,71,710.0,102.8,14.48,28.6,6,4,True
2024-02,2025-01,60,600.0,55.9,9.32,25.4,6,4,True
2024-08,2025-07,60,600.0,32.5,5.42,45.7,6,4,True
2025-02,2026-01,58,580.0,59.4,10.24,45.7,7,3,True
