month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,ABSTAIN,insufficient_prior_candidates,103.0,5.0,,
2022-09,ABSTAIN,insufficient_prior_candidates,108.0,11.0,,
2022-10,ABSTAIN,insufficient_prior_candidates,119.0,15.0,,
2022-11,INVEST,,134.0,5.0,2.0,0.0781
2022-12,ABSTAIN,no_positive_feature_edge,139.0,2.0,0.0,0.0
2023-01,INVEST,,141.0,9.0,6.0,0.0743
2023-02,INVEST,,150.0,11.0,4.0,0.0647
2023-03,INVEST,,161.0,7.0,4.0,0.0713
2023-04,INVEST,,168.0,18.0,6.0,0.0669
2023-05,INVEST,,186.0,14.0,8.0,0.076
2023-06,INVEST,,200.0,1.0,1.0,0.0923
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,201.0,4.0,3.0,0.065
2023-09,INVEST,,205.0,15.0,8.0,0.0802
2023-10,INVEST,,220.0,12.0,6.0,0.0904
2023-11,INVEST,,232.0,10.0,7.0,0.0833
2023-12,INVEST,,242.0,14.0,9.0,0.0853
2024-01,INVEST,,256.0,12.0,8.0,0.0876
2024-02,INVEST,,268.0,10.0,10.0,0.079
2024-03,INVEST,,271.0,9.0,6.0,0.0693
2024-04,INVEST,,266.0,5.0,5.0,0.0724
2024-05,INVEST,,258.0,18.0,9.0,0.0739
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,251.0,9.0,5.0,0.0712
2024-09,INVEST,,248.0,12.0,6.0,0.0719
2024-10,INVEST,,254.0,7.0,5.0,0.0825
2024-11,INVEST,,247.0,10.0,5.0,0.0778
2024-12,INVEST,,245.0,7.0,5.0,0.0517
2025-01,INVEST,,252.0,7.0,4.0,0.0687
2025-02,INVEST,,259.0,15.0,8.0,0.0611
2025-03,INVEST,,269.0,12.0,5.0,0.0617
2025-04,INVEST,,270.0,13.0,10.0,0.0665
2025-05,INVEST,,268.0,13.0,7.0,0.0693
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,265.0,8.0,5.0,0.0404
2025-09,INVEST,,262.0,10.0,7.0,0.0491
2025-10,INVEST,,265.0,5.0,3.0,0.0462
2025-11,INVEST,,252.0,12.0,5.0,0.0453
2025-12,INVEST,,250.0,6.0,5.0,0.023
2026-01,INVEST,,255.0,6.0,3.0,0.0279
2026-02,INVEST,,261.0,13.0,8.0,0.062
2026-03,INVEST,,270.0,9.0,8.0,0.0418
2026-04,INVEST,,264.0,7.0,6.0,0.0469
2026-05,INVEST,,259.0,8.0,6.0,0.0377
