odds_source,profile,lookback_months,min_active_months,min_bets,min_roi,bets,profit,roi_pct,max_drawdown,active_months,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,verdict,passes_gate,fail_reasons
AVG_OPEN,default,12,6,50,0.02,166,21.25,12.8,3.78,17,11,6,3,0,2025-26,43,7.87,candidate_positive_but_unstable,True,[]
AVG_OPEN,lookback18,18,6,50,0.02,203,17.52,8.63,5.76,20,11,9,3,0,2025-26,43,7.87,candidate_positive_but_unstable,True,[]
AVG_OPEN,stricter_selection,12,8,80,0.04,156,17.49,11.21,3.78,16,10,6,3,0,2025-26,43,7.87,candidate_positive_but_unstable,True,[]
AVG_CLOSE,default,12,6,50,0.02,133,11.86,8.92,3.03,14,8,6,2,1,2025-26,48,8.3,candidate_positive_but_unstable,True,[]
AVG_CLOSE,lookback18,18,6,50,0.02,133,13.01,9.78,6.94,14,10,4,2,0,2025-26,48,10.17,candidate_positive_but_unstable,True,[]
AVG_CLOSE,stricter_selection,12,8,80,0.04,133,11.86,8.92,3.03,14,8,6,2,1,2025-26,48,8.3,candidate_positive_but_unstable,True,[]
MAX_OPEN,default,12,6,50,0.02,306,36.48,11.92,7.23,31,23,8,4,0,2025-26,87,11.79,research_candidate_requires_live_shadow,True,[]
MAX_OPEN,lookback18,18,6,50,0.02,322,41.56,12.91,5.74,32,24,8,4,0,2025-26,87,11.79,research_candidate_requires_live_shadow,True,[]
MAX_OPEN,stricter_selection,12,8,80,0.04,287,34.52,12.03,7.23,28,20,8,3,0,2025-26,87,11.79,research_candidate_requires_live_shadow,True,[]
MAX_CLOSE,default,12,6,50,0.02,243,29.65,12.2,6.84,24,18,6,3,0,2025-26,85,14.63,research_candidate_requires_live_shadow,True,[]
MAX_CLOSE,lookback18,18,6,50,0.02,195,25.64,13.15,6.84,20,16,4,2,0,2025-26,85,14.63,candidate_positive_but_unstable,True,[]
MAX_CLOSE,stricter_selection,12,8,80,0.04,243,29.65,12.2,6.84,24,18,6,3,0,2025-26,85,14.63,research_candidate_requires_live_shadow,True,[]
B365_OPEN,default,12,6,50,0.02,166,15.91,9.58,3.83,17,11,6,3,0,2025-26,45,7.96,candidate_positive_but_unstable,True,[]
B365_OPEN,lookback18,18,6,50,0.02,218,19.52,8.95,5.75,21,13,8,3,0,2025-26,45,7.96,candidate_positive_but_unstable,True,[]
B365_OPEN,stricter_selection,12,8,80,0.04,166,15.91,9.58,3.83,17,11,6,3,0,2025-26,45,7.96,candidate_positive_but_unstable,True,[]
B365_CLOSE,default,12,6,50,0.02,146,13.97,9.57,3.34,15,9,6,2,1,2025-26,59,9.3,candidate_positive_but_unstable,True,[]
B365_CLOSE,lookback18,18,6,50,0.02,143,13.14,9.19,6.94,15,10,5,2,0,2025-26,58,10.47,candidate_positive_but_unstable,True,[]
B365_CLOSE,stricter_selection,12,8,80,0.04,140,12.1,8.64,3.34,14,8,6,2,1,2025-26,53,7.43,candidate_positive_but_unstable,True,[]
PS_OPEN,default,12,6,50,0.02,154,17.29,11.23,3.82,16,10,6,3,0,2025-26,31,3.87,candidate_positive_but_unstable,True,[]
PS_OPEN,lookback18,18,6,50,0.02,183,14.68,8.02,6.77,18,11,7,3,0,2025-26,9,2.74,not_enough_recent_evidence,False,['latest_season_bets<10']
PS_OPEN,stricter_selection,12,8,80,0.04,144,13.54,9.4,3.82,15,9,6,3,0,2025-26,31,3.87,candidate_positive_but_unstable,True,[]
PS_CLOSE,default,12,6,50,0.02,153,11.18,7.31,4.09,16,9,7,2,1,2025-26,43,6.51,candidate_positive_but_unstable,True,[]
PS_CLOSE,lookback18,18,6,50,0.02,133,10.35,7.78,6.91,14,9,5,2,0,2025-26,35,5.78,candidate_positive_but_unstable,True,[]
PS_CLOSE,stricter_selection,12,8,80,0.04,128,6.63,5.18,4.09,13,7,6,2,1,2025-26,18,1.96,candidate_positive_but_unstable,True,[]
