columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|market_prob_bucket|favorite_relation,"away|[0.34,0.42)|market_favorite",190,9.75,5.13,52,30,22,2026-05,0.38,16.5645
market_prob_bucket|favorite_relation,"[0.34,0.42)|market_favorite",484,8.87,1.83,52,29,23,2026-05,3.51,12.2016
league|market_prob_bucket|favorite_relation,"D2|[0.34,0.42)|market_favorite",484,8.87,1.83,52,29,23,2026-05,3.51,12.2016
odds_bucket|market_prob_bucket|favorite_relation,"[2.2,2.8)|[0.34,0.42)|market_favorite",483,7.72,1.6,52,29,23,2026-05,3.51,12.1758
odds_bucket|market_prob_bucket,"[4.0,5.0)|[0.20,0.28)",483,15.87,3.29,51,27,23,2026-05,-0.8,8.3614
league|odds_bucket|market_prob_bucket,"D2|[4.0,5.0)|[0.20,0.28)",483,15.87,3.29,51,27,23,2026-05,-0.8,8.3614
odds_bucket|market_prob_bucket|favorite_relation,"[4.0,5.0)|[0.20,0.28)|market_non_favorite",483,15.87,3.29,51,27,23,2026-05,-0.8,8.3614
outcome|odds_bucket,"away|[4.0,5.0)",206,8.2,3.98,51,27,24,2026-05,0.2,6.4379
league|outcome|odds_bucket,"D2|away|[4.0,5.0)",206,8.2,3.98,51,27,24,2026-05,0.2,6.4379
outcome|odds_bucket|favorite_relation,"away|[4.0,5.0)|market_non_favorite",206,8.2,3.98,51,27,24,2026-05,0.2,6.4379
outcome|market_prob_bucket,"home|[0.28,0.34)",236,9.94,4.21,51,26,25,2026-05,3.0,2.4633
league|outcome|market_prob_bucket,"D2|home|[0.28,0.34)",236,9.94,4.21,51,26,25,2026-05,3.0,2.4633
outcome|market_prob_bucket|favorite_relation,"home|[0.28,0.34)|market_non_favorite",236,9.94,4.21,51,26,25,2026-05,3.0,2.4633
outcome|odds_bucket|market_prob_bucket,"home|[2.8,3.5)|[0.28,0.34)",234,6.49,2.77,51,26,25,2026-05,1.3,2.3051
