date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2021-08-07,2021-08,E3,Mansfield,Bristol Rvs,home,home,2.05,"[1.8,2.2)",0.4607779125081615,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.0499999999999998
2021-08-07,2021-08,E3,Mansfield,Bristol Rvs,draw,home,3.25,"[2.8,3.5)",0.29064452942822494,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Mansfield,Bristol Rvs,away,home,3.8,"[3.5,4.0)",0.24857755806361342,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Hartlepool,Crawley Town,home,home,2.15,"[1.8,2.2)",0.44510940714419295,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.15
2021-08-07,2021-08,E3,Hartlepool,Crawley Town,draw,home,3.4,"[2.8,3.5)",0.2814662427529456,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Hartlepool,Crawley Town,away,home,3.5,"[3.5,4.0)",0.27342435010286137,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Northampton,Port Vale,home,home,2.37,"[2.2,2.8)",0.4067013287117273,"[0.34,0.42)",market_favorite,B365_CLOSE,True,1.37
2021-08-07,2021-08,E3,Northampton,Port Vale,draw,home,3.3,"[2.8,3.5)",0.29208549971114967,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Northampton,Port Vale,away,home,3.2,"[2.8,3.5)",0.3012131715771231,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Oldham,Newport County,home,away,3.4,"[2.8,3.5)",0.27631578947368424,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Oldham,Newport County,draw,away,3.4,"[2.8,3.5)",0.27631578947368424,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Oldham,Newport County,away,away,2.1,"[1.8,2.2)",0.4473684210526316,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.1
2021-08-07,2021-08,E3,Salford,Leyton Orient,home,draw,1.9,"[1.8,2.2)",0.5011933174224343,"[0.42,0.55)",market_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Salford,Leyton Orient,draw,draw,3.5,"[3.5,4.0)",0.2720763723150358,"[0.20,0.28)",market_non_favorite,B365_CLOSE,True,2.5
2021-08-07,2021-08,E3,Salford,Leyton Orient,away,draw,4.2,"[4.0,5.0)",0.22673031026252982,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Scunthorpe,Swindon,home,away,2.6,"[2.2,2.8)",0.3658536585365853,"[0.34,0.42)",market_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Scunthorpe,Swindon,draw,away,3.3,"[2.8,3.5)",0.28824833702882485,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Scunthorpe,Swindon,away,away,2.75,"[2.2,2.8)",0.3458980044345898,"[0.34,0.42)",market_non_favorite,B365_CLOSE,True,1.75
2021-08-07,2021-08,E3,Stevenage,Barrow,home,home,2.05,"[1.8,2.2)",0.4612804025719877,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.0499999999999998
2021-08-07,2021-08,E3,Stevenage,Barrow,draw,home,3.3,"[2.8,3.5)",0.28655297735532564,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Stevenage,Barrow,away,home,3.75,"[3.5,4.0)",0.2521666200726866,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Tranmere,Walsall,home,home,2.0,"[1.8,2.2)",0.47291361639824303,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.0
2021-08-07,2021-08,E3,Tranmere,Walsall,draw,home,3.4,"[2.8,3.5)",0.2781844802342606,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Tranmere,Walsall,away,home,3.8,"[3.5,4.0)",0.24890190336749632,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Harrogate,Rochdale,home,home,2.15,"[1.8,2.2)",0.44134505158578524,"[0.42,0.55)",market_favorite,B365_CLOSE,True,1.15
2021-08-07,2021-08,E3,Harrogate,Rochdale,draw,home,3.3,"[2.8,3.5)",0.28754298815437523,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Harrogate,Rochdale,away,home,3.5,"[3.5,4.0)",0.2711119602598395,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Exeter,Bradford,home,draw,2.4,"[2.2,2.8)",0.3956834532374101,"[0.34,0.42)",market_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Exeter,Bradford,draw,draw,3.3,"[2.8,3.5)",0.2877697841726619,"[0.28,0.34)",market_non_favorite,B365_CLOSE,True,2.3
2021-08-07,2021-08,E3,Exeter,Bradford,away,draw,3.0,"[2.8,3.5)",0.31654676258992803,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Forest Green,Sutton,home,home,2.3,"[2.2,2.8)",0.41682673837879375,"[0.34,0.42)",market_favorite,B365_CLOSE,True,1.2999999999999998
2021-08-07,2021-08,E3,Forest Green,Sutton,draw,home,3.5,"[3.5,4.0)",0.27391471379177873,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Forest Green,Sutton,away,home,3.1,"[2.8,3.5)",0.3092585478294276,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Carlisle,Colchester,home,draw,1.95,"[1.8,2.2)",0.48390557939914164,"[0.42,0.55)",market_favorite,B365_CLOSE,False,-1.0
2021-08-07,2021-08,E3,Carlisle,Colchester,draw,draw,3.3,"[2.8,3.5)",0.28594420600858367,"[0.28,0.34)",market_non_favorite,B365_CLOSE,True,2.3
2021-08-07,2021-08,E3,Carlisle,Colchester,away,draw,4.1,"[4.0,5.0)",0.23015021459227467,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-14,2021-08,E3,Walsall,Forest Green,home,away,2.7,"[2.2,2.8)",0.3516483516483516,"[0.34,0.42)",market_favorite,B365_CLOSE,False,-1.0
2021-08-14,2021-08,E3,Walsall,Forest Green,draw,away,3.2,"[2.8,3.5)",0.2967032967032967,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-14,2021-08,E3,Walsall,Forest Green,away,away,2.7,"[2.2,2.8)",0.3516483516483516,"[0.34,0.42)",market_non_favorite,B365_CLOSE,True,1.7000000000000002
2021-08-14,2021-08,E3,Swindon,Carlisle,home,away,2.62,"[2.2,2.8)",0.3624657812024739,"[0.34,0.42)",market_favorite,B365_CLOSE,False,-1.0
2021-08-14,2021-08,E3,Swindon,Carlisle,draw,away,3.25,"[2.8,3.5)",0.2922031836155328,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0
2021-08-14,2021-08,E3,Swindon,Carlisle,away,away,2.75,"[2.2,2.8)",0.3453310351819934,"[0.34,0.42)",market_non_favorite,B365_CLOSE,True,1.75
