rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=FIN|[1.0,1.8)|[0.42,0.55)",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",PS_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=FIN|away|[2.8,3.5)",PS_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=FIN|[1.0,1.8)|[0.42,0.55)",PS_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=FIN|away|[2.8,3.5)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=FIN|[1.0,1.8)|[0.42,0.55)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|favorite_relation=FIN|[2.8,3.5)|market_non_favorite",AVG_CLOSE,409,-12.8,-3.13,409,4090.0,-128.0,-3.13,220.6,6,8,1,4,False,"['profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|odds_bucket|favorite_relation=FIN|[2.8,3.5)|market_non_favorite",MAX_CLOSE,433,-18.93,-4.37,433,4330.0,-189.3,-4.37,365.7,13,12,2,5,False,"['profit<=0', 'roi<3%', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|odds_bucket|favorite_relation=FIN|[2.8,3.5)|market_non_favorite",PS_CLOSE,540,-28.82,-5.34,540,5400.0,-288.2,-5.34,369.8,11,15,1,6,False,"['profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=FIN|away|[2.8,3.5)",AVG_CLOSE,21,-2.73,-13.0,21,210.0,-27.3,-13.0,90.0,2,1,1,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
