league,odds_source,rule_spec,label,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n120_ev0p0_top1_ridge10_cap0.08,108,13.0,18.0,120.0,0.0,10.0,13.0,-63.0,-48.46,63.0,2.0,11.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n80_ev0p0_top1_ridge35_cap0.08,108,11.0,18.0,80.0,0.0,35.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,9.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n80_ev0p02_top1_ridge10_cap0.08,108,11.0,18.0,80.0,0.02,10.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n80_ev0p02_top1_ridge35_cap0.08,108,11.0,18.0,80.0,0.02,35.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,9.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n120_ev0p0_top1_ridge35_cap0.08,108,11.0,18.0,120.0,0.0,35.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,9.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n120_ev0p02_top1_ridge10_cap0.08,108,11.0,18.0,120.0,0.02,10.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train18_n120_ev0p02_top1_ridge35_cap0.08,108,11.0,18.0,120.0,0.02,35.0,11.0,-76.3,-69.36,76.3,1.0,10.0,11.0,0.0,9.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n80_ev0p0_top1_ridge35_cap0.08,108,15.0,30.0,80.0,0.0,35.0,15.0,-115.1,-76.73,115.1,1.0,12.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n120_ev0p0_top1_ridge35_cap0.08,108,15.0,30.0,120.0,0.0,35.0,15.0,-115.1,-76.73,115.1,1.0,12.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n80_ev0p0_top1_ridge10_cap0.08,108,16.0,30.0,80.0,0.0,10.0,16.0,-125.1,-78.19,125.1,1.0,13.0,11.0,0.0,11.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n80_ev0p02_top1_ridge10_cap0.08,108,16.0,30.0,80.0,0.02,10.0,16.0,-125.1,-78.19,125.1,1.0,13.0,11.0,0.0,11.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n120_ev0p0_top1_ridge10_cap0.08,108,16.0,30.0,120.0,0.0,10.0,16.0,-125.1,-78.19,125.1,1.0,13.0,11.0,0.0,11.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n120_ev0p02_top1_ridge10_cap0.08,108,16.0,30.0,120.0,0.02,10.0,16.0,-125.1,-78.19,125.1,1.0,13.0,11.0,0.0,11.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n80_ev0p02_top1_ridge35_cap0.08,108,14.0,30.0,80.0,0.02,35.0,14.0,-140.0,-100.0,140.0,0.0,12.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_CLOSE,FIN_away_odds2p8_3p5,AVG_CLOSE_rulesfin_train30_n120_ev0p02_top1_ridge35_cap0.08,108,14.0,30.0,120.0,0.02,35.0,14.0,-140.0,-100.0,140.0,0.0,12.0,11.0,0.0,10.0,0.0,0.0,REJECT_TOO_FEW_BETS
FIN,AVG_OPEN,,,0,,,,,,,,,,,,,,,,,REJECT_NO_CANDIDATES
WORLD_CUP,AVG_OPEN,,,0,,,,,,,,,,,,,,,,,REJECT_NO_CANDIDATES
