label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[3.3,3.5)",41,7,0.1707,0.0853,3.3917,0.2949,-0.1242,-0.2097,41.0,-17.21,-41.98,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[2.2,2.8)",39,13,0.3333,0.2063,2.5285,0.3975,-0.0642,-0.1912,39.0,-7.34,-18.82,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[2.8,3.3)",39,14,0.359,0.2274,3.0931,0.3241,0.0348,-0.0967,39.0,4.58,11.74,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
