date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2023-05-07,SP2,Ponferradina,Malaga,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.363628,0.005125,2.9,1.0,False,-1.0,"DRAW_HEAVY_EU|draw|[2.8,3.5)|ev>=-0.02",2023-05
2023-05-07,SP2,Oviedo,Zaragoza,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.364718,0.001334,2.88,1.0,False,-1.0,"DRAW_HEAVY_EU|draw|[2.8,3.5)|ev>=-0.02",2023-05
2023-05-12,SP2,Burgos,Leganes,draw,away,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,high_draw_prob,0.373371,-0.002253,2.8,1.0,False,-1.0,"DRAW_HEAVY_EU|draw|[2.8,3.5)|ev>=-0.02",2023-05
2023-05-13,I2,Frosinone,Genoa,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.365978,0.004503,2.9,1.0,False,-1.0,"DRAW_HEAVY_EU|draw|[2.8,3.5)|ev>=-0.02",2023-05
2024-03-06,E1,Cardiff,Huddersfield,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.31864,-0.015557,3.25,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-08,SP2,Huesca,Andorra,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.386867,0.034345,2.8,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-09,SP2,Mirandes,Eldense,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.391541,0.077359,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-10,SP2,Santander,Tenerife,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.382779,0.059432,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,E1,Sunderland,QPR,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.31864,-0.015557,3.25,1.0,True,2.25,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,E1,Birmingham,Watford,draw,away,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.31864,-0.015557,3.25,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-24,SP2,Huesca,Burgos,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.392293,0.079524,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-30,SP2,Albacete,Huesca,draw,draw,"[2.8,3.5)",market_non_favorite,clear_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.379772,0.043466,2.88,1.0,True,1.88,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-31,SP2,Ferrol,Elche,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.396203,0.098363,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-31,SP1,Alaves,Sociedad,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.385256,0.064138,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-05-03,I1,Torino,Bologna,draw,draw,"[2.8,3.5)",market_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,high_draw_prob,0.372409,-0.009161,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-05
2024-05-05,SP2,Eldense,Leganes,draw,away,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.360295,-0.005544,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-05
2024-05-12,SP2,Cartagena,Tenerife,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.360439,-0.005126,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-05
2024-05-12,SP2,Amorebieta,Villarreal B,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.321585,-0.01133,3.25,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-05
2024-05-14,SP1,Osasuna,Mallorca,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.368511,0.014444,2.9,1.0,True,1.9,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-05
2024-10-04,SP1,Leganes,Valencia,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.392227,0.0753,2.88,1.0,True,1.88,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-04,SP2,Huesca,Cadiz,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,high_draw_prob,0.398448,0.067124,2.8,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-05,SP1,Getafe,Osasuna,draw,draw,"[2.8,3.5)",market_non_favorite,clear_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.365497,0.005251,2.9,1.0,True,1.9,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-05,SP2,Mirandes,Granada,draw,away,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.358044,-0.011935,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-05,SP2,Ferrol,Elche,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.355302,-0.019889,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-06,I2,Cosenza,Sudtirol,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.367738,0.011392,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-12,SP2,Cartagena,Ferrol,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.408168,0.125608,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-13,SP2,Elche,La Coruna,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.41279,0.107281,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-13,SP2,Huesca,Albacete,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.368323,0.017874,2.9,1.0,True,1.9,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-19,SP2,Mirandes,Eibar,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.394558,0.086409,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-20,SP2,Ferrol,Huesca,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.407678,0.092969,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-27,I2,Catanzaro,Sudtirol,draw,home,"[2.8,3.5)",market_non_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.400115,0.086227,2.85,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-27,SP2,Malaga,Eibar,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.37307,0.031639,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2024-10-29,I2,Modena,Cremonese,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.392777,0.046624,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.02",2024-10
2025-01-11,SP2,Huesca,Mirandes,draw,home,"[2.8,3.5)",market_non_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,high_draw_prob,0.393361,0.052733,2.8,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-01
2025-01-12,I2,Reggiana,Bari,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.400521,0.068592,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-01
2025-01-27,SP1,Alaves,Celta,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.35208,-0.001069,3.0,1.0,True,2.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-01
2025-01-28,E3,Crewe,AFC Wimbledon,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.41094,0.105197,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-01
2025-01-28,E1,Portsmouth,Millwall,draw,away,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.346707,-0.008194,3.0,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-01
2025-02-01,E2,Wigan,Lincoln,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.352279,0.008768,3.0,1.0,True,2.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-02
2025-02-02,I2,Sudtirol,Reggiana,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.385991,0.028049,2.8,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-02
2025-02-08,G1,Volos NFC,Panetolikos,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.379224,0.022943,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-02
2025-02-16,SP2,Huesca,Granada,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,high_draw_prob,0.404686,0.084616,2.8,1.0,True,1.8,"ALL|draw|[2.8,3.5)|ev>=-0.01",2025-02
