bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2020-02-23,2020-02-24,DNK,Aalborg,Brondby,draw,home,3.49,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-02,2019-20
2020-05-31,2020-06-01,DNK,Esbjerg,Aalborg,draw,draw,3.2,10.0,True,22.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-05,2019-20
2020-06-16,2020-06-17,DNK,Randers FC,Hobro,draw,home,3.34,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-22,2020-06-23,DNK,Lyngby,Odense,draw,away,3.36,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-28,2020-06-29,DNK,FC Copenhagen,Midtjylland,draw,away,3.27,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-07-13,2020-07-14,DNK,Hobro,Lyngby,draw,away,3.22,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-09-13,2020-09-14,DNK,Horsens,Randers FC,draw,away,3.41,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-09-20,2020-09-21,DNK,Randers FC,Aarhus,draw,draw,3.4,10.0,True,24.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-09-27,2020-09-28,DNK,Sonderjyske,Aalborg,draw,home,3.46,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-10-02,2020-10-03,DNK,Randers FC,Brondby,draw,away,3.42,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-10-04,2020-10-05,DNK,Aalborg,Aarhus,draw,draw,3.49,10.0,True,24.9,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-10-24,2020-10-25,DNK,Brondby,Midtjylland,draw,away,3.44,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-11-01,2020-11-02,DNK,Aalborg,Brondby,draw,home,3.48,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-20,2020-11-21,DNK,Lyngby,Horsens,draw,draw,3.37,10.0,True,23.7,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-22,2020-11-23,DNK,Odense,Sonderjyske,draw,draw,3.48,10.0,True,24.8,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-27,2020-11-28,DNK,Randers FC,Odense,draw,home,3.42,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-29,2020-11-30,DNK,Horsens,Vejle,draw,home,3.42,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-12-04,2020-12-05,DNK,Odense,Aalborg,draw,home,3.4,10.0,False,-10.0,train36_abs_form_points_bucket_n20_profit1_roi0p05_pm3_ev0p02|AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-12,2020-21
