month,bets,staked,profit,roi_pct
2022-11,2,20.0,-5.8,-29.0
2023-01,6,60.0,-27.8,-46.33
2023-02,4,40.0,6.4,16.0
2023-03,4,40.0,-10.3,-25.75
2023-04,6,60.0,17.8,29.67
2023-05,8,80.0,-3.1,-3.88
2023-06,1,10.0,7.1,71.0
2023-08,3,30.0,-1.1,-3.67
2023-09,8,80.0,26.0,32.5
2023-10,6,60.0,-13.4,-22.33
2023-11,7,70.0,37.1,53.0
2023-12,9,90.0,-11.6,-12.89
2024-01,8,80.0,15.4,19.25
2024-02,10,100.0,5.2,5.2
2024-03,6,60.0,29.9,49.83
2024-04,5,50.0,-4.9,-9.8
2024-05,9,90.0,20.2,22.44
2024-08,5,50.0,-5.1,-10.2
2024-09,6,60.0,25.0,41.67
2024-10,5,50.0,-22.7,-45.4
2024-11,5,50.0,13.2,26.4
2024-12,5,50.0,4.7,9.4
2025-01,4,40.0,-9.6,-24.0
2025-02,8,80.0,23.7,29.62
2025-03,5,50.0,5.9,11.8
2025-04,10,100.0,-19.9,-19.9
2025-05,7,70.0,17.3,24.71
2025-08,5,50.0,6.2,12.4
2025-09,7,70.0,-6.1,-8.71
2025-10,3,30.0,-1.1,-3.67
2025-11,5,50.0,14.3,28.6
2025-12,5,50.0,7.1,14.2
2026-01,3,30.0,12.0,40.0
2026-02,8,80.0,43.2,54.0
2026-03,8,80.0,7.8,9.75
2026-04,6,60.0,-22.8,-38.0
2026-05,6,60.0,28.3,47.17
