month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2024-09,INVEST,,211.0,2.0,1.0,0.2409
2024-10,ABSTAIN,no_positive_feature_edge,206.0,4.0,0.0,0.0
2024-11,INVEST,,191.0,1.0,1.0,0.0762
2024-12,ABSTAIN,no_positive_feature_edge,184.0,2.0,0.0,0.0
2025-01,ABSTAIN,no_candidates,,,,
2025-02,INVEST,,181.0,2.0,1.0,0.235
2025-03,ABSTAIN,no_positive_feature_edge,179.0,4.0,0.0,0.0
2025-04,INVEST,,178.0,12.0,3.0,0.1535
2025-05,INVEST,,181.0,4.0,1.0,0.2458
2025-06,ABSTAIN,no_candidates,,,,
2025-07,INVEST,,181.0,1.0,1.0,0.243
2025-08,ABSTAIN,no_positive_feature_edge,183.0,1.0,0.0,0.0
2025-09,INVEST,,184.0,1.0,1.0,0.238
2025-10,INVEST,,179.0,2.0,2.0,0.2349
2025-11,ABSTAIN,no_candidates,,,,
2025-12,ABSTAIN,no_candidates,,,,
2026-01,ABSTAIN,no_candidates,,,,
2026-02,ABSTAIN,no_candidates,,,,
2026-03,ABSTAIN,no_candidates,,,,
2026-04,ABSTAIN,no_candidates,,,,
2026-05,ABSTAIN,no_candidates,,,,
2026-06,ABSTAIN,no_candidates,,,,
