month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2016-01,ABSTAIN,no_candidates,,,,
2016-02,INVEST,,286.0,3.0,2.0,0.1109
2016-03,INVEST,,273.0,12.0,7.0,0.2215
2016-04,INVEST,,273.0,12.0,4.0,0.1768
2016-05,INVEST,,285.0,7.0,2.0,0.1557
2016-06,ABSTAIN,no_candidates,,,,
2016-07,INVEST,,283.0,6.0,2.0,0.1447
2016-08,INVEST,,291.0,9.0,1.0,0.2395
2016-09,INVEST,,302.0,10.0,4.0,0.1762
2016-10,INVEST,,297.0,10.0,5.0,0.1444
2016-11,INVEST,,288.0,8.0,1.0,0.0541
2016-12,INVEST,,291.0,8.0,3.0,0.1569
2017-01,ABSTAIN,no_candidates,,,,
2017-02,INVEST,,296.0,10.0,4.0,0.216
2017-03,INVEST,,301.0,13.0,4.0,0.183
2017-04,INVEST,,307.0,11.0,1.0,0.1677
2017-05,ABSTAIN,no_positive_feature_edge,319.0,15.0,0.0,0.0
2017-06,ABSTAIN,no_positive_feature_edge,332.0,1.0,0.0,0.0
2017-07,INVEST,,331.0,5.0,2.0,0.1813
2017-08,INVEST,,338.0,10.0,3.0,0.0749
2017-09,INVEST,,343.0,8.0,3.0,0.1881
2017-10,INVEST,,338.0,3.0,2.0,0.1751
2017-11,INVEST,,325.0,8.0,4.0,0.1747
2017-12,INVEST,,315.0,3.0,1.0,0.2297
2018-01,ABSTAIN,no_candidates,,,,
2018-02,INVEST,,312.0,7.0,3.0,0.1291
2018-03,INVEST,,299.0,9.0,6.0,0.1813
2018-04,INVEST,,301.0,8.0,6.0,0.2383
2018-05,INVEST,,302.0,9.0,5.0,0.2388
2018-06,ABSTAIN,no_candidates,,,,
2018-07,INVEST,,302.0,5.0,3.0,0.2381
2018-08,INVEST,,308.0,12.0,9.0,0.1947
2018-09,INVEST,,324.0,11.0,8.0,0.145
2018-10,INVEST,,322.0,6.0,3.0,0.1712
2018-11,INVEST,,314.0,11.0,5.0,0.1401
2018-12,INVEST,,317.0,4.0,4.0,0.2021
2019-01,ABSTAIN,no_candidates,,,,
2019-02,INVEST,,315.0,10.0,5.0,0.2333
2019-03,INVEST,,310.0,13.0,7.0,0.1796
2019-04,INVEST,,313.0,13.0,4.0,0.2132
2019-05,INVEST,,325.0,9.0,5.0,0.2074
2019-06,ABSTAIN,no_candidates,,,,
2019-07,INVEST,,320.0,4.0,1.0,0.0766
2019-08,INVEST,,328.0,2.0,2.0,0.0999
2019-09,INVEST,,320.0,8.0,4.0,0.1832
2019-10,INVEST,,316.0,6.0,2.0,0.1331
2019-11,ABSTAIN,no_positive_feature_edge,312.0,2.0,0.0,0.0
2019-12,INVEST,,291.0,4.0,2.0,0.0314
2020-01,ABSTAIN,no_candidates,,,,
2020-02,INVEST,,289.0,6.0,2.0,0.2338
2020-03,INVEST,,282.0,3.0,1.0,0.0594
2020-04,ABSTAIN,no_candidates,,,,
2020-05,ABSTAIN,no_positive_feature_edge,270.0,2.0,0.0,0.0
2020-06,INVEST,,264.0,12.0,4.0,0.1837
2020-07,INVEST,,279.0,8.0,2.0,0.1963
2020-08,ABSTAIN,no_candidates,,,,
2020-09,INVEST,,283.0,2.0,1.0,0.2522
2020-10,INVEST,,275.0,2.0,2.0,0.251
2020-11,INVEST,,268.0,2.0,1.0,0.0917
2020-12,ABSTAIN,no_positive_feature_edge,259.0,1.0,0.0,0.0
2021-01,ABSTAIN,no_candidates,,,,
2021-02,INVEST,,256.0,9.0,2.0,0.1857
2021-03,INVEST,,251.0,15.0,6.0,0.1704
2021-04,INVEST,,260.0,17.0,11.0,0.1811
2021-05,INVEST,,272.0,5.0,3.0,0.2396
2021-06,ABSTAIN,no_candidates,,,,
2021-07,INVEST,,260.0,3.0,1.0,0.2518
2021-08,INVEST,,268.0,6.0,5.0,0.2001
2021-09,ABSTAIN,no_positive_feature_edge,269.0,0.0,0.0,0.0
2021-10,INVEST,,254.0,4.0,4.0,0.1878
2021-11,INVEST,,239.0,8.0,4.0,0.181
2021-12,ABSTAIN,no_candidates,,,,
2022-01,ABSTAIN,no_candidates,,,,
2022-02,INVEST,,224.0,4.0,1.0,0.2471
2022-03,INVEST,,229.0,7.0,4.0,0.1997
2022-04,INVEST,,229.0,14.0,6.0,0.1688
2022-05,INVEST,,240.0,6.0,3.0,0.1455
2022-06,ABSTAIN,no_candidates,,,,
2022-07,INVEST,,242.0,5.0,1.0,0.1255
2022-08,INVEST,,249.0,3.0,2.0,0.0763
2022-09,INVEST,,249.0,3.0,3.0,0.2451
2022-10,INVEST,,251.0,7.0,2.0,0.2064
2022-11,INVEST,,265.0,3.0,2.0,0.1279
2022-12,ABSTAIN,no_candidates,,,,
2023-01,ABSTAIN,no_candidates,,,,
2023-02,INVEST,,234.0,5.0,3.0,0.2259
2023-03,INVEST,,241.0,7.0,6.0,0.169
2023-04,INVEST,,244.0,8.0,6.0,0.1829
2023-05,INVEST,,250.0,5.0,3.0,0.2136
2023-06,ABSTAIN,no_positive_feature_edge,252.0,0.0,0.0,0.0
2023-07,INVEST,,250.0,1.0,1.0,0.1997
2023-08,INVEST,,251.0,3.0,2.0,0.2188
2023-09,INVEST,,245.0,6.0,5.0,0.2162
2023-10,INVEST,,233.0,7.0,6.0,0.1605
2023-11,INVEST,,223.0,6.0,3.0,0.2359
2023-12,INVEST,,219.0,1.0,1.0,0.2434
2024-01,ABSTAIN,no_candidates,,,,
2024-02,INVEST,,213.0,4.0,1.0,0.2332
2024-03,INVEST,,207.0,5.0,2.0,0.1939
2024-04,INVEST,,213.0,9.0,3.0,0.0504
2024-05,INVEST,,216.0,5.0,2.0,0.1713
2024-06,ABSTAIN,no_candidates,,,,
2024-07,INVEST,,213.0,4.0,1.0,0.2382
2024-08,ABSTAIN,no_positive_feature_edge,218.0,0.0,0.0,0.0
