label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2024-25,84,36,0.4286,0.3282,3.1975,0.3133,0.1153,0.0149,840.0,315.5,37.56,CALIBRATED_EDGE_CONFIRMED,[]
2025-26,81,32,0.3951,0.2957,3.216,0.3117,0.0833,-0.0161,810.0,213.4,26.35,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2023-24,74,26,0.3514,0.2524,3.2432,0.3091,0.0423,-0.0567,740.0,87.3,11.8,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2022-23,64,21,0.3281,0.2257,3.1952,0.3134,0.0147,-0.0877,640.0,27.9,4.36,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
