label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.8,3.3)",212,84,0.3962,0.3328,3.1386,0.319,0.0772,0.0138,2120.0,510.7,24.09,CALIBRATED_EDGE_CONFIRMED,[]
"[3.3,3.5)",91,31,0.3407,0.2515,3.3868,0.2954,0.0453,-0.0438,910.0,133.4,14.66,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
