bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2026-02-01,2026-02-02,I2,Reggiana,Juve Stabia,draw,draw,2.96,25.0,True,49.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-01,2026-02-02,I2,Padova,Monza,draw,away,3.28,25.0,False,-25.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Spezia,Virtus Entella,draw,draw,2.81,14.29,True,25.86,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Carrarese,Sudtirol,draw,draw,2.9,14.29,True,27.14,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Mantova,Bari,draw,home,2.98,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Modena,Sampdoria,draw,away,3.11,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Frosinone,Venezia,draw,away,3.19,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Juve Stabia,Padova,draw,draw,3.33,14.29,True,33.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-07,2026-02-08,I2,Catanzaro,Reggiana,draw,home,3.42,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Virtus Entella,Cesena,draw,home,2.83,20.0,False,-20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Padova,Carrarese,draw,home,2.96,20.0,False,-20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
2026-02-10,2026-02-11,I2,Reggiana,Mantova,draw,home,2.99,20.0,False,-20.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2026-02,2025-26
