label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.8,3.3)",228,88,0.386,0.3252,3.1405,0.3188,0.0672,0.0064,2280.0,475.3,20.85,CALIBRATED_EDGE_CONFIRMED,[]
"[3.3,3.5)",96,33,0.3438,0.2564,3.3884,0.2952,0.0485,-0.0388,960.0,152.5,15.89,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
