bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2018-08-31,2018-09-01,DNK,Horsens,Vejle,draw,draw,3.12,10.0,True,21.2,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-08,2018-19
2018-09-02,2018-09-03,DNK,Randers FC,Aalborg,draw,draw,3.12,10.0,True,21.2,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-09,2018-19
2018-09-16,2018-09-17,DNK,Horsens,Aarhus,draw,home,3.09,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-09,2018-19
2018-09-17,2018-09-18,DNK,Aalborg,Vejle,draw,draw,3.23,10.0,True,22.3,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-09,2018-19
2018-10-21,2018-10-22,DNK,Randers FC,Sonderjyske,draw,draw,3.26,10.0,True,22.6,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-10,2018-19
2018-10-28,2018-10-29,DNK,Randers FC,Esbjerg,draw,away,3.29,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-10,2018-19
2018-11-05,2018-11-06,DNK,Vejle,Horsens,draw,home,3.0,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-11,2018-19
2018-11-10,2018-11-11,DNK,Horsens,Sonderjyske,draw,draw,3.16,10.0,True,21.6,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-11,2018-19
2018-11-11,2018-11-12,DNK,Aalborg,FC Copenhagen,draw,draw,3.37,10.0,True,23.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-11,2018-19
2018-11-25,2018-11-26,DNK,Vendsyssel,Esbjerg,draw,draw,3.23,10.0,True,22.3,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-11,2018-19
2018-12-03,2018-12-04,DNK,Aarhus,Vejle,draw,home,3.29,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-12,2018-19
2018-12-15,2018-12-16,DNK,Randers FC,Vejle,draw,home,3.4,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-12,2018-19
2018-12-16,2018-12-17,DNK,Esbjerg,Nordsjaelland,draw,home,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-12,2018-19
2018-12-17,2018-12-18,DNK,Aarhus,Hobro,draw,home,3.34,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2018-12,2018-19
2019-02-08,2019-02-09,DNK,Aarhus,Esbjerg,draw,home,3.19,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-02-09,2019-02-10,DNK,Vejle,Sonderjyske,draw,home,3.13,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-02-10,2019-02-11,DNK,Aalborg,Randers FC,draw,away,3.16,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-02-15,2019-02-16,DNK,Sonderjyske,Aarhus,draw,away,3.18,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-02-17,2019-02-18,DNK,Randers FC,FC Copenhagen,draw,away,3.3,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-02-24,2019-02-25,DNK,Horsens,Odense,draw,away,3.37,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-02,2018-19
2019-03-02,2019-03-03,DNK,Esbjerg,Horsens,draw,home,3.11,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-03,2018-19
2019-03-03,2019-03-04,DNK,Odense,Brondby,draw,home,3.25,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-03,2018-19
2019-03-10,2019-03-11,DNK,Sonderjyske,Esbjerg,draw,home,3.18,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-03,2018-19
2019-03-17,2019-03-18,DNK,Esbjerg,Vejle,draw,home,3.07,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-03,2018-19
2019-03-31,2019-04-01,DNK,Vendsyssel,Hobro,draw,draw,3.14,10.0,True,21.4,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-03,2018-19
2019-04-05,2019-04-06,DNK,Horsens,Aarhus,draw,away,3.15,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-04,2018-19
2019-04-14,2019-04-15,DNK,Hobro,Randers FC,draw,away,3.17,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-04,2018-19
2019-04-18,2019-04-19,DNK,Horsens,Vejle,draw,draw,3.34,10.0,True,23.4,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-04,2018-19
2019-04-22,2019-04-23,DNK,Hobro,Vendsyssel,draw,home,3.2,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-04,2018-19
2019-04-23,2019-04-24,DNK,Esbjerg,Odense,draw,draw,3.29,10.0,True,22.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-04,2018-19
2019-05-05,2019-05-06,DNK,Aalborg,Aarhus,draw,away,3.38,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-05,2018-19
2019-05-12,2019-05-13,DNK,Hobro,Vejle,draw,away,2.97,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-05,2018-19
2019-05-18,2019-05-19,DNK,Randers FC,Aarhus,draw,home,3.05,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-05,2018-19
2019-05-19,2019-05-20,DNK,Horsens,Vendsyssel,draw,draw,3.29,10.0,True,22.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-05,2018-19
2019-05-30,2019-05-31,DNK,Lyngby,Vendsyssel,draw,home,3.1,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-05,2018-19
2019-07-21,2019-07-22,DNK,Aalborg,Sonderjyske,draw,draw,3.45,10.0,True,24.5,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-07,2019-20
2019-08-04,2019-08-05,DNK,Esbjerg,Odense,draw,away,3.38,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-08,2019-20
2019-08-11,2019-08-12,DNK,Aalborg,Esbjerg,draw,home,3.26,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-08,2019-20
2019-08-12,2019-08-13,DNK,Sonderjyske,Aarhus,draw,draw,3.47,10.0,True,24.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-08,2019-20
2019-09-01,2019-09-02,DNK,Horsens,Lyngby,draw,home,3.3,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-09,2019-20
2019-09-15,2019-09-16,DNK,Esbjerg,Randers FC,draw,away,3.19,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-09,2019-20
2019-09-20,2019-09-21,DNK,Odense,Aarhus,draw,away,3.33,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-09,2019-20
2019-09-22,2019-09-23,DNK,FC Copenhagen,Midtjylland,draw,draw,3.25,10.0,True,22.5,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-09,2019-20
2019-09-30,2019-10-01,DNK,Horsens,Esbjerg,draw,draw,3.08,10.0,True,20.8,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-09,2019-20
2019-10-06,2019-10-07,DNK,Brondby,FC Copenhagen,draw,home,3.47,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-10,2019-20
2019-10-20,2019-10-21,DNK,Horsens,Hobro,draw,home,3.12,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-10,2019-20
2019-10-27,2019-10-28,DNK,Sonderjyske,Aalborg,draw,away,3.41,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-10,2019-20
2019-10-28,2019-10-29,DNK,Aarhus,FC Copenhagen,draw,away,3.34,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-10,2019-20
2019-11-01,2019-11-02,DNK,Esbjerg,Horsens,draw,draw,3.36,10.0,True,23.6,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-11,2019-20
2019-11-08,2019-11-09,DNK,Randers FC,Aalborg,draw,draw,3.47,10.0,True,24.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-11,2019-20
2019-11-10,2019-11-11,DNK,Midtjylland,FC Copenhagen,draw,home,3.35,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-11,2019-20
2019-12-01,2019-12-02,DNK,Esbjerg,Aarhus,draw,away,3.44,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-12,2019-20
2019-12-06,2019-12-07,DNK,Hobro,Horsens,draw,draw,3.13,10.0,True,21.3,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-12,2019-20
2019-12-08,2019-12-09,DNK,Sonderjyske,Esbjerg,draw,home,3.26,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-12,2019-20
2019-12-09,2019-12-10,DNK,Odense,Aalborg,draw,draw,3.39,10.0,True,23.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-12,2019-20
2019-12-15,2019-12-16,DNK,Horsens,Sonderjyske,draw,home,3.13,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2019-12,2019-20
2020-02-16,2020-02-17,DNK,Sonderjyske,Hobro,draw,home,3.29,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-02,2019-20
2020-02-23,2020-02-24,DNK,Aalborg,Brondby,draw,home,3.49,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-02,2019-20
2020-03-01,2020-03-02,DNK,FC Copenhagen,Aalborg,draw,home,3.44,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-03,2019-20
2020-03-08,2020-03-09,DNK,Sonderjyske,Odense,draw,draw,3.33,10.0,True,23.3,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-03,2019-20
2020-05-31,2020-06-01,DNK,Esbjerg,Aalborg,draw,draw,3.2,10.0,True,22.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-05,2019-20
2020-06-07,2020-06-08,DNK,Aalborg,Aarhus,draw,away,3.37,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-12,2020-06-13,DNK,Esbjerg,Randers FC,draw,home,3.33,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-13,2020-06-14,DNK,Hobro,Horsens,draw,draw,3.15,10.0,True,21.5,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-14,2020-06-15,DNK,Brondby,Aarhus,draw,draw,3.46,10.0,True,24.6,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-16,2020-06-17,DNK,Randers FC,Hobro,draw,home,3.34,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-20,2020-06-21,DNK,Horsens,Randers FC,draw,draw,3.22,10.0,True,22.2,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-22,2020-06-23,DNK,Lyngby,Odense,draw,away,3.36,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-06-28,2020-06-29,DNK,FC Copenhagen,Midtjylland,draw,away,3.27,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-06,2019-20
2020-07-04,2020-07-05,DNK,Sonderjyske,Odense,draw,draw,3.05,10.0,True,20.5,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-05,2020-07-06,DNK,Aalborg,Brondby,draw,home,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-11,2020-07-12,DNK,Randers FC,Odense,draw,home,3.21,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-13,2020-07-14,DNK,Hobro,Lyngby,draw,away,3.22,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-19,2020-07-20,DNK,FC Copenhagen,Aarhus,draw,away,3.38,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-20,2020-07-21,DNK,Lyngby,Hobro,draw,draw,3.47,10.0,True,24.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-07-26,2020-07-27,DNK,Horsens,Odense,draw,draw,3.44,10.0,True,24.4,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-07,2020-21
2020-09-13,2020-09-14,DNK,Horsens,Randers FC,draw,away,3.41,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-09-20,2020-09-21,DNK,Randers FC,Aarhus,draw,draw,3.4,10.0,True,24.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-09-27,2020-09-28,DNK,Sonderjyske,Aalborg,draw,home,3.46,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-09,2020-21
2020-10-02,2020-10-03,DNK,Randers FC,Brondby,draw,away,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-10-04,2020-10-05,DNK,Aalborg,Aarhus,draw,draw,3.49,10.0,True,24.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-10-24,2020-10-25,DNK,Brondby,Midtjylland,draw,away,3.44,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-10-30,2020-10-31,DNK,Vejle,Randers FC,draw,away,3.36,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-10,2020-21
2020-11-01,2020-11-02,DNK,Aalborg,Brondby,draw,home,3.48,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-08,2020-11-09,DNK,Horsens,Sonderjyske,draw,away,3.43,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-20,2020-11-21,DNK,Lyngby,Horsens,draw,draw,3.37,10.0,True,23.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-22,2020-11-23,DNK,Odense,Sonderjyske,draw,draw,3.48,10.0,True,24.8,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-27,2020-11-28,DNK,Randers FC,Odense,draw,home,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-11-29,2020-11-30,DNK,Horsens,Vejle,draw,home,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-11,2020-21
2020-12-04,2020-12-05,DNK,Odense,Aalborg,draw,home,3.4,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-12,2020-21
2020-12-20,2020-12-21,DNK,Sonderjyske,Randers FC,draw,away,3.29,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2020-12,2020-21
2021-02-14,2021-02-15,DNK,Odense,Aarhus,draw,draw,3.28,10.0,True,22.8,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-02,2020-21
2021-03-04,2021-03-05,DNK,Sonderjyske,Odense,draw,draw,3.19,10.0,True,21.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-03-08,2021-03-09,DNK,Aalborg,Sonderjyske,draw,home,3.26,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-03-12,2021-03-13,DNK,Lyngby,Nordsjaelland,draw,away,3.42,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-03-14,2021-03-15,DNK,FC Copenhagen,Midtjylland,draw,draw,3.25,10.0,True,22.5,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-03-15,2021-03-16,DNK,Aarhus,Randers FC,draw,draw,3.27,10.0,True,22.7,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-03-21,2021-03-22,DNK,Horsens,Lyngby,draw,away,3.3,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-03,2020-21
2021-04-04,2021-04-05,DNK,Horsens,Odense,draw,draw,3.29,10.0,True,22.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
2021-04-05,2021-04-06,DNK,Midtjylland,Brondby,draw,home,3.36,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
2021-04-06,2021-04-07,DNK,Lyngby,Vejle,draw,draw,3.2,10.0,True,22.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
2021-04-18,2021-04-19,DNK,Odense,Sonderjyske,draw,draw,3.09,10.0,True,20.9,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
2021-04-21,2021-04-22,DNK,Lyngby,Sonderjyske,draw,away,3.38,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
2021-04-22,2021-04-23,DNK,Vejle,Horsens,draw,home,3.36,10.0,False,-10.0,AVG_CLOSE_rulesdnk_draw_odds2p8_3p5_train30_n80_ev0p02_top1_ridge10_cap0.08|DNK_draw_odds2p8_3p5,2021-04,2020-21
