month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2016-01,ABSTAIN,no_candidates,,,,
2016-02,INVEST,,328.0,4.0,1.0,0.2051
2016-03,INVEST,,315.0,14.0,6.0,0.1369
2016-04,INVEST,,316.0,16.0,2.0,0.0784
2016-05,INVEST,,322.0,16.0,2.0,0.134
2016-06,ABSTAIN,no_candidates,,,,
2016-07,INVEST,,316.0,13.0,4.0,0.0876
2016-08,INVEST,,329.0,16.0,1.0,0.2052
2016-09,INVEST,,340.0,16.0,8.0,0.1957
2016-10,INVEST,,336.0,14.0,3.0,0.1007
2016-11,INVEST,,331.0,14.0,2.0,0.0996
2016-12,ABSTAIN,no_positive_feature_edge,330.0,9.0,0.0,0.0
2017-01,ABSTAIN,no_candidates,,,,
2017-02,INVEST,,331.0,12.0,3.0,0.1169
2017-03,INVEST,,325.0,15.0,4.0,0.11
2017-04,INVEST,,327.0,18.0,7.0,0.1341
2017-05,INVEST,,334.0,19.0,2.0,0.0607
2017-06,INVEST,,339.0,1.0,1.0,0.0287
2017-07,INVEST,,335.0,11.0,6.0,0.1756
2017-08,INVEST,,346.0,19.0,3.0,0.0884
2017-09,INVEST,,359.0,12.0,1.0,0.2164
2017-10,INVEST,,354.0,9.0,3.0,0.1467
2017-11,INVEST,,347.0,11.0,4.0,0.1988
2017-12,INVEST,,337.0,6.0,2.0,0.2033
2018-01,ABSTAIN,no_candidates,,,,
2018-02,INVEST,,332.0,12.0,7.0,0.1172
2018-03,INVEST,,324.0,11.0,6.0,0.1075
2018-04,INVEST,,320.0,17.0,10.0,0.1931
2018-05,INVEST,,323.0,13.0,6.0,0.2029
2018-06,ABSTAIN,no_candidates,,,,
2018-07,INVEST,,318.0,7.0,4.0,0.136
2018-08,INVEST,,325.0,18.0,6.0,0.1849
2018-09,INVEST,,339.0,11.0,3.0,0.1312
2018-10,INVEST,,336.0,9.0,2.0,0.1057
2018-11,INVEST,,329.0,12.0,4.0,0.1359
2018-12,INVEST,,325.0,6.0,4.0,0.1491
2019-01,ABSTAIN,no_candidates,,,,
2019-02,INVEST,,318.0,10.0,6.0,0.1874
2019-03,INVEST,,312.0,14.0,5.0,0.194
2019-04,INVEST,,310.0,16.0,5.0,0.1602
2019-05,INVEST,,312.0,11.0,5.0,0.1934
2019-06,ABSTAIN,no_positive_feature_edge,309.0,1.0,0.0,0.0
2019-07,INVEST,,301.0,5.0,1.0,0.2038
2019-08,INVEST,,306.0,3.0,3.0,0.1841
2019-09,INVEST,,297.0,9.0,5.0,0.1931
2019-10,INVEST,,291.0,8.0,4.0,0.2005
2019-11,INVEST,,281.0,4.0,3.0,0.0734
2019-12,INVEST,,266.0,6.0,5.0,0.2032
2020-01,ABSTAIN,no_candidates,,,,
2020-02,INVEST,,260.0,6.0,2.0,0.2117
2020-03,INVEST,,247.0,4.0,2.0,0.1292
2020-04,ABSTAIN,no_candidates,,,,
2020-05,INVEST,,230.0,2.0,1.0,0.1991
2020-06,INVEST,,221.0,16.0,8.0,0.2006
2020-07,INVEST,,231.0,10.0,7.0,0.1899
2020-08,ABSTAIN,no_candidates,,,,
2020-09,INVEST,,229.0,5.0,3.0,0.2155
2020-10,INVEST,,223.0,8.0,4.0,0.2011
2020-11,INVEST,,214.0,8.0,6.0,0.1919
2020-12,INVEST,,209.0,2.0,2.0,0.1767
2021-01,ABSTAIN,no_candidates,,,,
2021-02,INVEST,,204.0,12.0,1.0,0.2024
2021-03,INVEST,,198.0,18.0,6.0,0.1123
2021-04,INVEST,,205.0,21.0,8.0,0.1733
2021-05,INVEST,,217.0,8.0,5.0,0.2149
2021-06,ABSTAIN,no_candidates,,,,
2021-07,INVEST,,207.0,8.0,1.0,0.0579
2021-08,INVEST,,215.0,14.0,7.0,0.1741
2021-09,INVEST,,219.0,3.0,2.0,0.2203
2021-10,INVEST,,208.0,6.0,4.0,0.1454
2021-11,INVEST,,198.0,11.0,3.0,0.0759
2021-12,ABSTAIN,no_candidates,,,,
2022-01,ABSTAIN,no_candidates,,,,
2022-02,INVEST,,192.0,5.0,2.0,0.0746
2022-03,INVEST,,194.0,10.0,3.0,0.1725
2022-04,INVEST,,195.0,21.0,6.0,0.177
2022-05,INVEST,,208.0,8.0,2.0,0.216
2022-06,ABSTAIN,no_candidates,,,,
2022-07,INVEST,,206.0,9.0,1.0,0.0631
2022-08,INVEST,,215.0,6.0,2.0,0.1267
2022-09,INVEST,,215.0,9.0,5.0,0.2029
2022-10,INVEST,,220.0,11.0,1.0,0.2151
2022-11,INVEST,,231.0,7.0,1.0,0.0482
2022-12,ABSTAIN,no_candidates,,,,
2023-01,ABSTAIN,no_candidates,,,,
2023-02,INVEST,,210.0,7.0,4.0,0.1642
2023-03,INVEST,,217.0,10.0,4.0,0.1212
2023-04,INVEST,,222.0,11.0,3.0,0.1841
2023-05,INVEST,,225.0,10.0,5.0,0.1984
2023-06,ABSTAIN,no_positive_feature_edge,227.0,1.0,0.0,0.0
2023-07,INVEST,,226.0,3.0,1.0,0.1405
2023-08,INVEST,,229.0,7.0,3.0,0.2159
2023-09,INVEST,,224.0,8.0,5.0,0.2059
2023-10,INVEST,,214.0,7.0,6.0,0.2032
2023-11,INVEST,,200.0,9.0,2.0,0.2162
2023-12,INVEST,,201.0,2.0,2.0,0.1892
2024-01,ABSTAIN,no_candidates,,,,
2024-02,INVEST,,195.0,5.0,3.0,0.1993
2024-03,INVEST,,186.0,6.0,3.0,0.2042
2024-04,INVEST,,189.0,12.0,5.0,0.1458
2024-05,INVEST,,195.0,8.0,7.0,0.1782
2024-06,ABSTAIN,no_candidates,,,,
2024-07,INVEST,,192.0,5.0,2.0,0.1586
2024-08,INVEST,,197.0,1.0,1.0,0.2216
2024-09,INVEST,,193.0,2.0,2.0,0.2016
2024-10,INVEST,,185.0,5.0,4.0,0.2133
2024-11,INVEST,,169.0,2.0,1.0,0.169
2024-12,INVEST,,163.0,3.0,1.0,0.2209
2025-01,ABSTAIN,no_candidates,,,,
2025-02,INVEST,,157.0,2.0,2.0,0.1974
2025-03,INVEST,,153.0,5.0,4.0,0.1811
2025-04,INVEST,,149.0,11.0,1.0,0.2018
2025-05,ABSTAIN,no_positive_feature_edge,149.0,5.0,0.0,0.0
2025-06,ABSTAIN,no_candidates,,,,
2025-07,INVEST,,147.0,2.0,1.0,0.201
2025-08,INVEST,,149.0,6.0,5.0,0.1655
2025-09,INVEST,,148.0,9.0,7.0,0.1826
2025-10,INVEST,,147.0,7.0,4.0,0.1974
2025-11,INVEST,,143.0,5.0,4.0,0.1937
2025-12,INVEST,,138.0,1.0,1.0,0.1995
2026-01,ABSTAIN,no_candidates,,,,
2026-02,INVEST,,135.0,6.0,5.0,0.1719
2026-03,INVEST,,134.0,4.0,4.0,0.1922
2026-04,INVEST,,130.0,8.0,6.0,0.1912
2026-05,INVEST,,131.0,3.0,2.0,0.1124
2026-06,ABSTAIN,no_candidates,,,,
