month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,positive_clv_validation_brier,minimum_positive_clv_probability,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,3697,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,5889,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2021-12,2021-03-01..2021-11-30,ABSTAIN_INNER_VALIDATION,7579,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-01,2021-04-01..2021-12-31,ABSTAIN_INNER_VALIDATION,9382,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-02,2021-05-01..2022-01-31,ABSTAIN_INNER_VALIDATION,11071,0,0,0.0,0.0,0.0,2800.0,,,,,,,,,,,,,,
2022-03,2021-06-01..2022-02-28,ABSTAIN_INNER_VALIDATION,13361,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-04,2021-07-01..2022-03-31,ABSTAIN_INNER_VALIDATION,15169,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2022-05,2021-08-01..2022-04-30,ABSTAIN_INNER_VALIDATION,17439,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-08,2021-11-01..2022-07-31,ABSTAIN_INNER_VALIDATION,13109,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-09,2021-12-01..2022-08-31,ABSTAIN_INNER_VALIDATION,13386,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2022-10,2022-01-01..2022-09-30,ABSTAIN_INNER_VALIDATION,13128,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-11,2022-02-01..2022-10-31,ABSTAIN_INNER_VALIDATION,14076,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2022-12,2022-03-01..2022-11-30,ABSTAIN_INNER_VALIDATION,13040,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2023-01,2022-04-01..2022-12-31,ABSTAIN_INNER_VALIDATION,12255,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2023-02,2022-05-01..2023-01-31,ABSTAIN_INNER_VALIDATION,11723,0,0,0.0,0.0,0.0,2800.0,,,,,,,,,,,,,,
2023-03,2022-06-01..2023-02-28,ABSTAIN_INNER_VALIDATION,12655,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
