test_month,candidate_id,match_key,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,consensus_home_probability,consensus_draw_probability,consensus_away_probability,consensus_entropy,consensus_favorite_probability,selected_vs_favorite_probability,home_away_probability_gap,consensus_max_dispersion,execution_quote_advantage_pct,execution_book_overround,execution_selected_probability_gap,execution_nonselected_mean_absolute_gap,execution_selection_specificity,consensus_favorite_outcome,predicted_closing_edge_pct,lower_closing_edge_pct,predicted_closing_probability,predicted_positive_clv_probability,stake,estimated_probability_from_lower_clv,estimated_probability_from_unshrunk_training_market,estimated_probability_from_training_market,market_calibration_weight,estimated_probability_from_training_market_logistic,estimated_probability_from_validated_market_residual,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2021-12,data\historical_csv\football-data\2122\B1.csv:146:home,data\historical_csv\football-data\2122\B1.csv:146,data\historical_csv\football-data\2122\B1.csv,146,2021-12-03,B1,St Truiden,St. Gilloise,home,0.2491322587215617,0.23960760899493816,4.43,4.5,6.1461707847575875,0.007524649726623528,5,0.0,WH,4.0-5.0,sportsbook,0.22573363431151244,1.1036559061365183,0.009524649726623535,0.030203433972126915,1.4883995840570443,0.06206688233570715,0.3708083502563644,0.2,1.5801354401805856,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,0.2491322587215617,0.2780991634364587,0.4727685778419797,1.0563161756054789,0.4727685778419797,-0.22363631912041798,0.22363631912041798,0.007524649726623528,12.5,0.0771241830065359,0.04282157910991122,0.051937137457433724,-0.009115558347522507,away,11.39843052040439,6.871797877332142,0.2514637257796939,0.8818833638237897,0.2,0.24124559340255564,0.23605987868330047,0.24043571321259777,0.15617523018585627,,,0.0,lower_clv,True,0.210824674735707,4.743277803006764,-6.604669092081794,False,away,False,-0.2
2021-12,data\historical_csv\football-data\2122\I2.csv:162:home,data\historical_csv\football-data\2122\I2.csv:162,data\historical_csv\football-data\2122\I2.csv,162,2021-12-10,I2,Cremonese,Crotone,home,0.5471061763299465,0.5330356378786342,1.9604,1.98,4.49630644972745,0.012070538451312295,5,0.0,BW,1.5-2.0,sportsbook,0.5100999795960008,1.0725469480772272,0.014070538451312342,0.022062515419370526,0.6731485340532554,0.2993251681783745,0.36828372056798536,0.2,0.9997959600081652,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5471061763299465,0.25708740266775676,0.19580642100229662,0.9984659810958169,0.5471061763299465,0.0,0.3512997553276499,0.012070538451312295,13.142857142857146,0.06943842237959874,0.07484849932716847,0.03742424966358432,0.03742424966358415,home,8.448263628200214,6.445100956986027,0.5531945706396665,0.8437006278176424,0.67,0.5429764382625282,0.5560907090920988,0.545024562528056,0.15617523018585627,,,0.0,lower_clv,True,0.5471942588407068,1.8275045540839803,7.271962503132157,True,home,True,0.64
2021-12,data\historical_csv\football-data\2122\B1.csv:158:away,data\historical_csv\football-data\2122\B1.csv:158,data\historical_csv\football-data\2122\B1.csv,158,2021-12-11,B1,St Truiden,Cercle Brugge,away,0.37422919281401823,0.3680812060592269,2.862,2.9,5.3448411741507496,0.004147986754791359,5,0.0,WH,2.0-3.0,sportsbook,0.3494060097833683,1.0710439498337203,0.006147986754791335,0.011084081184582508,1.0515206811342592,0.14004748875423165,0.3935097357281205,0.2,1.3277428371767819,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,0.3238533113326947,0.30191749585328714,0.37422919281401823,1.0945349443048298,0.37422919281401823,0.0,0.05037588148132355,0.010919607460790716,5.8394160583941535,0.06740823136818697,0.05117792145095029,0.02558896072547509,0.0255889607254752,away,6.693797058088902,3.769367571751925,0.3727945389870332,0.6865201413719939,0.2,0.36257640660989493,0.369055279741927,0.36358824611263496,0.15617523018585627,,,0.0,lower_clv,True,0.3747345547526432,2.668555614413742,7.2490295702065,True,away,True,0.37
2021-12,data\historical_csv\football-data\2122\E2.csv:252:home,data\historical_csv\football-data\2122\E2.csv:252,data\historical_csv\football-data\2122\E2.csv,252,2021-12-11,E2,Fleetwood Town,Gillingham,home,0.5316150830607956,0.5194938547061433,1.9604,1.98,1.8415752765923221,0.010121228354652368,5,0.0,BW,1.5-2.0,sportsbook,0.5100999795960008,1.0421782088323837,0.012121228354652347,0.019038640319192942,0.6731485340532554,0.28261459653773663,0.35785591384297416,0.2,0.9997959600081652,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5316150830607956,0.2494596175088259,0.21892529943037836,1.0148105218190615,0.5316150830607956,0.0,0.3126897836304173,0.014854310789326983,9.999999999999986,0.07647907647907637,0.062446182256506,0.03122309112825311,0.03122309112825289,home,5.476566520496218,3.4734038492820307,0.5380359442996134,0.7528918840062614,0.36,0.5278178119224752,0.5393605601579099,0.5296205032851216,0.15617523018585627,,,0.0,lower_clv,True,0.5290931051828694,1.8900265193483705,3.7234123400497143,True,home,True,0.35
2021-12,data\historical_csv\football-data\2122\N1.csv:140:home,data\historical_csv\football-data\2122\N1.csv:140,data\historical_csv\football-data\2122\N1.csv,140,2021-12-11,N1,Zwolle,For Sittard,home,0.5228425503533685,0.5068772830637751,1.98,2.0,0.36170204662746563,0.013965267289593318,5,0.0,BW,1.5-2.0,sportsbook,0.5050505050505051,1.0352282496996696,0.015965267289593355,0.026710273064337917,0.6830968447064438,0.2733643324600146,0.35715209642465595,0.2,1.0101010101010166,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5228425503533685,0.25693967441875665,0.22021777522787497,1.0214291423882222,0.5228425503533685,0.0,0.30262477512549346,0.013965267289593318,9.289617486338786,0.055984555984555984,0.04935077704441049,0.024675388522205174,0.024675388522205313,home,4.57888990917954,2.555699698506153,0.5281762116625229,0.7564361747805357,0.26,0.5179580792853846,0.5298758180382249,0.5198193348784043,0.15617523018585627,,,0.0,lower_clv,True,0.45512896497501243,2.1971794303509165,-9.884464934947534,False,away,False,-0.26
2021-12,data\historical_csv\football-data\2122\B1.csv:162:home,data\historical_csv\football-data\2122\B1.csv:162,data\historical_csv\football-data\2122\B1.csv,162,2021-12-12,B1,Gent,Genk,home,0.5207001905742764,0.5087468653108813,2.029,2.05,3.224738971577823,0.009953325263395072,5,0.0,WH,2.0-3.0,sportsbook,0.49285362247412523,1.0565006866752067,0.011953325263395098,0.019115271020772286,0.7075430608436777,0.2711286884640878,0.3684178066208098,0.2,1.0349926071956617,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.5207001905742764,0.25030388493923683,0.22899592448648676,1.0240414572357663,0.5207001905742764,0.0,0.29170426608778965,0.02180935764366524,2.499999999999991,0.06763681082188988,0.063798673968402,0.031899336984200916,0.03189933698420108,home,8.017865407659453,5.944606348338133,0.5323699625808747,0.7904359823216544,0.58,0.5221518302037365,0.5275585244265519,0.5229962219185291,0.15617523018585627,,,0.0,lower_clv,True,0.5960204915290852,1.6777946634594878,20.93255773125138,True,home,True,0.6
2022-01,data\historical_csv\football-data\2122\SP2.csv:239:away,data\historical_csv\football-data\2122\SP2.csv:239,data\historical_csv\football-data\2122\SP2.csv,239,2022-01-02,SP2,Mirandes,Zaragoza,away,0.4296060844392185,0.4144572229411089,2.568,2.6,6.4326148512767745,0.013148861498109581,5,0.0,B365,2.0-3.0,sportsbook,0.3894080996884735,1.1032284248399131,0.015148861498109567,0.030606786017179668,0.9431273858277147,0.18456138778719694,0.4051732633528406,0.2,1.2461059190031154,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,0.27244130861100085,0.2979526069497806,0.4296060844392185,1.0779998094380936,0.4296060844392185,0.0,0.15716477582821764,0.013148861498109581,0.0,0.10256410256410242,0.0807688751368929,0.04038443756844651,0.040384437568446396,away,7.0808893457979805,5.7766676035414966,0.416981656330989,0.7234703140773,0.37,0.4119029112287441,0.42228376831911063,0.4119029112287441,0.0,,,0.0,lower_clv,True,0.3967693520738231,2.520355956863169,1.890369612557774,True,home,False,-0.37
2022-01,data\historical_csv\football-data\2122\P1.csv:154:home,data\historical_csv\football-data\2122\P1.csv:154,data\historical_csv\football-data\2122\P1.csv,154,2022-01-13,P1,Famalicao,Belenenses,home,0.5626507100116103,0.545669470012285,1.882,1.9,2.6949942563120333,0.014981239999325246,5,0.0,B365,1.5-2.0,sportsbook,0.5313496280552604,1.0589086362418505,0.016981239999325215,0.02662618163054679,0.6323350411631878,0.31657582147656915,0.35578375987568844,0.2,0.9564293304994642,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5626507100116103,0.2594444940609092,0.17790479592748057,0.9807778943618826,0.5626507100116103,0.0,0.3847459140841297,0.014981239999325246,11.764705882352944,0.07043343653250767,0.07096596669996891,0.035482983349984454,0.035482983349984454,home,5.573944323397062,4.618124495154574,0.560966760485638,0.6838550656903865,0.52,0.555888015383393,0.5639846568798458,0.555888015383393,0.0,,,0.0,lower_clv,True,0.6298210050916653,1.5877526978549377,18.53231315825139,True,home,True,0.46
2022-01,data\historical_csv\football-data\2122\N1.csv:164:home,data\historical_csv\football-data\2122\N1.csv:164,data\historical_csv\football-data\2122\N1.csv,164,2022-01-14,N1,Zwolle,Willem II,home,0.3123726560091148,0.3085295519898937,3.45,3.5,6.442695436513324,0.001843104019221093,5,0.0,BW,3.0-4.0,sportsbook,0.2898550724637681,1.077685663231446,0.0038431040192211108,0.005900337253486466,1.2383742310432684,0.09757667622218875,0.3868342476842309,0.2,1.4492753623188248,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,0.3123726560091148,0.28742095330835943,0.4002063906825257,1.0883213604878528,0.4002063906825257,-0.08783373467341093,0.08783373467341093,0.006698571057630517,14.006514657980462,0.05602240896358546,0.041815626831396,0.029814177864640967,0.012001448966755035,away,7.329853644504891,5.577686584230412,0.3111010250565359,0.7950027165024158,0.23,0.30602227995429104,0.2989300259249378,0.30602227995429104,0.0,,,0.0,lower_clv,True,0.391542573256002,2.554000684227436,35.082187773320705,True,home,True,0.56
2022-01,data\historical_csv\football-data\2122\F1.csv:205:away,data\historical_csv\football-data\2122\F1.csv:205,data\historical_csv\football-data\2122\F1.csv,205,2022-01-16,F1,Troyes,Lyon,away,0.5746722238604532,0.5628220181541508,1.784,1.8,0.4074480387004975,0.009850205706302424,5,0.0,BW,1.5-2.0,sportsbook,0.5605381165919282,1.0252152473670486,0.011850205706302464,0.017140563433068124,0.5788580341578177,0.3302481648767189,0.3326536337889633,0.2,0.8968609865470878,away:1.5-2.0,away:sportsbook,sportsbook:1.5-2.0,0.18749940017045344,0.2378283759690934,0.5746722238604532,0.9737835197459364,0.5746722238604532,0.0,0.38717282368999983,0.009850205706302424,5.882352941176472,0.055868250990202206,0.0485123028337997,0.024256151416899865,0.024256151416899838,away,3.173957406004524,2.2679092797640354,0.578329357656976,0.5174144067090911,0.29,0.5732506125547311,0.5767877316884555,0.5732506125547311,0.0,,,0.0,lower_clv,True,0.5391468115480664,1.8547823683287186,-3.816208819824951,False,away,True,0.23
