test_month,date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved
2021-11,2021-11-01,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-02,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-03,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-04,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-05,1,0.75,0.92,0.92,0.0,99.25
2021-11,2021-11-06,1,0.27,-0.27,0.65,0.27,99.73
2021-11,2021-11-07,1,1.06,0.76,1.41,0.0,98.94
2021-11,2021-11-08,0,0.0,0.0,1.41,0.0,100.0
2021-11,2021-11-09,0,0.0,0.0,1.41,0.0,100.0
2021-11,2021-11-10,0,0.0,0.0,1.41,0.0,100.0
2021-11,2021-11-11,0,0.0,0.0,1.41,0.0,100.0
2021-11,2021-11-12,0,0.0,0.0,1.41,0.0,100.0
2021-11,2021-11-13,1,0.1,-0.1,1.31,0.1,99.9
2021-11,2021-11-14,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-15,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-16,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-17,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-18,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-19,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-20,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-21,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-22,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-23,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-24,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-25,0,0.0,0.0,1.31,0.1,100.0
2021-11,2021-11-26,1,0.32,-0.32,0.99,0.42,99.68
2021-11,2021-11-27,0,0.0,0.0,0.99,0.42,100.0
2021-11,2021-11-28,0,0.0,0.0,0.99,0.42,100.0
2021-11,2021-11-29,0,0.0,0.0,0.99,0.42,100.0
2021-11,2021-11-30,0,0.0,0.0,0.99,0.42,100.0
2021-12,2021-12-01,0,0.0,0.0,0.0,0.0,100.0
2021-12,2021-12-02,0,0.0,0.0,0.0,0.0,100.0
2021-12,2021-12-03,1,0.25,-0.25,-0.25,0.25,99.75
2021-12,2021-12-04,1,1.45,-1.45,-1.7,1.7,98.55
2021-12,2021-12-05,1,0.13,-0.13,-1.83,1.83,99.87
2021-12,2021-12-06,0,0.0,0.0,-1.83,1.83,100.0
2021-12,2021-12-07,0,0.0,0.0,-1.83,1.83,100.0
2021-12,2021-12-08,0,0.0,0.0,-1.83,1.83,100.0
2021-12,2021-12-09,0,0.0,0.0,-1.83,1.83,100.0
2021-12,2021-12-10,2,0.78,0.34,-1.49,1.49,99.22
2021-12,2021-12-11,3,0.67,0.25,-1.24,1.24,99.33
2021-12,2021-12-12,1,0.5,0.51,-0.73,0.73,99.5
