test_month,candidate_id,match_key,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,consensus_home_probability,consensus_draw_probability,consensus_away_probability,consensus_entropy,consensus_favorite_probability,selected_vs_favorite_probability,home_away_probability_gap,consensus_max_dispersion,execution_quote_advantage_pct,execution_book_overround,execution_selected_probability_gap,execution_nonselected_mean_absolute_gap,execution_selection_specificity,consensus_favorite_outcome,predicted_closing_edge_pct,lower_closing_edge_pct,ranking_lower_closing_edge_pct,predicted_closing_probability,selection_ranking_score,stake,estimated_probability_from_lower_clv,estimated_probability_from_unshrunk_training_market,estimated_probability_from_training_market,market_calibration_weight,estimated_probability_from_training_market_logistic,estimated_probability_from_validated_market_residual,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2021-11,data\historical_csv\football-data\2122\B1.csv:119:home,data\historical_csv\football-data\2122\B1.csv:119,data\historical_csv\football-data\2122\B1.csv,119,2021-11-05,B1,Oud-Heverlee Leuven,Oostende,home,0.4970961823934177,0.4903947771720581,2.225,2.25,9.112837920782923,0.004701405221359606,5,0.0,WH,2.0-3.0,sportsbook,0.449438202247191,1.1060390058253544,0.006701405221359591,0.009457737532248366,0.7997569156182036,0.24710461455010999,0.3975561095965437,0.2,1.1235955056179803,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.4970961823934177,0.24139383245115956,0.2615099851554228,1.041314249009638,0.4970961823934177,0.0,0.2355861972379949,0.005710115641130082,15.97938144329898,0.0793650793650793,0.08533147651106476,0.042665738255532396,0.04266573825553237,home,9.179385992969857,9.179385992969857,9.179385992969857,0.4906938696313252,9.179385992969857,0.75,0.49069386963132516,0.49810976460261425,0.49069386963132516,0.0,,,0.0,lower_clv,True,0.5421595740457542,1.844475405161078,20.630505225180308,True,home,True,0.92
2021-11,data\historical_csv\football-data\2122\SP2.csv:158:home,data\historical_csv\football-data\2122\SP2.csv:158,data\historical_csv\football-data\2122\SP2.csv,158,2021-11-06,SP2,Oviedo,Las Palmas,home,0.4454368932038835,0.41578383457923945,2.323,2.35,-3.4134152272426777,0.02765305862464406,5,0.0,WH,2.0-3.0,sportsbook,0.4304778303917348,1.0347499029126215,0.02965305862464407,0.062080754976860025,0.8428594537882721,0.19841402582712794,0.37544069650297013,0.2,1.162290142057687,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.4454368932038835,0.301747572815534,0.2528155339805825,1.0694133184722718,0.4454368932038835,0.0,0.19262135922330104,0.02765305862464406,9.302325581395365,0.08285950110051354,0.05246632365063347,0.026233161825316736,0.026233161825316736,home,3.5161466725558865,3.5161466725558865,3.5161466725558865,0.4456140623011446,3.5161466725558865,0.27,0.4456140623011446,0.44558935146225215,0.4456140623011446,0.0,,,0.0,lower_clv,True,0.4447722322068942,2.248341797414257,3.3205895416615228,True,draw,False,-0.27
2021-11,data\historical_csv\football-data\2122\SP2.csv:163:home,data\historical_csv\football-data\2122\SP2.csv:163,data\historical_csv\football-data\2122\SP2.csv,163,2021-11-07,SP2,Almeria,Burgos,home,0.6294575586352333,0.616145259982506,1.7153999999999998,1.73,5.693557897399071,0.011312298652727289,5,0.0,WH,1.5-2.0,sportsbook,0.5829544129649062,1.0797714960828793,0.013312298652727317,0.017971503396121254,0.5396462895741839,0.3962168181230282,0.339684435961928,0.2,0.8511134429287637,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.6294575586352333,0.23911569881435893,0.13142674255040773,0.9002075491818455,0.6294575586352333,0.0,0.4980308160848256,0.012114982843738496,13.815789473684204,0.08048566247308186,0.09448083274524455,0.04724041637262223,0.047240416372622315,home,7.585503337133281,7.585503337133281,7.585503337133281,0.6271744394143249,7.585503337133281,1.06,0.6271744394143249,0.6324901565865254,0.6271744394143249,0.0,,,0.0,lower_clv,True,0.6733347606525323,1.4851453666685717,15.50384484233538,True,home,True,0.76
2021-11,data\historical_csv\football-data\2122\E3.csv:188:home,data\historical_csv\football-data\2122\E3.csv:188,data\historical_csv\football-data\2122\E3.csv,188,2021-11-13,E3,Scunthorpe,Salford,home,0.24467244710680972,0.2352526047865539,4.136,4.2,-2.699522660281295,0.007419842320255818,5,0.0,BW,4.0-5.0,sportsbook,0.24177949709864602,1.011965241233765,0.009419842320255806,0.03032561454300879,1.419729137206128,0.0598646063732346,0.34736860222906296,0.2,1.547388781431347,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,0.24467244710680972,0.2880594818893856,0.4672680710038047,1.0584957904623529,0.4672680710038047,-0.22259562389699497,0.22259562389699497,0.007501028236587687,0.23866348448686736,0.07349639607704139,0.022878280898774528,0.011439140449387208,0.01143914044938732,away,3.105343669633487,3.105343669633487,3.105343669633487,0.24928758140627053,3.105343669633487,0.1,0.24928758140627053,0.24201641832729529,0.24928758140627053,0.0,,,0.0,lower_clv,True,0.24543374031703322,4.074419428674614,1.5113949951249372,True,draw,False,-0.1
2021-11,data\historical_csv\football-data\2122\SP2.csv:189:home,data\historical_csv\football-data\2122\SP2.csv:189,data\historical_csv\football-data\2122\SP2.csv,189,2021-11-26,SP2,Alcorcon,Lugo,home,0.42539013641633056,0.4139378549031113,2.4699999999999998,2.5,2.2426501610684824,0.009452281513219255,5,0.0,WH,2.0-3.0,sportsbook,0.40485829959514175,1.0507136369483363,0.011452281513219253,0.02222026489106997,0.9042181506398858,0.18095676816030432,0.38464548245082314,0.2,1.2145748987854255,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,0.42539013641633056,0.3119527667053091,0.2626570968783603,1.0781443004988684,0.42539013641633056,0.0,0.16273303953797025,0.009452281513219255,8.69565217391306,0.08055555555555549,0.055210187830212254,0.027605093915106182,0.02760509391510607,home,4.71530704885379,4.71530704885379,4.71530704885379,0.423948611533821,4.71530704885379,0.32,0.4239486115338211,0.4252107763924143,0.4239486115338211,0.0,,,0.0,lower_clv,True,0.4067551749975636,2.4584813211189998,0.4685282243982014,True,draw,False,-0.32
2021-12,data\historical_csv\football-data\2122\B1.csv:146:home,data\historical_csv\football-data\2122\B1.csv:146,data\historical_csv\football-data\2122\B1.csv,146,2021-12-03,B1,St Truiden,St. Gilloise,home,0.2491322587215617,0.23960760899493816,4.43,4.5,6.1461707847575875,0.007524649726623528,5,0.0,WH,4.0-5.0,sportsbook,0.22573363431151244,1.1036559061365183,0.009524649726623535,0.030203433972126915,1.4883995840570443,0.06206688233570715,0.3708083502563644,0.2,1.5801354401805856,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,0.2491322587215617,0.2780991634364587,0.4727685778419797,1.0563161756054789,0.4727685778419797,-0.22363631912041798,0.22363631912041798,0.007524649726623528,12.5,0.0771241830065359,0.04282157910991122,0.051937137457433724,-0.009115558347522507,away,10.821500562001507,8.516029445291773,8.516029445291773,0.25016140081715915,8.516029445291773,0.25,0.24495717707740808,0.24670329000871832,0.24506289558631333,0.06054505811713176,,,0.0,lower_clv,True,0.210824674735707,4.743277803006764,-6.604669092081794,False,away,False,-0.25
2021-12,data\historical_csv\football-data\2122\D2.csv:139:home,data\historical_csv\football-data\2122\D2.csv:139,data\historical_csv\football-data\2122\D2.csv,139,2021-12-04,D2,Hansa Rostock,Ingolstadt,home,0.6345145420320519,0.6093168669209921,1.8134000000000001,1.83,10.493520647452703,0.023197675111059853,5,0.0,B365,1.5-2.0,sportsbook,0.5514503143266791,1.150628670520923,0.02519767511105986,0.03655972176267009,0.5952035362298188,0.4026087040501446,0.3776652992067213,0.2,0.9154075217822744,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.6345145420320519,0.2292089706251252,0.13627648734282283,0.897898628119901,0.6345145420320519,0.0,0.4982380546892291,0.023197675111059853,21.19205298013245,0.0510920502799912,0.11462849847751222,0.05731424923875611,0.05731424923875611,home,12.953454302765266,11.759304680950278,11.759304680950278,0.6228821787954409,11.759304680950278,1.45,0.6162970369524113,0.6355457857721719,0.6174624535683859,0.06054505811713176,,,0.0,lower_clv,True,0.6064923221779523,1.6488254895114527,9.98131770374988,True,draw,False,-1.45
2021-12,data\historical_csv\football-data\2122\B1.csv:153:draw,data\historical_csv\football-data\2122\B1.csv:153,data\historical_csv\football-data\2122\B1.csv,153,2021-12-05,B1,Standard,Charleroi,draw,0.2705801500737049,0.25399791538039773,4.038,4.1,2.564358230604613,0.014582234693307154,5,0.0,BW,4.0-5.0,sportsbook,0.24764735017335313,1.0926026459976204,0.016582234693307163,0.05389247766081516,1.3957495198906458,0.07321361761390867,0.37766211455731247,0.2,1.535413571074784,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,0.4239261321011444,0.2705801500737049,0.3054937178251507,1.0797729808052612,0.4239261321011444,-0.1533459820274395,0.11843241427599366,0.014582234693307154,5.670103092783507,0.05989591107661374,0.04046091244343539,0.020230456221717735,0.020230456221717652,home,6.04612464982921,3.875903847587625,3.875903847587625,0.2626204176568331,3.875903847587625,0.13,0.25724592334717095,0.26824791805314646,0.2579120397560486,0.06054505811713176,,,0.0,lower_clv,True,0.27815894427708326,3.595066851432493,12.32058169908623,True,away,False,-0.13
2021-12,data\historical_csv\football-data\2122\D2.csv:147:away,data\historical_csv\football-data\2122\D2.csv:147,data\historical_csv\football-data\2122\D2.csv,147,2021-12-10,D2,Schalke 04,Nurnberg,away,0.30219022088253183,0.28789405526619943,3.842,3.9,10.608896033273819,0.012296165616332415,5,0.0,BW,3.0-4.0,sportsbook,0.2602811035918792,1.1610148286306874,0.014296165616332401,0.040690150662129505,1.345993064346365,0.09131892959703337,0.4067459414211839,0.2,1.5096304008328953,away:3.0-4.0,away:sportsbook,sportsbook:3.0-4.0,0.41855476620620097,0.27925501291126714,0.30219022088253183,1.0823958941160785,0.41855476620620097,-0.11636454532366913,0.11636454532366913,0.015150202068281668,17.469879518072283,0.05944055944055959,0.060166018462289805,0.030083009231144875,0.03008300923114493,home,8.067249471267868,5.910510343739217,5.910510343739217,0.28127862954520527,5.910510343739217,0.21,0.2756650451424758,0.3000406779946549,0.27714086925015285,0.06054505811713176,,,0.0,lower_clv,True,0.2724408326726931,3.6705217429774453,4.67176791284869,True,home,False,-0.21
2021-12,data\historical_csv\football-data\2122\I2.csv:162:home,data\historical_csv\football-data\2122\I2.csv:162,data\historical_csv\football-data\2122\I2.csv,162,2021-12-10,I2,Cremonese,Crotone,home,0.5471061763299465,0.5330356378786342,1.9604,1.98,4.49630644972745,0.012070538451312295,5,0.0,BW,1.5-2.0,sportsbook,0.5100999795960008,1.0725469480772272,0.014070538451312342,0.022062515419370526,0.6731485340532554,0.2993251681783745,0.36828372056798536,0.2,0.9997959600081652,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,0.5471061763299465,0.25708740266775676,0.19580642100229662,0.9984659810958169,0.5471061763299465,0.0,0.3512997553276499,0.012070538451312295,13.142857142857146,0.06943842237959874,0.07484849932716847,0.03742424966358432,0.03742424966358415,home,6.867359905181902,5.507580085983732,5.507580085983732,0.5451303810711177,5.507580085983732,0.57,0.5381941444908372,0.5472597124394177,0.5387430198291489,0.06054505811713176,,,0.0,lower_clv,True,0.5471942588407068,1.8275045540839803,7.271962503132157,True,home,True,0.55
