source,columns,key,label,rule_id,rule_description,odds_source,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,discovery_bets,discovery_profit,discovery_roi_pct,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n120_ev0p02_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,209,18,120,0.02,35.0,2720,181.27,6.66,209,239.6,11.46,53.6,26,13,4,0,2025-26,44,81.6,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n120_ev0p02_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,207,18,120,0.02,10.0,2720,181.27,6.66,207,224.2,10.83,53.6,26,13,4,0,2025-26,43,57.9,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n120_ev0p0_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,224,18,120,0.0,35.0,2720,181.27,6.66,224,233.3,10.42,53.6,25,14,4,0,2025-26,48,53.6,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n120_ev0p0_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,218,18,120,0.0,10.0,2720,181.27,6.66,218,224.9,10.32,53.6,23,16,4,0,2025-26,46,55.9,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n120_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,218,30,120,0.0,10.0,2575,189.7,7.37,218,208.5,9.56,47.2,22,15,3,1,2025-26,56,88.9,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n120_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,214,30,120,0.0,35.0,2575,189.7,7.37,214,204.2,9.54,45.7,22,15,3,1,2025-26,56,88.1,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n80_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,237,30,80,0.0,10.0,2575,189.7,7.37,237,214.7,9.06,57.2,24,16,3,1,2025-26,56,88.9,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n80_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,233,30,80,0.0,35.0,2575,189.7,7.37,233,210.4,9.03,52.4,24,16,3,1,2025-26,56,88.1,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train18_n120_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,178,18,120,0.02,10.0,2575,189.7,7.37,178,254.7,14.31,42.4,26,11,3,1,2025-26,44,64.4,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train18_n80_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,197,18,80,0.02,10.0,2575,189.7,7.37,197,260.9,13.24,52.4,28,12,3,1,2025-26,44,64.4,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n80_ev0p02_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,213,18,80,0.02,35.0,2720,181.27,6.66,213,228.8,10.74,53.6,26,14,4,0,2025-26,44,81.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n80_ev0p02_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,211,18,80,0.02,10.0,2720,181.27,6.66,211,213.4,10.11,53.6,26,14,4,0,2025-26,43,57.9,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n120_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,202,30,120,0.02,35.0,2575,189.7,7.37,202,200.5,9.93,45.7,23,14,3,1,2025-26,53,90.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n80_ev0p0_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,228,18,80,0.0,35.0,2720,181.27,6.66,228,222.5,9.76,53.6,25,15,4,0,2025-26,48,53.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train18_n80_ev0p0_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,222,18,80,0.0,10.0,2720,181.27,6.66,222,214.1,9.64,53.6,23,17,4,0,2025-26,46,55.9,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_OPEN_rulesr58ab849a_train18_n80_ev0p02_top1_ridge10_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_OPEN,672,191,18,80,0.02,10.0,3602,229.35,6.37,191,181.2,9.49,165.0,21,17,3,1,2025-26,22,0.1,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_OPEN_rulesr58ab849a_train18_n120_ev0p02_top1_ridge10_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_OPEN,672,191,18,120,0.02,10.0,3602,229.35,6.37,191,181.2,9.49,165.0,21,17,3,1,2025-26,22,0.1,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n120_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,204,30,120,0.02,10.0,2575,189.7,7.37,204,192.1,9.42,45.7,21,16,3,1,2025-26,48,69.4,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n80_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,221,30,80,0.02,35.0,2575,189.7,7.37,221,206.7,9.35,53.2,25,15,3,1,2025-26,53,90.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n120_ev0p02_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,228,30,120,0.02,35.0,2720,181.27,6.66,228,205.1,9.0,53.6,22,17,4,0,2025-26,41,25.4,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_OPEN_rulesra5ae079e_train30_n80_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_OPEN,499,223,30,80,0.02,10.0,2575,189.7,7.37,223,198.3,8.89,52.4,23,17,3,1,2025-26,48,69.4,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n120_ev0p0_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,243,30,120,0.0,35.0,2720,181.27,6.66,243,206.8,8.51,53.6,24,15,4,0,2025-26,47,27.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n120_ev0p0_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,238,30,120,0.0,10.0,2720,181.27,6.66,238,201.2,8.45,53.6,24,15,3,1,2025-26,44,41.0,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n80_ev0p0_top1_ridge35_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,247,30,80,0.0,35.0,2720,181.27,6.66,247,196.0,7.94,53.6,24,16,4,0,2025-26,47,27.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n80_ev0p0_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,242,30,80,0.0,10.0,2720,181.27,6.66,242,190.4,7.87,53.6,24,16,3,1,2025-26,44,41.0,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"SP1|home|[1.0,1.8)",AVG_OPEN_rulesr04d9b506_train30_n120_ev0p02_top1_ridge10_cap0.08,r04d9b506,rule_league_SP1_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,569,221,30,120,0.02,10.0,2720,181.27,6.66,221,165.5,7.49,56.8,23,16,3,1,2025-26,37,13.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_OPEN_rulesr2f0c78c6_train18_n80_ev0p02_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_OPEN,352,131,18,80,0.02,35.0,2296,296.92,12.93,131,443.5,33.85,96.2,23,10,4,0,2025-26,45,53.0,6,5,6,5,0.8333,['bets<150'],REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_OPEN_rulesr2f0c78c6_train18_n80_ev0p0_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_OPEN,352,135,18,80,0.0,35.0,2296,296.92,12.93,135,444.0,32.89,96.2,23,10,4,0,2025-26,45,53.0,6,5,6,5,0.8333,['bets<150'],REJECT_RESEARCH_GATES
