month,bets,staked,profit,roi_pct
2017-03,8,80.0,-16.6,-20.75
2017-04,11,110.0,84.1,76.45
2017-05,14,140.0,79.1,56.5
2017-06,12,120.0,-2.3,-1.92
2017-07,11,110.0,-12.2,-11.09
2017-08,12,120.0,-43.9,-36.58
2017-09,9,90.0,19.7,21.89
2017-10,10,100.0,7.4,7.4
2017-11,4,40.0,-18.1,-45.25
2017-12,1,10.0,8.2,82.0
2018-03,10,100.0,0.7,0.7
2018-04,12,120.0,2.1,1.75
2018-05,12,120.0,-29.9,-24.92
2018-06,8,80.0,-27.9,-34.88
2018-07,10,100.0,9.1,9.1
2018-08,6,60.0,-4.4,-7.33
2018-10,3,30.0,63.2,210.67
2018-11,2,20.0,4.9,24.5
2019-03,11,110.0,-39.3,-35.73
2019-04,15,150.0,30.6,20.4
2019-05,13,130.0,17.1,13.15
2019-06,5,50.0,21.7,43.4
2019-07,10,100.0,9.3,9.3
2019-08,9,90.0,-7.3,-8.11
2019-09,12,120.0,-35.5,-29.58
2019-10,2,20.0,3.5,17.5
2020-02,1,10.0,19.2,192.0
2020-03,1,10.0,-10.0,-100.0
2020-07,7,70.0,14.7,21.0
2020-08,3,30.0,-30.0,-100.0
2020-09,13,130.0,-37.0,-28.46
2020-10,12,120.0,74.9,62.42
2020-11,5,50.0,9.0,18.0
2020-12,2,20.0,34.6,173.0
2021-04,5,50.0,34.9,69.8
2021-05,15,150.0,-32.2,-21.47
2021-06,7,70.0,-9.5,-13.57
2021-07,12,120.0,-29.2,-24.33
2021-08,13,130.0,-4.6,-3.54
2021-09,13,130.0,88.4,68.0
2021-10,13,130.0,-101.6,-78.15
2021-11,4,40.0,-10.5,-26.25
2021-12,2,20.0,-20.0,-100.0
2022-02,2,20.0,8.3,41.5
2022-03,8,80.0,27.9,34.88
2022-04,7,70.0,56.1,80.14
2022-05,10,100.0,43.5,43.5
2022-06,8,80.0,21.1,26.38
2022-07,8,80.0,-49.0,-61.25
2022-08,6,60.0,-60.0,-100.0
2022-09,7,70.0,71.1,101.57
2022-10,5,50.0,-19.6,-39.2
2023-02,1,10.0,16.5,165.0
2023-03,6,60.0,56.8,94.67
2023-04,3,30.0,39.6,132.0
2023-05,4,40.0,46.1,115.25
2023-06,6,60.0,-1.0,-1.67
2023-07,5,50.0,35.0,70.0
2023-08,4,40.0,-2.6,-6.5
2023-09,7,70.0,-40.1,-57.29
2023-10,13,130.0,-9.8,-7.54
2023-11,12,120.0,-13.6,-11.33
2023-12,3,30.0,7.3,24.33
2024-02,4,40.0,44.2,110.5
2024-03,10,100.0,-26.5,-26.5
2024-04,7,70.0,116.0,165.71
2024-05,8,80.0,38.6,48.25
2024-06,9,90.0,-6.3,-7.0
2024-07,8,80.0,-5.1,-6.38
2024-08,3,30.0,-30.0,-100.0
2024-09,4,40.0,-2.4,-6.0
2024-10,12,120.0,-13.3,-11.08
2024-11,5,50.0,54.6,109.2
2024-12,2,20.0,-20.0,-100.0
2025-02,2,20.0,-20.0,-100.0
2025-03,12,120.0,17.0,14.17
2025-04,10,100.0,-48.2,-48.2
2025-05,15,150.0,-36.0,-24.0
2025-06,9,90.0,-34.8,-38.67
2025-07,9,90.0,46.3,51.44
2025-08,6,60.0,44.4,74.0
2025-09,12,120.0,38.9,32.42
2025-10,9,90.0,-64.8,-72.0
2025-11,3,30.0,18.0,60.0
2025-12,1,10.0,-10.0,-100.0
