date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2023-11-11,E3,AFC Wimbledon,Doncaster,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.569839,-0.000196,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02",2023-11
2023-11-11,E2,Derby,Barnsley,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.567937,-0.004005,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02",2023-11
2023-11-11,E3,Walsall,Harrogate,home,away,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.560958,-0.016181,1.8,1.0,False,-1.0,"ALL|home|[1.8,2.2)|ev>=-0.02",2023-11
2023-11-18,E2,Stevenage,Lincoln,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.570882,0.001296,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02",2023-11
2023-11-29,E1,Blackburn,Birmingham,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.566965,-0.005737,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02",2023-11
2023-12-02,E0,Burnley,Sheffield United,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,low_draw_league,low_draw_prob,0.569032,-0.007263,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2023-12
2023-12-02,I2,Venezia,Ascoli,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,low_draw_prob,0.567119,-0.010432,1.8,1.0,True,0.8,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2023-12
2023-12-08,SP2,Espanol,Zaragoza,home,draw,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,low_draw_prob,0.557277,-0.008592,1.83,1.0,False,-1.0,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2023-12
2024-01-07,P1,Famalicao,Chaves,home,draw,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,low_draw_league,low_draw_prob,0.56369,-0.019259,1.8,1.0,False,-1.0,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2024-01
2024-01-20,E3,Barrow,Crewe,home,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.573317,0.007422,1.8,1.0,False,-1.0,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2024-01
