month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,ABSTAIN,insufficient_prior_candidates,72.0,10.0,,
2022-09,INVEST,,82.0,7.0,4.0,0.0653
2022-10,INVEST,,89.0,14.0,12.0,0.0623
2022-11,INVEST,,103.0,2.0,2.0,0.0505
2022-12,INVEST,,105.0,3.0,2.0,0.0663
2023-01,INVEST,,108.0,12.0,8.0,0.0611
2023-02,INVEST,,120.0,6.0,4.0,0.0674
2023-03,INVEST,,126.0,5.0,3.0,0.0596
2023-04,INVEST,,131.0,12.0,10.0,0.0535
2023-05,INVEST,,143.0,10.0,8.0,0.0598
2023-06,INVEST,,153.0,5.0,3.0,0.0673
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,158.0,9.0,7.0,0.0654
2023-09,INVEST,,167.0,12.0,8.0,0.0546
2023-10,INVEST,,179.0,11.0,9.0,0.0547
2023-11,INVEST,,190.0,6.0,5.0,0.0494
2023-12,INVEST,,196.0,11.0,8.0,0.0615
2024-01,INVEST,,207.0,17.0,13.0,0.0521
2024-02,INVEST,,224.0,12.0,10.0,0.0527
2024-03,INVEST,,230.0,7.0,4.0,0.0607
2024-04,INVEST,,229.0,13.0,10.0,0.0536
2024-05,INVEST,,235.0,10.0,6.0,0.0548
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,226.0,9.0,5.0,0.0663
2024-09,INVEST,,227.0,9.0,5.0,0.0611
2024-10,INVEST,,233.0,7.0,3.0,0.0586
2024-11,INVEST,,229.0,10.0,5.0,0.0592
2024-12,INVEST,,229.0,12.0,6.0,0.049
2025-01,INVEST,,241.0,17.0,8.0,0.0509
2025-02,INVEST,,258.0,10.0,6.0,0.0615
2025-03,INVEST,,258.0,13.0,7.0,0.0534
2025-04,INVEST,,264.0,15.0,6.0,0.0492
2025-05,INVEST,,265.0,15.0,3.0,0.0333
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,263.0,10.0,1.0,0.0288
2025-09,INVEST,,267.0,11.0,2.0,0.0482
2025-10,INVEST,,273.0,9.0,6.0,0.0513
2025-11,INVEST,,270.0,12.0,5.0,0.0509
2025-12,INVEST,,272.0,11.0,5.0,0.0384
2026-01,INVEST,,278.0,12.0,6.0,0.038
2026-02,INVEST,,290.0,13.0,5.0,0.0444
2026-03,INVEST,,294.0,10.0,4.0,0.0423
2026-04,INVEST,,292.0,11.0,3.0,0.0417
2026-05,INVEST,,292.0,7.0,2.0,0.0407
