window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,56,560.0,39.4,7.04,32.7,6,4,True
2023-02,2024-01,78,780.0,61.4,7.87,36.7,6,5,True
2023-08,2024-07,80,800.0,61.6,7.7,32.9,5,5,False
2024-02,2025-01,62,620.0,37.3,6.02,26.1,6,4,True
2024-08,2025-07,54,540.0,58.3,10.8,23.6,6,4,True
2025-02,2026-01,47,470.0,61.8,13.15,38.2,7,3,True
