test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2021-12,data\historical_csv\football-data\2122\B1.csv:146,data\historical_csv\football-data\2122\B1.csv,146,2021-12-03,B1,St Truiden,St. Gilloise,home,0.2491322587215617,0.2396076089949381,4.43,4.5,6.146170784757588,0.0075246497266235,5,0.0,WH,4.0-5.0,sportsbook,0.2257336343115124,1.1036559061365183,0.0095246497266235,0.0302034339721269,1.4883995840570443,0.0620668823357071,0.3708083502563644,0.2,1.5801354401805856,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,11.23948626565217,9.302779646943051,True,12.5276619339594,10.259788389383129,11.883574099805784,1.2881756683072307,9.302779646943051,1.0,1.36,model_agreement_half_kelly,away,-6.604669092081794,False,0.210824674735707,4.743277803006764,False,-1.36
2021-12,data\historical_csv\football-data\2122\D2.csv:139,data\historical_csv\football-data\2122\D2.csv,139,2021-12-04,D2,Hansa Rostock,Ingolstadt,home,0.6345145420320519,0.6093168669209921,1.8134,1.83,10.493520647452703,0.0231976751110598,5,0.0,B365,1.5-2.0,sportsbook,0.5514503143266791,1.150628670520923,0.0251976751110598,0.03655972176267,0.5952035362298188,0.4026087040501446,0.3776652992067213,0.2,0.9154075217822744,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,7.801394727482835,5.864688108773716,True,11.68294099407201,10.754597453274116,9.742167860777423,3.881546266589176,5.864688108773716,1.0,3.61,model_agreement_half_kelly,draw,9.98131770374988,True,0.6064923221779523,1.6488254895114527,False,-3.61
2021-12,data\historical_csv\football-data\2122\B1.csv:153,data\historical_csv\football-data\2122\B1.csv,153,2021-12-05,B1,Standard,Charleroi,draw,0.2705801500737049,0.2539979153803977,4.038,4.1,2.564358230604613,0.0145822346933071,5,0.0,BW,4.0-5.0,sportsbook,0.2476473501733531,1.0926026459976204,0.0165822346933071,0.0538924776608151,1.3957495198906458,0.0732136176139086,0.3776621145573124,0.2,1.535413571074784,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,6.943728357759463,5.007021739050344,True,6.58834047893635,4.521145586611519,6.766034418347907,0.3553878788231133,4.521145586611519,1.0,0.74,model_agreement_half_kelly,away,12.32058169908623,True,0.2781589442770832,3.595066851432493,False,-0.74
2021-12,data\historical_csv\football-data\2122\D2.csv:147,data\historical_csv\football-data\2122\D2.csv,147,2021-12-10,D2,Schalke 04,Nurnberg,away,0.3021902208825318,0.2878940552661994,3.842,3.9,10.60889603327382,0.0122961656163324,5,0.0,BW,3.0-4.0,sportsbook,0.2602811035918792,1.1610148286306874,0.0142961656163324,0.0406901506621295,1.345993064346365,0.0913189295970333,0.4067459414211839,0.2,1.5096304008328951,away:3.0-4.0,away:sportsbook,sportsbook:3.0-4.0,8.578955557571254,6.642248938862135,True,8.325945330819495,6.359089764620385,8.452450444195375,0.25301022675175844,6.359089764620385,1.0,1.12,model_agreement_half_kelly,home,4.67176791284869,True,0.2724408326726931,3.670521742977445,False,-1.12
2021-12,data\historical_csv\football-data\2122\I2.csv:162,data\historical_csv\football-data\2122\I2.csv,162,2021-12-10,I2,Cremonese,Crotone,home,0.5471061763299465,0.5330356378786342,1.9604,1.98,4.49630644972745,0.0120705384513122,5,0.0,BW,1.5-2.0,sportsbook,0.5100999795960008,1.0725469480772272,0.0140705384513123,0.0220625154193705,0.6731485340532554,0.2993251681783745,0.3682837205679853,0.2,0.9997959600081652,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,6.1996159099991655,4.262909291290047,True,7.081712515540239,6.078114480148056,6.640664212769702,0.8820966055410739,4.262909291290047,1.0,2.22,model_agreement_half_kelly,home,7.271962503132157,True,0.5471942588407068,1.8275045540839805,True,2.13
2021-12,data\historical_csv\football-data\2122\B1.csv:158,data\historical_csv\football-data\2122\B1.csv,158,2021-12-11,B1,St Truiden,Cercle Brugge,away,0.3742291928140182,0.3680812060592269,2.862,2.9,5.3448411741507496,0.0041479867547913,5,0.0,WH,2.0-3.0,sportsbook,0.3494060097833683,1.0710439498337203,0.0061479867547913,0.0110840811845825,1.0515206811342592,0.1400474887542316,0.3935097357281205,0.2,1.327742837176782,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,6.231884553833973,4.295177935124855,True,6.297591220499532,4.832432284929022,6.264737887166753,0.0657066666655588,4.295177935124855,1.0,1.15,model_agreement_half_kelly,away,7.2490295702065,True,0.3747345547526432,2.668555614413742,True,2.14
2021-12,data\historical_csv\football-data\2122\SC0.csv:102,data\historical_csv\football-data\2122\SC0.csv,102,2021-12-11,SC0,St Johnstone,Aberdeen,home,0.300276244410064,0.2940077717883871,3.352,3.4,-1.4485948965326512,0.0042684726216769,5,0.0,WH,3.0-4.0,sportsbook,0.2983293556085919,1.0065259712625347,0.0062684726216769,0.014215152550822,1.2095571826198366,0.0901658229570125,0.3632012881963025,0.2,1.4319809069212486,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,4.187342936096799,2.25063631738768,True,4.262060029295789,2.5460527784109788,4.224701482696294,0.07471709319898956,2.25063631738768,1.0,0.48,model_agreement_half_kelly,away,-13.874146427884249,False,0.2569387039740923,3.891978843719987,False,-0.48
2021-12,data\historical_csv\football-data\2122\N1.csv:140,data\historical_csv\football-data\2122\N1.csv,140,2021-12-11,N1,Zwolle,For Sittard,home,0.5228425503533685,0.5068772830637751,1.98,2.0,0.3617020466274656,0.0139652672895933,5,0.0,BW,1.5-2.0,sportsbook,0.5050505050505051,1.0352282496996696,0.0159652672895933,0.0267102730643379,0.6830968447064438,0.2733643324600146,0.3571520964246559,0.2,1.0101010101010166,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,3.5659335269338244,1.6292269082247053,True,3.742450550975218,2.7288185829704714,3.6541920389545215,0.1765170240413938,1.6292269082247053,1.0,0.83,model_agreement_half_kelly,away,-9.884464934947534,False,0.4551289649750124,2.1971794303509165,False,-0.83
2021-12,data\historical_csv\football-data\2122\B1.csv:162,data\historical_csv\football-data\2122\B1.csv,162,2021-12-12,B1,Gent,Genk,home,0.5207001905742764,0.5087468653108813,2.029,2.05,3.224738971577823,0.009953325263395,5,0.0,WH,2.0-3.0,sportsbook,0.4928536224741252,1.0565006866752067,0.011953325263395,0.0191152710207722,0.7075430608436777,0.2711286884640878,0.3684178066208098,0.2,1.0349926071956617,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,7.242971303105008,5.30626468439589,True,6.7166340638313615,5.677917264295185,6.9798026834681846,0.5263372392736461,5.30626468439589,1.0,2.58,model_agreement_half_kelly,home,20.93255773125138,True,0.5960204915290852,1.6777946634594878,True,2.65
2021-12,data\historical_csv\football-data\2122\T1.csv:191,data\historical_csv\football-data\2122\T1.csv,191,2021-12-27,T1,Konyaspor,Besiktas,draw,0.2834178223434885,0.2749427582864788,3.8126,3.87,4.824676024302943,0.0064750640570096,4,0.0,PS,3.0-4.0,sportsbook,0.2622882022766616,1.0805587894667843,0.0084750640570096,0.0228463545569204,1.3383113710977392,0.0803256620219252,0.3793012944140496,0.25,1.5055342810680328,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,5.071350634698003,3.134644015988884,True,5.005572615472054,3.05376794819181,5.038461625085029,0.06577801922594961,3.05376794819181,0.5,0.27,model_agreement_half_kelly,home,7.653369343054206,True,0.2823620871401516,3.5415519488763585,False,-0.27
2022-01,data\historical_csv\football-data\2122\SP2.csv:239,data\historical_csv\football-data\2122\SP2.csv,239,2022-01-02,SP2,Mirandes,Zaragoza,away,0.4296060844392185,0.4144572229411089,2.568,2.6,6.432614851276775,0.0131488614981095,5,0.0,B365,2.0-3.0,sportsbook,0.3894080996884735,1.1032284248399131,0.0151488614981095,0.0306067860171796,0.9431273858277148,0.1845613877871969,0.4051732633528406,0.2,1.2461059190031154,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,3.4808384130097143,1.588630451981034,True,4.322818813111606,3.009130454127429,3.90182861306066,0.841980400101892,1.588630451981034,1.0,0.51,model_agreement_half_kelly,home,1.890369612557774,True,0.3967693520738231,2.520355956863169,False,-0.51
2022-01,data\historical_csv\football-data\2122\P1.csv:154,data\historical_csv\football-data\2122\P1.csv,154,2022-01-13,P1,Famalicao,Belenenses,home,0.5626507100116103,0.545669470012285,1.882,1.9,2.6949942563120333,0.0149812399993252,5,0.0,B365,1.5-2.0,sportsbook,0.5313496280552604,1.0589086362418505,0.0169812399993252,0.0266261816305467,0.6323350411631878,0.3165758214765691,0.3557837598756884,0.2,0.9564293304994642,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,3.0276634629514025,1.1354555019227224,True,3.9490778322480713,2.9863202420579382,3.488370647599737,0.9214143692966688,1.1354555019227224,1.0,0.64,model_agreement_half_kelly,home,18.53231315825139,True,0.6298210050916653,1.5877526978549377,True,0.56
2022-01,data\historical_csv\football-data\2122\N1.csv:164,data\historical_csv\football-data\2122\N1.csv,164,2022-01-14,N1,Zwolle,Willem II,home,0.3123726560091148,0.3085295519898937,3.45,3.5,6.442695436513324,0.001843104019221,5,0.0,BW,3.0-4.0,sportsbook,0.2898550724637681,1.077685663231446,0.0038431040192211,0.0059003372534864,1.2383742310432684,0.0975766762221887,0.3868342476842309,0.2,1.4492753623188248,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,5.846194217301145,3.9539862562724646,True,6.347051558780259,4.582166497060847,6.096622888040702,0.5008573414791142,3.9539862562724646,1.0,0.81,model_agreement_half_kelly,home,35.082187773320705,True,0.391542573256002,2.554000684227436,True,1.98
2022-02,data\historical_csv\football-data\2122\T1.csv:234,data\historical_csv\football-data\2122\T1.csv,234,2022-02-05,T1,Trabzonspor,Kasimpasa,draw,0.2656433253386424,0.259801151610176,3.9498,4.01,2.6162588629873307,0.0038421737284663,5,0.0,PS,3.0-4.0,sportsbook,0.2531773760696744,1.04923800642257,0.0058421737284664,0.0144636561960229,1.3736649447197489,0.0705663762969718,0.3649049238164765,0.2,1.5241278039394457,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.111708554002907,3.111708554002907,True,3.388875668569536,3.388875668569536,3.250292111286221,0.277167114566629,3.111708554002907,1.0,0.53,model_agreement_half_kelly,home,0.5284899030463697,True,0.2545153929390004,3.9290354443892896,False,-0.53
2022-02,data\historical_csv\football-data\2122\SP2.csv:284,data\historical_csv\football-data\2122\SP2.csv,284,2022-02-06,SP2,Fuenlabrada,Valladolid,home,0.2701310785941815,0.2593515113072516,3.94,4.0,2.184495455057145,0.0087795672869298,5,0.0,WH,3.0-4.0,sportsbook,0.2538071065989847,1.064316449661075,0.0107795672869298,0.032501137346434,1.3711807233098423,0.0729707996224558,0.3703985277352377,0.2,1.522842639593902,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,5.149138238476132,5.149138238476132,True,5.864780970414563,5.864780970414563,5.506959604445347,0.7156427319384306,5.149138238476132,1.0,0.88,model_agreement_half_kelly,draw,-2.235111797802969,False,0.2481342340157285,4.030076720234471,False,-0.88
2022-02,data\historical_csv\football-data\2122\B1.csv:235,data\historical_csv\football-data\2122\B1.csv,235,2022-02-12,B1,Eupen,Gent,away,0.5487808885282728,0.5413274488873124,1.98,2.0,7.182834879687872,0.0054534396409603,5,0.0,WH,1.5-2.0,sportsbook,0.5050505050505051,1.08658615928598,0.0074534396409603,0.0099373716449663,0.6830968447064438,0.3011604636138805,0.3748704933888618,0.2,1.0101010101010166,away:1.5-2.0,away:sportsbook,sportsbook:1.5-2.0,7.320006654306632,7.320006654306632,True,8.329439506014857,8.329439506014857,7.824723080160744,1.0094328517082252,7.320006654306632,1.0,3.73,model_agreement_half_kelly,away,22.04882216367352,True,0.6164081927458258,1.6223016043077598,True,3.66
2022-02,data\historical_csv\football-data\2122\I2.csv:216,data\historical_csv\football-data\2122\I2.csv,216,2022-02-12,I2,Vicenza,Cosenza,draw,0.2881650845183673,0.2825315302114359,3.646,3.7,3.0109959150895538,0.0036335543069313,5,0.0,PS,3.0-4.0,sportsbook,0.274273176083379,1.0506498981539674,0.0056335543069314,0.0126092802429705,1.293630676256471,0.0830391159354778,0.3727791931589987,0.2,1.4810751508502529,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.234162572348249,3.234162572348249,True,3.57723329546753,3.57723329546753,3.4056979339078897,0.3430707231192809,3.234162572348249,1.0,0.61,model_agreement_half_kelly,draw,0.0159227478156775,True,0.2743168479095328,3.645419549038383,True,1.61
