month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,ABSTAIN,insufficient_prior_candidates,119.0,5.0,,
2022-09,INVEST,,124.0,12.0,6.0,0.0734
2022-10,INVEST,,136.0,18.0,10.0,0.0761
2022-11,INVEST,,154.0,5.0,2.0,0.061
2022-12,ABSTAIN,no_positive_feature_edge,159.0,2.0,0.0,0.0
2023-01,INVEST,,161.0,11.0,7.0,0.0794
2023-02,INVEST,,172.0,12.0,4.0,0.0781
2023-03,INVEST,,174.0,8.0,4.0,0.0787
2023-04,INVEST,,167.0,21.0,9.0,0.0713
2023-05,INVEST,,174.0,15.0,7.0,0.0653
2023-06,INVEST,,179.0,1.0,1.0,0.0891
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,159.0,6.0,3.0,0.0678
2023-09,INVEST,,153.0,15.0,7.0,0.072
2023-10,INVEST,,159.0,13.0,6.0,0.074
2023-11,INVEST,,157.0,12.0,6.0,0.066
2023-12,INVEST,,156.0,14.0,9.0,0.075
2024-01,INVEST,,170.0,12.0,7.0,0.0628
2024-02,INVEST,,182.0,12.0,9.0,0.071
2024-03,INVEST,,189.0,10.0,5.0,0.0716
2024-04,INVEST,,187.0,7.0,5.0,0.0643
2024-05,INVEST,,176.0,18.0,10.0,0.0717
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,176.0,10.0,6.0,0.0738
2024-09,INVEST,,174.0,13.0,8.0,0.0676
2024-10,INVEST,,179.0,8.0,5.0,0.0736
2024-11,INVEST,,166.0,10.0,4.0,0.0692
2024-12,INVEST,,161.0,8.0,1.0,0.0631
2025-01,INVEST,,168.0,10.0,4.0,0.0575
2025-02,INVEST,,178.0,16.0,5.0,0.0488
2025-03,INVEST,,188.0,13.0,5.0,0.0519
2025-04,INVEST,,186.0,16.0,3.0,0.0595
2025-05,INVEST,,189.0,15.0,4.0,0.0711
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,166.0,8.0,1.0,0.0405
2025-09,INVEST,,162.0,11.0,1.0,0.0832
2025-10,INVEST,,163.0,5.0,1.0,0.0602
2025-11,INVEST,,161.0,12.0,5.0,0.0492
2025-12,INVEST,,155.0,10.0,5.0,0.061
2026-01,INVEST,,165.0,8.0,4.0,0.0462
2026-02,INVEST,,173.0,13.0,9.0,0.0695
2026-03,INVEST,,176.0,11.0,6.0,0.0608
2026-04,INVEST,,174.0,9.0,5.0,0.044
2026-05,INVEST,,175.0,12.0,4.0,0.0654
