label,odds_source,train_months,min_train_rows,min_predicted_ev,max_bets_per_day,ridge,residual_cap,selected_rules,candidate_count,selected_candidates,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,stability_verdict,fail_reasons
AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08_val6,AVG_OPEN,30,120,0.02,1,10.0,0.08,I2_draw_2p8_3p5,2063,0,0,0.0,0.0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0.0,RESEARCH_ONLY_UNSTABLE,"['bets<250', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_bets<20', 'active_pass_rate<0.6']"
