window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,57,570.0,29.6,5.19,90.0,6,4,False
2023-02,2024-01,57,570.0,89.4,15.68,74.7,5,5,False
2023-08,2024-07,52,520.0,138.0,26.54,68.2,5,5,False
2024-02,2025-01,60,600.0,188.3,31.38,67.1,6,4,True
2024-08,2025-07,67,670.0,117.1,17.48,67.1,5,5,False
2025-02,2026-01,67,670.0,202.7,30.25,50.0,7,3,True
