columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
market_prob_bucket|favorite_relation,"[0.34,0.42)|market_non_favorite",161,9.45,5.87,50,30,20,2026-05,3.22,20.6457
league|market_prob_bucket|favorite_relation,"B1|[0.34,0.42)|market_non_favorite",161,9.45,5.87,50,30,20,2026-05,3.22,20.6457
odds_bucket|market_prob_bucket|favorite_relation,"[2.2,2.8)|[0.34,0.42)|market_non_favorite",161,9.45,5.87,50,30,20,2026-05,3.22,20.6457
outcome|odds_bucket|market_prob_bucket,"draw|[2.8,3.5)|[0.20,0.28)",276,5.18,1.88,50,29,21,2026-05,-2.14,16.2064
outcome|market_prob_bucket|favorite_relation,"away|[0.34,0.42)|market_favorite",173,7.53,4.35,53,30,23,2026-05,-3.0,14.4788
market_prob_bucket,"[0.55,1.00]",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
league|market_prob_bucket,"B1|[0.55,1.00]",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.55,1.00]",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
market_prob_bucket|favorite_relation,"[0.55,1.00]|market_favorite",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
league|odds_bucket|market_prob_bucket,"B1|[1.0,1.8)|[0.55,1.00]",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
league|market_prob_bucket|favorite_relation,"B1|[0.55,1.00]|market_favorite",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.55,1.00]|market_favorite",501,8.9,1.78,52,29,23,2026-05,1.02,12.1954
outcome|market_prob_bucket,"home|[0.55,1.00]",382,3.66,0.96,52,29,23,2026-05,1.36,12.1054
league|outcome|market_prob_bucket,"B1|home|[0.55,1.00]",382,3.66,0.96,52,29,23,2026-05,1.36,12.1054
outcome|odds_bucket|market_prob_bucket,"home|[1.0,1.8)|[0.55,1.00]",382,3.66,0.96,52,29,23,2026-05,1.36,12.1054
outcome|market_prob_bucket|favorite_relation,"home|[0.55,1.00]|market_favorite",382,3.66,0.96,52,29,23,2026-05,1.36,12.1054
odds_bucket|market_prob_bucket,"[2.8,3.5)|[0.20,0.28)",365,8.02,2.2,50,27,23,2026-05,-0.44,8.2417
league|odds_bucket|market_prob_bucket,"B1|[2.8,3.5)|[0.20,0.28)",365,8.02,2.2,50,27,23,2026-05,-0.44,8.2417
odds_bucket|market_prob_bucket|favorite_relation,"[2.8,3.5)|[0.20,0.28)|market_non_favorite",365,8.02,2.2,50,27,23,2026-05,-0.44,8.2417
odds_bucket,"[1.0,1.8)",612,9.82,1.6,53,28,25,2026-05,-0.26,6.1765
league|odds_bucket,"B1|[1.0,1.8)",612,9.82,1.6,53,28,25,2026-05,-0.26,6.1765
odds_bucket|favorite_relation,"[1.0,1.8)|market_favorite",612,9.82,1.6,53,28,25,2026-05,-0.26,6.1765
league|odds_bucket|favorite_relation,"B1|[1.0,1.8)|market_favorite",612,9.82,1.6,53,28,25,2026-05,-0.26,6.1765
outcome|odds_bucket,"home|[1.0,1.8)",459,7.0,1.53,53,28,25,2026-05,1.08,6.1678
league|outcome|odds_bucket,"B1|home|[1.0,1.8)",459,7.0,1.53,53,28,25,2026-05,1.08,6.1678
outcome|odds_bucket|favorite_relation,"home|[1.0,1.8)|market_favorite",459,7.0,1.53,53,28,25,2026-05,1.08,6.1678
outcome|odds_bucket,"draw|[2.8,3.5)",409,5.52,1.35,52,27,25,2026-05,-3.14,4.1485
league|outcome|odds_bucket,"B1|draw|[2.8,3.5)",409,5.52,1.35,52,27,25,2026-05,-3.14,4.1485
outcome|odds_bucket|favorite_relation,"draw|[2.8,3.5)|market_non_favorite",409,5.52,1.35,52,27,25,2026-05,-3.14,4.1485
outcome|odds_bucket|favorite_relation,"away|[2.2,2.8)|market_favorite",197,3.54,1.8,53,27,26,2026-05,-3.0,2.1977
