date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2025-04-04,I1,Genoa,Udinese,draw,home,0.383568,0.013187,0.066696,2.88,1.39,False,-1.39,2025-04
2025-04-04,I2,Reggiana,Cremonese,draw,away,0.322656,0.013145,-0.009564,3.2,1.0,False,-1.0,2025-04
2025-04-05,E1,Plymouth,Norwich,away,home,0.564825,0.010638,-0.002462,1.8,1.0,False,-1.0,2025-04
2025-04-06,SP2,Burgos,Huesca,draw,home,0.385166,0.012017,0.026159,2.75,1.0,False,-1.0,2025-04
2025-04-12,SP2,Tenerife,Burgos,draw,draw,0.394204,0.012017,0.070123,2.8,1.44,True,2.59,2025-04
2025-04-12,E1,Plymouth,Sheffield United,away,home,0.642419,0.010638,0.010851,1.6,1.16,False,-1.16,2025-04
2025-04-12,I2,Reggiana,Pisa,draw,away,0.324526,0.013145,-0.003581,3.2,1.0,False,-1.0,2025-04
2025-04-18,SP1,Espanol,Getafe,draw,home,0.398621,0.013429,0.013056,2.63,1.0,False,-1.0,2025-04
2025-04-18,E2,Shrewsbury,Wigan,draw,away,0.311522,0.010925,-0.00803,3.3,1.0,False,-1.0,2025-04
2025-04-19,SP2,Burgos,Cadiz,draw,draw,0.392009,0.012017,0.044977,2.75,1.11,True,1.95,2025-04
2025-04-19,P1,Guimaraes,Benfica,away,away,0.634874,0.014542,-0.007468,1.6,1.0,True,0.6,2025-04
2025-04-20,F1,St Etienne,Lyon,away,home,0.636037,0.014483,0.006918,1.62,1.22,False,-1.22,2025-04
2025-04-21,E3,Gillingham,AFC Wimbledon,draw,home,0.324263,0.010919,0.002703,3.2,1.0,False,-1.0,2025-04
2025-04-21,F2,Annecy,Lorient,away,draw,0.636364,0.013773,-0.003855,1.6,1.0,False,-1.0,2025-04
2025-04-26,E0,Southampton,Fulham,away,away,0.637687,0.013093,-0.00065,1.6,1.0,True,0.6,2025-04
2025-04-28,I1,Verona,Cagliari,draw,away,0.40399,0.013187,0.074707,2.75,1.59,False,-1.59,2025-04
